Date,EM EASTERN EUROPE
1998-12,100.0
1999-01,106.46762145269842
1999-02,103.06978629438852
1999-03,116.33678226205821
1999-04,132.11284267949927
1999-05,142.7178386255886
1999-06,155.8765649728899
1999-07,156.6659663339662
1999-08,147.36001287246643
1999-09,126.39979006022035
1999-10,136.36558023292415
1999-11,150.7822029160632
1999-12,197.27594727316992
2000-01,202.621494456372
2000-02,219.24491328844988
2000-03,249.58236618964804
2000-04,237.22459747151942
2000-05,216.09139759612543
2000-06,199.92237872918682
2000-07,215.49689880401277
2000-08,236.7127286751056
2000-09,205.5805655523259
2000-10,200.68193800769316
2000-11,159.20877442968415
2000-12,169.1968563453336
2001-01,186.40340603878454
2001-02,167.27006267328403
2001-03,164.97893225104795
2001-04,174.7412063443746
2001-05,201.2301884777537
2001-06,192.28634815520348
2001-07,170.28247080284075
2001-08,165.59745157582026
2001-09,146.41601069651574
2001-10,170.6322865706674
2001-11,186.33225134616654
2001-12,199.6987873130831
2002-01,226.36029686464104
2002-02,210.71111982257
2002-03,231.4845468158024
2002-04,243.48468551221484
2002-05,238.5498633776211
2002-06,203.05271057429346
2002-07,187.38097806653212
2002-08,196.21368741302885
2002-09,189.89500288993827
2002-10,205.26790233999344
2002-11,209.55960692041452
2002-12,197.31118423944835
2003-01,184.6969071908537
2003-02,193.8809290518992
2003-03,183.55869105067774
2003-04,211.0464817425258
2003-05,224.41962535866816
2003-06,235.19891939595695
2003-07,234.00513514235368
2003-08,270.99324527212707
2003-09,265.78537920055135
2003-10,258.77628485466914
2003-11,257.14578849576765
2003-12,264.92967465322727
2004-01,282.007933118023
2004-02,304.6958404134035
2004-03,338.513344280911
2004-04,307.93506214587876
2004-05,296.81145561786207
2004-06,300.71934558264934
2004-07,290.12885026933486
2004-08,307.066626944613
2004-09,324.5101869724675
2004-10,335.55482369755396
2004-11,328.6002360026593
2004-12,331.87314532974705
2005-01,347.7953251938204
2005-02,395.5788955826061
2005-03,367.598396609269
2005-04,354.83029498883803
2005-05,374.31892118443506
2005-06,404.5668292059778
2005-07,443.6305063989
2005-08,486.61621589267344
2005-09,559.3230531556984
2005-10,513.0153207890529
2005-11,551.639704812189
2005-12,572.9728288315453
2006-01,638.5378208276469
2006-02,679.9028630956275
2006-03,669.2575642978826
2006-04,717.3145672071946
2006-05,631.1486955219699
2006-06,643.2288573088429
2006-07,680.4797508852836
2006-08,689.8389578145407
2006-09,658.3522701167716
2006-10,680.5153708794386
2006-11,724.3584068384865
2006-12,752.2941069204638
2007-01,732.9639006205568
2007-02,704.6747618953666
2007-03,737.2827650238778
2007-04,725.4430574544476
2007-05,703.1229005932228
2007-06,760.4775241733003
2007-07,776.1689993364605
2007-08,747.2793580787637
2007-09,774.6446754120809
2007-10,836.2915021298736
2007-11,823.966353544374
2007-12,854.8063692298994
2008-01,714.73919966044
2008-02,743.9669692864392
2008-03,709.4576727639675
2008-04,736.9838358123554
2008-05,838.1940463121169
2008-06,770.9905579422996
2008-07,696.5627137414295
2008-08,636.339913152618
2008-09,525.2111281658125
2008-10,377.26650089908145
2008-11,317.55885739743053
2008-12,278.62888422243265
2009-01,255.63842604117468
2009-02,241.7020864453442
2009-03,275.4260391028765
2009-04,337.84039792985476
2009-05,398.6354366822617
2009-06,361.2405354813776
2009-07,399.8852761691556
2009-08,409.4401991385472
2009-09,446.6030147601347
2009-10,460.3706650205744
2009-11,467.4191014118217
2009-12,497.4738568558531
2010-01,522.4795181910041
2010-02,504.6648515852984
2010-03,561.4324573894522
2010-04,568.4227003211544
2010-05,539.1568898596053
2010-06,513.3133644507695
2010-07,545.0695401412358
2010-08,537.3642059095196
2010-09,542.6642301154781
2010-10,557.9712632110715
2010-11,575.8049762577419
2010-12,618.5886940729707
2011-01,629.7783653040441
2011-02,655.5841596624318
2011-03,670.8367297507494
2011-04,661.2631156717656
2011-05,643.4864102158069
2011-06,636.8702046627814
2011-07,646.2640897124265
2011-08,560.318518979128
2011-09,471.45339620545354
2011-10,532.3035846233399
2011-11,538.5655767794182
2011-12,503.41515556492084
2012-01,572.3974778773398
2012-02,607.8825055552696
2012-03,579.9751174040082
2012-04,567.5652131223217
2012-05,494.74884267882044
2012-06,534.3592169771908
2012-07,560.4446493371166
2012-08,559.7795066801167
2012-09,580.3314219205962
2012-10,560.2900953789385
2012-11,561.2827443492264
2012-12,588.4212910382739
2013-01,595.4450626840224
2013-02,585.8627052132384
2013-03,572.361338461228
2013-04,550.9829916273114
2013-05,555.9500559687513
2013-06,526.4263482679995
2013-07,537.5533447755919
2013-08,542.4718852812881
2013-09,576.0000425554482
2013-10,601.5531542018734
2013-11,577.9114075409651
2013-12,571.1540395780784
2014-01,531.9208298206565
2014-02,523.8894300979551
2014-03,514.0943561633087
2014-04,488.069490452811
2014-05,539.3158824799373
2014-06,556.7529393072108
2014-07,525.5714882133346
2014-08,531.1579681460436
2014-09,534.4463271229591
2014-10,523.9596233389572
2014-11,485.9017294973279
2014-12,409.05554445866454
2015-01,429.3041858468261
2015-02,498.905728968923
2015-03,511.30464313434305
2015-04,564.8194314850218
2015-05,542.7609896000888
2015-06,519.5426251205192
2015-07,503.16743182761644
2015-08,471.4659178985187
2015-09,452.74973106256874
2015-10,474.8015607972335
2015-11,485.1433474456751
2015-12,437.4876551596253
2016-01,429.3831949574444
2016-02,434.81420270916107
2016-03,479.54157946009923
2016-04,494.15020112143634
2016-05,477.10739440090435
2016-06,482.648169442088
2016-07,493.70001585607986
2016-08,505.37469387300746
2016-09,513.0971707315839
2016-10,534.7260380876838
2016-11,559.215676366279
2016-12,625.2827194434959
2017-01,622.7232047350767
2017-02,610.6056810619868
2017-03,617.1285055559764
2017-04,623.0704038573249
2017-05,583.0582532331155
2017-06,565.1563159287788
2017-07,575.987837189606
2017-08,613.9444769251459
2017-09,626.9617478144254
2017-10,636.1260296027502
2017-11,632.5783768377448
2017-12,648.513680228111
2018-01,694.7917258649566
2018-02,691.7911328617151
2018-03,659.1020705132966
2018-04,638.9577153966493
2018-05,642.2541482827654
2018-06,641.955740185308
2018-07,677.8693559313072
2018-08,650.5977301124364
2018-09,693.0228071045414
2018-10,669.8470967479215
2018-11,679.4830597582402
2018-12,658.1691243992284
2019-01,727.7597804222437
2019-02,716.665914208515
2019-03,728.01591722494
2019-04,751.1297172502707
2019-05,766.2620719166526
2019-06,809.0436874026789
2019-07,824.4123529273884
2019-08,787.4643457738032
2019-09,815.7796211257219
2019-10,862.1749684387909
2019-11,861.6621752775754
2019-12,909.1422226755545
2020-01,884.5342108367814
2020-02,765.9068742779947
2020-03,589.9272628127951
2020-04,654.9660360639825
2020-05,699.1998483746414
2020-06,686.152295367502
2020-07,675.5688503234168
2020-08,673.8031061746923
2020-09,631.4318462351115
2020-10,577.4824456496173
2020-11,688.1407777656412
2020-12,739.9038881289448
2021-01,730.1253104897478
2021-02,741.5277661542412
2021-03,790.3958285445748
2021-04,784.075013991995
2021-05,855.4685202455884
2021-06,901.7140329084338
2021-07,903.0194729826751
2021-08,946.5679070716598
2021-09,1001.8082129415764
2021-10,1044.4225907468426
2021-11,959.7613747798011
2021-12,944.536487471722
2022-01,894.8318738829491
2022-02,511.16012722752276
2022-03,209.27638531015342
2022-04,186.81460793765126
2022-05,184.68408227955814
2022-06,170.29555573047259
2022-07,175.19566642415097
2022-08,159.48104938241616
2022-09,141.9709912415904
2022-10,159.11080967900816
2022-11,177.97354070787034
2022-12,180.56714710018247
2023-01,191.962916883725
2023-02,193.53377145442388
2023-03,184.79769208551193
2023-04,203.7667949422879
2023-05,201.96623581343633
2023-06,221.36770527508932
2023-07,235.40470800740684
