Date,EM LATIN AMERICA WITH BRAZIL ADR
2003-05,1000.0
2003-06,1066.5379636254183
2003-07,1136.2556617271716
2003-08,1163.5377221095607
2003-09,1145.5839187408283
2003-10,1207.394094186359
2003-11,1191.8048390756926
2003-12,1193.1779781592863
2004-01,1274.963726603366
2004-02,1346.4706920872857
2004-03,1397.8466301412634
2004-04,1334.1982856806928
2004-05,1311.6644576710066
2004-06,1344.4795907903047
2004-07,1354.9778929674128
2004-08,1381.3308865574559
2004-09,1439.3985819596178
2004-10,1468.444726769613
2004-11,1500.8564001906725
2004-12,1564.575414592602
2005-01,1613.0081053664087
2005-02,1723.0602486511584
2005-03,1631.8789042922904
2005-04,1613.2835091654458
2005-05,1802.2785613543194
2005-06,1942.3923095063221
2005-07,2117.1483936246786
2005-08,2145.8848050213987
2005-09,2506.7223446922735
2005-10,2410.164961554008
2005-11,2635.296592837934
2005-12,2681.818220551052
2006-01,3051.0355110848286
2006-02,3084.172957741052
2006-03,2998.247289883875
2006-04,3097.740964871103
2006-05,2639.351136398211
2006-06,2743.4007103308963
2006-07,2843.2607918406275
2006-08,2854.0125601320024
2006-09,2918.1181719020788
2006-10,3131.8146028365236
2006-11,3186.668231860382
2006-12,3416.5365047791906
2007-01,3544.9241313107395
2007-02,3369.1982499766323
2007-03,3570.5927650362637
2007-04,3679.0306596538417
2007-05,4136.599352128857
2007-06,4202.646734621358
2007-07,4214.9773486307095
2007-08,4136.145916557365
2007-09,4464.318096271797
2007-10,4921.712784068005
2007-11,4568.687135011654
2007-12,4653.134939848087
2008-01,4414.989668271895
2008-02,4599.17950752673
2008-03,4290.963450858568
2008-04,4778.819245085384
2008-05,5170.055452787945
2008-06,4711.650213311073
2008-07,4332.74321294283
2008-08,4268.28129048933
2008-09,3724.462084527823
2008-10,2767.7832361245637
2008-11,2585.850539620828
2008-12,2487.4624966949236
2009-01,2644.0676848509083
2009-02,2519.7998371213766
2009-03,2650.323624503819
2009-04,3087.197940490066
2009-05,3496.7441855221236
2009-06,3444.0931747757027
2009-07,3697.7999989220802
2009-08,3699.132351030144
2009-09,4091.149881465418
2009-10,4123.153260860887
2009-11,4459.250384376697
2009-12,4730.041847946196
2010-01,4406.612638193351
2010-02,4699.168865408283
2010-03,5085.159695316615
2010-04,5127.218572340297
2010-05,5012.304230838785
2010-06,4902.73112647701
2010-07,5120.744872008837
2010-08,5123.957156306413
2010-09,5320.397251505147
2010-10,5397.829044616605
2010-11,5621.9471927739805
2010-12,5868.908453211233
2011-01,5520.216602743868
2011-02,5557.961534735398
2011-03,5573.187313648231
2011-04,5371.186681083165
2011-05,5388.9173984530435
2011-06,5319.8744758104895
2011-07,5215.8562685716815
2011-08,4903.94146963396
2011-09,4341.75472822565
2011-10,4862.670499694463
2011-11,4810.184743484161
2011-12,4923.929500313966
2012-01,5412.730301681182
2012-02,5510.246845671949
2012-03,5428.497978238154
2012-04,5271.432391167545
2012-05,4945.886288559735
2012-06,5045.317889736349
2012-07,5243.369694267458
2012-08,5071.051698748122
2012-09,5178.312551129998
2012-10,5111.6041331647175
2012-11,4999.201420782423
2012-12,5284.378215024796
2013-01,5294.798863729952
2013-02,5296.360002176712
2013-03,5443.535625323493
2013-04,5282.240883137034
2013-05,4983.277597781213
2013-06,4551.712709391064
2013-07,4434.618963628205
2013-08,4332.824195307395
2013-09,4551.393332807231
2013-10,4707.407093344719
2013-11,4538.211818037081
2013-12,4415.690755183277
2014-01,4054.081327248147
2014-02,4009.6534133278515
2014-03,4320.633975806195
2014-04,4441.650397491046
2014-05,4519.975863929374
2014-06,4652.265384402275
2014-07,4862.051716418745
2014-08,5277.24025222312
2014-09,4870.004554923607
2014-10,4818.25827817249
2014-11,4616.1769724034075
2014-12,4307.616881651663
2015-01,4295.507319614966
2015-02,4563.7806248682
2015-03,4417.440514900996
2015-04,4633.872481000171
2015-05,4451.156981905246
2015-06,4364.584595213758
2015-07,4071.500643559493
2015-08,3653.6428851830356
2015-09,3416.2287221756937
2015-10,3649.3391377870803
2015-11,3648.9931366071924
2015-12,3380.680423897445
2016-01,3258.5502507457286
2016-02,3332.4492006186133
2016-03,3753.9810477978513
2016-04,3963.615742247369
2016-05,3619.3715130776004
2016-06,3965.0120056928495
2016-07,4116.597935020034
2016-08,4195.302100743795
2016-09,4126.979635600694
2016-10,4632.021161854608
2016-11,4340.2329395062225
2016-12,4346.643099783705
2017-01,4592.216984448543
2017-02,4798.629174729544
2017-03,4883.147534922185
2017-04,4762.019169420002
2017-05,4526.846446916483
2017-06,4525.687094341536
2017-07,4706.449512109624
2017-08,4867.1613214884355
2017-09,4919.817606436485
2017-10,4831.542211323876
2017-11,4566.715485936501
2017-12,4789.45577982952
2018-01,5181.299300769824
2018-02,5125.842381601432
2018-03,5068.464766498262
2018-04,5151.10027367372
2018-05,4630.683911401181
2018-06,4524.098194166661
2018-07,4938.250988270171
2018-08,4626.007330073486
2018-09,4802.890280102583
2018-10,4900.342382765929
2018-11,4790.525500255876
2018-12,4685.87032944751
2019-01,5279.968363054593
2019-02,5134.443332599757
2019-03,5138.339538377572
2019-04,5200.517362229968
2019-05,4987.381656914555
2019-06,5190.851243640909
2019-07,5169.934248738291
2019-08,4785.417820011639
2019-09,4972.379981498736
2019-10,5035.437481226311
2019-11,4857.413441915447
