Date,EUROPE ex SWITZERLAND
1998-12,100.0
1999-01,102.96883627195915
1999-02,103.93558476984163
1999-03,107.135938499891
1999-04,113.01922896134532
1999-05,109.20724009188362
1999-06,112.73143479469294
1999-07,109.30650808122068
1999-08,112.045591372532
1999-09,110.23503893214328
1999-10,116.05704741619809
1999-11,124.89162789483112
1999-12,139.38057378221603
2000-01,133.17008233855876
2000-02,143.30982957260986
2000-03,147.02777171686225
2000-04,147.4709048270407
2000-05,142.94541030337456
2000-06,141.082150191762
2000-07,143.38183245600763
2000-08,147.86366215285796
2000-09,142.13794392379603
2000-10,146.66520576465095
2000-11,136.16632231357025
2000-12,134.66476475989163
2001-01,136.35223302206913
2001-02,125.46402832877007
2001-03,121.15916642514797
2001-04,130.0938954591793
2001-05,129.08514801393125
2001-06,124.4753283647312
2001-07,120.90598722885353
2001-08,113.15160478259116
2001-09,100.945805392055
2001-10,105.68559508163011
2001-11,110.8065987763743
2001-12,114.34596001458388
2002-01,112.1409336079596
2002-02,111.22652012187575
2002-03,116.16266096177247
2002-04,111.2297204016208
2002-05,106.55248276125685
2002-06,97.40782613568882
2002-07,87.32690135811592
2002-08,87.32066121842082
2002-09,74.53780274972401
2002-10,82.2117913767486
2002-11,86.11847787192403
2002-12,78.57473342427582
2003-01,73.05606648677441
2003-02,70.58508386015372
2003-03,68.62431356186929
2003-04,76.41534280815536
2003-05,77.3314360238858
2003-06,80.12328718638383
2003-07,83.24252382544567
2003-08,85.26525024757521
2003-09,81.80194084553047
2003-10,87.87785014477717
2003-11,88.74745854724958
2003-12,91.29466471980784
2004-01,93.63327228010063
2004-02,96.62571118969595
2004-03,94.61325190388779
2004-04,96.03926223451276
2004-05,96.03781436749117
2004-06,97.88042023299448
2004-07,96.28157620125437
2004-08,95.59436448605739
2004-09,97.45006088211755
2004-10,98.77123908382626
2004-11,101.4922596603273
2004-12,103.40783736358445
2005-01,105.98497204424771
2005-02,109.23412273404101
2005-03,108.77549649609865
2005-04,106.63267301362123
2005-05,112.08245952787843
2005-06,116.19637388172067
2005-07,119.82600118398904
2005-08,120.22424414006848
2005-09,125.4901508082844
2005-10,121.71375529169246
2005-11,125.5193443638739
2005-12,130.07284153225103
2006-01,134.692363220475
2006-02,137.53052512891838
2006-03,141.04121758294104
2006-04,142.38331343190544
2006-05,136.0887245143092
2006-06,137.29910743836734
2006-07,139.4391205516456
2006-08,143.51248923268668
2006-09,146.1623442640759
2006-10,151.57108803615387
2006-11,151.23832615213016
2006-12,157.1595988467619
2007-01,160.21689788216483
2007-02,157.33275934546583
2007-03,162.00800161698905
2007-04,168.28275748965723
2007-05,174.53420177451545
2007-06,174.40096366525967
2007-07,168.346406584538
2007-08,167.09860037017052
2007-09,168.49984053761767
2007-10,173.86062764608585
2007-11,165.32585372084674
2007-12,163.46439627834815
2008-01,143.77214722412404
2008-02,142.37533841953535
2008-03,136.84893088474251
2008-04,146.5159432051834
2008-05,147.94952304237503
2008-06,132.7252085619001
2008-07,129.8286102402995
2008-08,132.0259715657835
2008-09,116.6967046598278
2008-10,100.30336236995142
2008-11,93.74501651391579
2008-12,89.65806573018146
2009-01,86.67962923178517
2009-02,78.67871813646721
2009-03,80.37312073648674
2009-04,92.7000662890459
2009-05,97.88613752789169
2009-06,96.75990809465735
2009-07,105.72770681275831
2009-08,111.03477582976612
2009-09,114.22703738499872
2009-10,111.61462633406586
2009-11,113.09825324055271
2009-12,120.13285717331965
2010-01,116.27760017196674
2010-02,115.46889625601459
2010-03,124.17569988618025
2010-04,123.4778608346989
2010-05,117.57587944990021
2010-06,116.1389054383074
2010-07,123.01044759224547
2010-08,120.42341861609151
2010-09,125.33988552792127
2010-10,128.80254948731604
2010-11,126.40523214801036
2010-12,132.84347823566623
2011-01,135.94215218460803
2011-02,139.32858470741357
2011-03,134.66266516133842
2011-04,139.0162617054145
2011-05,138.0229214082626
2011-06,134.77964856842323
2011-07,130.79694674711195
2011-08,116.81633585147584
2011-09,111.71503213765865
2011-10,121.0969427725289
2011-11,120.06479140947258
2011-12,121.9948608096239
2012-01,127.0873353484746
2012-02,132.4731532295778
2012-03,131.81778222469194
2012-04,129.57734172821532
2012-05,121.63396830763092
2012-06,128.27855693092243
2012-07,133.48407357041228
2012-08,136.62052261764723
2012-09,137.8183041697835
2012-10,138.59245332684276
2012-11,141.4017674484775
2012-12,143.77291517567693
2013-01,147.24932832968884
2013-02,147.80089847462904
2013-03,149.789646546061
2013-04,152.46715446922013
2013-05,156.3996157187325
2013-06,147.72660753097946
2013-07,156.13183512943422
2013-08,155.24886075516412
2013-09,162.21601941355303
2013-10,168.88915682775803
2013-11,170.8236132512832
2013-12,172.9081397640254
2014-01,169.35608691360915
2014-02,177.55657354039732
2014-03,175.9151847997923
2014-04,179.65971878323114
2014-05,184.51199112741926
2014-06,183.90056248744511
2014-07,181.14018121182318
2014-08,184.28157225101276
2014-09,184.61338059076138
2014-10,180.67219819253
2014-11,186.23845149667778
