Date,G7 INDEX
1998-12,100.0
1999-01,106.32028167941077
1999-02,107.05358875801527
1999-03,113.91556492411412
1999-04,120.65658001060775
1999-05,118.21710442597792
1999-06,125.44645589089706
1999-07,120.14660374524641
1999-08,121.47654815624611
1999-09,119.3662207178351
1999-10,127.5370383549627
1999-11,136.49566185975794
1999-12,147.90754883251512
2000-01,143.31928939775088
2000-02,144.96052897603363
2000-03,157.1067275763053
2000-04,157.75477973618644
2000-05,150.96422516433304
2000-06,150.7805948413635
2000-07,151.6068464021188
2000-08,164.17948147447925
2000-09,156.66183122609084
2000-10,160.71980605930867
2000-11,145.8890761632232
2000-12,136.40032651668446
2001-01,140.7296684806001
2001-02,130.2604963018354
2001-03,127.33950161497565
2001-04,136.43302678219084
2001-05,141.42889365496615
2001-06,137.4050225168538
2001-07,131.0693457589433
2001-08,119.7173463938041
2001-09,109.23697943109704
2001-10,112.26922499210711
2001-11,119.61960364738188
2001-12,120.67816908473782
2002-01,121.36219125724097
2002-02,119.58261011928766
2002-03,123.69803307809032
2002-04,115.22692675103758
2002-05,111.1521057625775
2002-06,98.45711876876652
2002-07,91.37065095393278
2002-08,91.38961539449365
2002-09,80.73416294853813
2002-10,86.36649649206947
2002-11,90.61786876811767
2002-12,81.70275072784585
2003-01,77.40822240341326
2003-02,76.02386936273183
2003-03,74.85914284597835
2003-04,79.38794621589801
2003-05,79.66302478627766
2003-06,83.1098940741673
2003-07,86.44108773260928
2003-08,90.60489651560731
2003-09,85.76048949822481
2003-10,91.03793427168225
2003-11,89.42558299792817
2003-12,90.12599085087744
2004-01,92.83545635154437
2004-02,94.20731511400409
2004-03,94.93679574688134
2004-04,95.42458226186102
2004-05,94.59905600806685
2004-06,97.03485819972644
2004-07,94.8045102196905
2004-08,94.28837189257919
2004-09,93.6412153284311
2004-10,93.45283211505301
2004-11,93.75811259267034
2004-12,95.14801764428705
2005-01,96.94328063694326
2005-02,97.89674726268338
2005-03,98.32474073984018
2005-04,96.82123210164202
2005-05,103.28682327124368
2005-06,106.04932163707574
2005-07,109.33506060454935
2005-08,108.86806017500253
2005-09,113.74339180453993
2005-10,111.88275245162255
2005-11,117.63676156146506
2005-12,119.9910632230736
2006-01,121.46196596315536
2006-02,123.42237318529638
2006-03,124.0880483597199
2006-04,122.3021923151021
2006-05,116.16441996156296
2006-06,116.70700586063933
2006-07,117.48177776850919
2006-08,120.04963298718228
2006-09,122.7145897725446
2006-10,126.05588600429252
2006-11,124.0597627306164
2006-12,126.87983930189064
2007-01,130.25102287755507
2007-02,127.46985306221627
2007-03,128.27484353546137
2007-04,130.26506474185433
2007-05,136.2650133920084
2007-06,134.6795011634032
2007-07,129.45936989001225
2007-08,130.34168566587968
2007-09,130.1026927323674
2007-10,131.34204880582536
2007-11,124.18295284146438
2007-12,123.3688677744344
2008-01,113.09643322815124
2008-02,109.01327134948629
2008-03,103.30000360918297
2008-04,110.93201227446177
2008-05,113.14758527397458
2008-06,103.06292145371759
2008-07,101.7342572988968
2008-08,106.91261539680335
2008-09,99.67751715357065
2008-10,90.22949418433198
2008-11,84.42821622025674
2008-12,79.01325285216876
2009-01,78.48530948996098
2009-02,70.98881312944985
2009-03,72.81437850366677
2009-04,80.88842046095017
2009-05,82.28406158819965
2009-06,82.55220143283809
2009-07,88.14658879078334
2009-08,90.4855613399304
2009-09,91.95680633199152
2009-10,89.19318416343249
2009-11,91.64286023654506
2009-12,97.81955100499053
2010-01,97.09923999753727
2010-02,100.61168442501646
2010-03,107.73504249704203
2010-04,110.06214980826806
2010-05,108.81224131450634
2010-06,104.54960453954746
2010-07,105.85197901472381
2010-08,104.23481881772646
2010-09,105.73035144838643
2010-10,107.94752727560574
2010-11,113.73296519423668
2010-12,118.17941977942849
2011-01,118.41461808433348
2011-02,122.07961563803336
2011-03,117.23754549996045
2011-04,116.44823588500877
2011-05,117.95991349949614
2011-06,115.46340358968652
2011-07,114.54065864294847
2011-08,106.39352166833007
2011-09,105.2534880940646
2011-10,111.42510632987
2011-11,113.5093223430992
2011-12,117.7901720933876
2012-01,122.55861865083459
2012-02,125.70530423991596
2012-03,128.5246190861788
2012-04,127.98550224150108
2012-05,126.1698561542255
2012-06,128.73658771593682
2012-07,133.86709658277496
2012-08,134.2110040595653
2012-09,134.9928212288487
2012-10,132.61315644085946
2012-11,133.58448281975808
2012-12,134.1963730513017
2013-01,136.6369909342124
2013-02,142.18319755620877
2013-03,148.93354491693333
2013-04,149.41615887079587
2013-05,153.45901205340473
2013-06,149.92188385726692
2013-07,154.38315825016227
2013-08,151.90608370988494
2013-09,154.81995565751154
2013-10,160.19707162678674
2013-11,163.49439478079478
2013-12,165.3985694443782
2014-01,162.8006796644893
2014-02,166.44010005154948
2014-03,166.88015333912935
2014-04,167.47731023371216
2014-05,173.8428656128205
2014-06,176.9487636692624
2014-07,178.12380528055036
2014-08,185.49012779292116
2014-09,188.99305647748199
2014-10,191.97521097726263
2014-11,197.34430093331045
2014-12,200.9579128518526
2015-01,211.0415029346806
2015-02,225.0238365733367
2015-03,231.26424034968846
2015-04,226.42832882477495
2015-05,232.93485793995643
2015-06,224.32018133063517
2015-07,230.20199442681826
2015-08,212.75305190056108
2015-09,206.05598769607494
2015-10,225.39964320360275
2015-11,235.02902219757289
2015-12,223.9463103449455
2016-01,211.84354974340346
2016-02,209.80604247404688
2016-03,213.45022570918104
2016-04,215.58276589376112
2016-05,223.83133414749358
2016-06,222.28671703498412
2016-07,230.04587051126362
2016-08,231.51507700028696
2016-09,230.4359670753417
2016-10,232.26992047206073
2016-11,245.0512144345122
2016-12,252.31034567994658
2017-01,251.64263335738818
2017-02,263.49504095425016
2017-03,263.6988002611657
2017-04,262.3701632471245
2017-05,259.35871015437056
2017-06,256.79883521558264
2017-07,253.99056769311946
2017-08,252.49448453236698
2017-09,260.2278232801323
2017-10,269.8433942370971
2017-11,270.20009269310225
2017-12,271.8277241242168
2018-01,276.02825297823364
2018-02,270.6080095935663
2018-03,262.78379876628634
2018-04,270.6301443964381
2018-05,283.33883715126154
2018-06,283.3251278801883
2018-07,291.3635789534026
2018-08,297.8963813159098
2018-09,300.66895068887027
2018-10,285.74567354983526
2018-11,289.32301551395494
2018-12,263.4803552959694
2019-01,283.4103486212167
2019-02,294.10308422046444
2019-03,302.494274042675
2019-04,314.3694185173923
2019-05,297.3002323158253
2019-06,310.26511883986944
2019-07,319.71376664751926
2019-08,317.20048150032557
2019-09,327.5743680080236
2019-10,328.358857912692
2019-11,342.52657837665464
2019-12,346.3690912119443
2020-01,349.08552237811887
2020-02,322.291472891101
2020-03,280.29405616503794
2020-04,312.75012125984927
2020-05,323.64401108362904
2020-06,328.2075818473572
2020-07,326.91496723337394
2020-08,346.12299689624075
2020-09,340.86759068213905
2020-10,332.80749401461316
2020-11,365.1126360705605
2020-12,371.8823074911018
2021-01,370.6388005717224
2021-02,381.2402012346756
2021-03,407.5567796659587
2021-04,416.5723404847068
2021-05,415.2276495733251
2021-06,435.82251963567353
2021-07,443.79200274468053
2021-08,457.4415970297725
2021-09,447.58259884844813
2021-10,474.19964711558436
2021-11,478.8908133166362
