Date,NORDIC COUNTRIES
1998-12,100.0
1999-01,109.59223798235463
1999-02,107.98947772542921
1999-03,115.71874928648593
1999-04,122.83601869863769
1999-05,120.2036378245311
1999-06,133.11446103851472
1999-07,132.95744902907097
1999-08,133.37408709423332
1999-09,135.43669657609416
1999-10,153.07613634049008
1999-11,180.63736876815543
1999-12,219.95312849605338
2000-01,223.72146716105402
2000-02,257.6745372727982
2000-03,259.2562654148183
2000-04,271.28969114074806
2000-05,253.02269148093595
2000-06,242.17292072826845
2000-07,234.3797558159688
2000-08,243.00695599702826
2000-09,221.62864504076694
2000-10,221.8003660839539
2000-11,206.22208481599793
2000-12,200.3373855806329
2001-01,197.49151845669948
2001-02,160.4771792243189
2001-03,147.82716522242586
2001-04,174.82922052443715
2001-05,170.9283272382899
2001-06,154.53390111386034
2001-07,149.7100167362647
2001-08,128.9021873066252
2001-09,115.33100885652975
2001-10,129.85884446583148
2001-11,143.382634783155
2001-12,150.67955570577178
2002-01,143.32193646598682
2002-02,142.14729836804435
2002-03,145.64742665718387
2002-04,126.50063390959376
2002-05,119.45179701849703
2002-06,112.2618806686861
2002-07,97.4843063683447
2002-08,99.00191351062419
2002-09,87.13624459087485
2002-10,100.23065697746596
2002-11,111.67991726181069
2002-12,95.35340774553468
2003-01,88.04166657914665
2003-02,84.91213772516556
2003-03,85.28647013120981
2003-04,99.2819336411572
2003-05,99.40300396544298
2003-06,99.90734977747577
2003-07,103.79012549763493
2003-08,110.99765467687197
2003-09,105.09736763340253
2003-10,115.05718820571178
2003-11,115.69262355709184
2003-12,114.76316042352185
2004-01,124.1636025385813
2004-02,131.75672038937014
2004-03,129.85207548264194
2004-04,122.86969861561239
2004-05,122.0008828036873
2004-06,127.17955904679101
2004-07,120.78426228461862
2004-08,121.54750408534579
2004-09,129.43745596587812
2004-10,130.34036857499623
2004-11,138.378271515095
2004-12,136.79305317904164
2005-01,137.12174173333443
2005-02,144.73356288562192
2005-03,144.02684804796147
2005-04,142.85296758249274
2005-05,154.56475287312378
2005-06,159.50598873659465
2005-07,164.9747842542068
2005-08,166.354231552961
2005-09,176.021632952363
2005-10,168.29622002880666
2005-11,173.37641452265757
2005-12,183.91787992242612
2006-01,188.7101157248007
2006-02,193.9967727726502
2006-03,209.14491322402876
2006-04,213.48837645222127
2006-05,197.31926532126275
2006-06,195.45565454829136
2006-07,194.76568000085197
2006-08,200.9339811299725
2006-09,204.10821279065848
2006-10,214.22210483100514
2006-11,216.64611894533942
2006-12,230.99918208643422
2007-01,240.41258424955186
2007-02,232.99338899136686
2007-03,244.59493375794358
2007-04,261.41265226149415
2007-05,270.08996060164213
2007-06,269.1051772173614
2007-07,267.4376416532768
2007-08,265.38833136410074
2007-09,277.74332019132606
2007-10,276.5663155337451
2007-11,258.19113669623687
2007-12,254.63790393424298
2008-01,221.0538533579263
2008-02,231.1471233529051
2008-03,220.56902537460007
2008-04,232.82191175167944
2008-05,241.59775264196318
2008-06,210.84323403625814
2008-07,207.85747813952102
2008-08,209.58290248502317
2008-09,170.24701596779627
2008-10,141.0528885324357
2008-11,130.6751691376204
2008-12,125.84476982819552
2009-01,123.78036624470532
2009-02,113.2648937431614
2009-03,118.03976435120451
2009-04,145.64014861002738
2009-05,151.4560061336533
2009-06,149.26890551608477
2009-07,163.4927766404244
2009-08,171.45528730540127
2009-09,173.54238600137228
2009-10,172.53292064245557
2009-11,173.25207476820225
2009-12,181.09912335716248
2010-01,184.5134924243965
2010-02,187.71864685013853
2010-03,205.3622832008776
2010-04,212.93568446217262
2010-05,199.56066677983154
2010-06,199.61543032988462
2010-07,210.7975008894659
2010-08,204.83808735060302
2010-09,222.82065495518958
2010-10,223.37871568218154
2010-11,225.77921485010427
2010-12,244.10887824623896
2011-01,245.2958669701266
2011-02,244.81755423560128
2011-03,244.08886207790525
2011-04,251.58972226052097
2011-05,248.01804202175308
2011-06,234.0263179588298
2011-07,224.77699716478796
2011-08,202.29380739208395
2011-09,188.7566333038732
2011-10,207.7045760734956
2011-11,206.7503020714386
2011-12,209.11393901347805
2012-01,218.54783793368827
2012-02,238.96011534944645
2012-03,236.0380782630273
2012-04,233.72958705433714
2012-05,215.09571110504373
2012-06,225.82945307393175
2012-07,244.541880309782
2012-08,244.73700758685374
2012-09,247.80519844052566
2012-10,242.9671586361351
2012-11,248.7557085726854
2012-12,254.03840797185387
2013-01,267.2793444018774
2013-02,275.35808184959785
2013-03,277.59524218698544
2013-04,279.6763732608602
2013-05,280.78927682737947
2013-06,262.9369151969061
2013-07,281.8554159135718
2013-08,279.5675730915079
2013-09,291.8471646589589
2013-10,297.22160382189674
2013-11,301.5950906091327
2013-12,307.37201553319017
2014-01,303.2834591957977
2014-02,323.7690945715599
2014-03,322.88031583460725
2014-04,325.9311758748562
2014-05,335.53038943308064
2014-06,334.4635625471958
2014-07,332.8841602136021
2014-08,337.83852229432404
2014-09,343.92618633313015
2014-10,337.3323929028281
2014-11,340.77442804994035
2014-12,333.3881386258915
2015-01,364.086664766818
2015-02,391.37294667705083
2015-03,404.1304725016098
2015-04,401.5015479639822
2015-05,406.51226334825697
2015-06,387.3766184214704
2015-07,400.23970340741204
2015-08,368.50601201092445
2015-09,356.30921425633557
2015-10,376.16606826280594
2015-11,396.5790778768425
2015-12,382.5325729468639
2016-01,360.7426321150137
2016-02,355.51599056933475
2016-03,361.7459392137825
2016-04,368.42671201761044
2016-05,375.9773051484835
2016-06,363.3431013474643
2016-07,374.41083454512676
