Date,NORDIC COUNTRIES
2016-08,371.13426958094965
2016-09,370.36749860690685
2016-10,359.8631826319941
2016-11,362.82414688863014
2016-12,381.8589086918066
2017-01,389.3186777586453
2017-02,396.22711336317394
2017-03,405.8817942097144
2017-04,420.3247701299969
2017-05,427.2741318604679
2017-06,423.0130804068616
2017-07,422.1013931583509
2017-08,426.8408884414679
2017-09,437.19366162441287
2017-10,443.94031172675614
2017-11,424.6961236803243
2017-12,425.28732579189494
2018-01,431.75168809753666
2018-02,427.96056458855423
2018-03,417.0526363314012
2018-04,425.0182078896301
2018-05,431.5557677966924
2018-06,427.6361735538308
2018-07,444.7454411283695
2018-08,446.5807743958997
2018-09,451.6659676543552
2018-10,418.76288780460294
2018-11,414.155875013594
2018-12,397.050414623048
2019-01,417.7207896189839
2019-02,432.9876943401211
2019-03,442.2420086733583
2019-04,455.3106497284118
2019-05,429.1803577896622
2019-06,450.5632018026923
2019-07,445.8384392968704
2019-08,441.5045464109333
2019-09,456.44401348985315
2019-10,464.28828977865504
2019-11,474.9842198463534
2019-12,490.3764995574715
2020-01,491.1605469152566
2020-02,461.33349223795227
2020-03,410.914165839915
2020-04,447.53695761750345
2020-05,474.1348919653111
2020-06,480.44001913492207
2020-07,498.10205308149756
2020-08,519.896158506661
2020-09,524.4562515863116
2020-10,503.8994047888956
2020-11,561.37500454625
2020-12,573.7482624559822
2021-01,577.9644324059002
2021-02,586.5064936206869
2021-03,626.9277826844451
2021-04,645.4217485890351
2021-05,660.7881668998151
2021-06,676.9256170372981
2021-07,707.1742031277514
2021-08,716.9135633597665
2021-09,691.8980183132225
2021-10,730.0322172633876
2021-11,705.2912947343001
2021-12,742.6584827538134
2022-01,683.6766303547987
2022-02,655.8008102691252
2022-03,685.3032590980473
2022-04,683.293592054058
2022-05,666.2055643721815
2022-06,612.3877572119573
2022-07,682.1904451164171
2022-08,640.6993355265339
2022-09,585.3675654053178
2022-10,626.5712713203249
2022-11,667.8755014766161
2022-12,658.2637256908923
2023-01,670.5945385975583
2023-02,697.7958747629407
2023-03,699.6587807545652
2023-04,713.2929220457095
2023-05,689.2742412515053
2023-06,692.8450598264479
2023-07,697.0383085682543
