Date,ACWI + FRONTIER MARKETS (ACWI FM)
2002-05,795.6457608343741
2002-06,706.5998365129559
2002-07,653.2821035673514
2002-08,655.9061024734593
2002-09,581.3681548238086
2002-10,622.2044032184726
2002-11,652.1380752903993
2002-12,589.2362598402324
2003-01,558.6902239422408
2003-02,547.0042903683999
2003-03,538.8135467533374
2003-04,572.5470769898677
2003-05,574.935431343342
2003-06,599.8354336203225
2003-07,624.6729830047759
2003-08,655.0961563773228
2003-09,621.2628795839021
2003-10,659.3387771460465
2003-11,649.0428457856401
2003-12,654.9397019334518
2004-01,676.7506782536088
2004-02,689.6124454180231
2004-03,693.5838582749285
2004-04,694.6488732013136
2004-05,688.1059705362477
2004-06,704.1750073484724
2004-07,689.2056359971484
2004-08,687.003368702353
2004-09,686.1266190042085
2004-10,686.2475635881375
2004-11,691.8181717971022
2004-12,702.7825897012424
2005-01,716.9520862445271
2005-02,728.6655766114161
2005-03,728.5751913045717
2005-04,718.3093773719739
2005-05,765.9922688461656
2005-06,790.0274096171185
2005-07,816.5813907373898
2005-08,813.1995903652124
2005-09,854.4711950390343
2005-10,838.5477987009798
2005-11,882.2752834578552
2005-12,902.9984411354044
2006-01,919.367128301424
2006-02,935.0219570960161
2006-03,940.2374932190346
2006-04,933.0521543300142
2006-05,880.9445720922263
2006-06,885.721098358544
2006-07,894.972607454711
2006-08,915.7963588221154
2006-09,936.2670445516636
2006-10,963.6696569131257
2006-11,953.5238392301161
2006-12,980.3204614649937
2007-01,1004.3897897372658
2007-02,982.66044118284
2007-03,994.5829627337951
2007-04,1013.4775726961936
2007-05,1059.8254023236639
2007-06,1053.3916762121526
2007-07,1024.092307532576
2007-08,1025.8569867391238
2007-09,1036.794464537807
2007-10,1059.2572929107978
2007-11,1000.0
2007-12,993.2110938706392
2008-01,900.83003383275
2008-02,881.8355342465809
2008-03,832.1373362841321
2008-04,894.8540624160968
2008-05,912.3220675412218
2008-06,826.6496736378608
2008-07,813.3265849216707
2008-08,843.4001469405285
2008-09,773.807764149658
2008-10,687.2665561730183
2008-11,641.886525924416
2008-12,607.0241171526413
2009-01,602.0788254771822
2009-02,548.4797374465371
2009-03,568.1709492794348
2009-04,636.9863880124437
2009-05,656.6690762011929
2009-06,659.3284233367109
2009-07,709.7100127832008
2009-08,726.5981425555744
2009-09,746.2440000949771
2009-10,727.9607366478014
2009-11,744.7757233845919
2009-12,795.6033451821867
2010-01,785.995217421448
2010-02,811.1894495181564
2010-03,871.2321068648969
2010-04,888.5452106533255
2010-05,872.4222154196887
2010-06,847.4299226829771
2010-07,861.7585921271638
2010-08,852.9790533531399
2010-09,870.2614368155874
2010-10,885.878565999959
2010-11,925.268196062636
2010-12,963.7204643469026
2011-01,957.9648165336691
2011-02,978.5588230403138
2011-03,951.9237717705961
2011-04,948.3427480864684
2011-05,958.4937673128194
2011-06,935.8142272233068
2011-07,929.0816927773425
2011-08,859.9965425283154
2011-09,836.2470886916949
2011-10,890.5224846760887
2011-11,895.5442965702885
2011-12,927.0658721747895
2012-01,972.86953511203
2012-02,1000.3209427314798
2012-03,1012.058266024119
2012-04,1007.312342898834
2012-05,982.698706113143
2012-06,1005.022926459051
2012-07,1050.1318145315383
2012-08,1048.8293791578285
2012-09,1060.4656815680414
2012-10,1046.106668694708
2012-11,1056.0896178498624
2012-12,1065.9261919493354
2013-01,1083.3991711582964
2013-02,1125.2061646152918
2013-03,1167.0244420552644
2013-04,1169.933086532595
2013-05,1188.1181480515595
2013-06,1150.334219784065
2013-07,1180.3627945208598
2013-08,1164.367859823577
2013-09,1193.1633712791943
2013-10,1235.9741119358648
2013-11,1252.1285926111786
2013-12,1259.0174830807136
2014-01,1235.5377270803058
2014-02,1265.1856327720168
