Date,ZHONG HUA
2006-09,187.86683861399408
2006-10,194.57951981668637
2006-11,203.14726716659104
2006-12,226.1295287933923
2007-01,225.66369719795728
2007-02,217.26429526660323
2007-03,221.6586548714802
2007-04,222.92646580466464
2007-05,237.51828555415725
2007-06,253.94229718420326
2007-07,273.1425770527466
2007-08,286.8853517960694
2007-09,325.217458208214
2007-10,366.40640126736594
2007-11,324.4935829600504
2007-12,316.70662246836974
2008-01,256.74341176367943
2008-02,264.46681611899385
2008-03,228.0917381300474
2008-04,261.8809789573034
2008-05,253.5227719410062
2008-06,220.9954517900472
2008-07,225.2761589873923
2008-08,221.58838246063684
2008-09,187.39513421536915
2008-10,161.52243814984482
2008-11,165.73392552897533
2008-12,163.70377488128543
2009-01,167.94761623777487
2009-02,163.09570094217472
2009-03,172.80006069442757
2009-04,195.48258128655507
2009-05,215.23290036974208
2009-06,222.2729719897097
2009-07,245.66886175670132
2009-08,225.60471884723307
2009-09,234.22524044174946
2009-10,244.33305851403
2009-11,243.35165615593283
2009-12,257.0131614610938
2010-01,243.96516991538874
2010-02,255.18424854690622
2010-03,271.39789942599907
2010-04,273.56694991534
2010-05,279.7169686887512
2010-06,285.1805956210943
2010-07,280.93883369159283
2010-08,283.1758393497965
2010-09,291.38360450507884
2010-10,295.8954682592525
2010-11,312.5798267158689
2010-12,302.44245275758544
2011-01,296.4948626862917
2011-02,287.56907335230903
2011-03,291.15888461455194
2011-04,283.771220369646
2011-05,294.09464267462647
2011-06,280.7046022526903
2011-07,283.3976243624856
2011-08,259.3851031422429
2011-09,231.92832798063344
2011-10,255.02459155494063
2011-11,242.9155114491442
2011-12,257.72661347169833
2012-01,282.1445720237021
2012-02,295.88186115786027
2012-03,278.904832174786
2012-04,288.13614897040713
2012-05,276.8213626787525
2012-06,277.6344378378003
2012-07,292.11150605291573
2012-08,280.1082128541671
2012-09,293.7357977280729
2012-10,304.0903280827163
2012-11,309.9784544881435
2012-12,316.49670920376786
2013-01,321.8069781163919
2013-02,324.62891509347736
2013-03,318.697717094421
2013-04,315.48456979235186
2013-05,317.25381538958635
2013-06,296.32546819093585
2013-07,301.9618717719352
2013-08,307.53242087428544
2013-09,316.0656963511177
2013-10,322.13721130419236
2013-11,333.2059971589881
2013-12,321.7818980213572
2014-01,307.9763673755351
2014-02,310.69818029491296
2014-03,305.539554976549
2014-04,301.7880336633166
2014-05,321.1765476644922
2014-06,327.7884522365528
2014-07,360.45974703904363
2014-08,365.534808251525
2014-09,355.70946894835504
2014-10,377.0606623529305
2014-11,383.7805607828222
2014-12,393.0555191616437
2015-01,435.38297413054346
2015-02,446.94788754812936
2015-03,475.82101141123644
2015-04,521.3726816101304
2015-05,518.2318969203938
2015-06,486.0323976940339
2015-07,450.77552520714806
2015-08,390.8874590863559
2015-09,384.60843947070924
2015-10,423.3100401636977
2015-11,428.1557720693682
2015-12,413.3846952441558
2016-01,366.3985438870963
2016-02,358.3024997031995
2016-03,380.00738367099973
2016-04,378.68267104136095
2016-05,386.55879904865714
2016-06,391.74186916627554
2016-07,406.55336825812174
2016-08,430.6992424254629
2016-09,439.03801118490213
2016-10,442.38732566872943
2016-11,451.1203878750403
2016-12,432.2234173109575
2017-01,451.56335967959325
2017-02,473.5779614426867
2017-03,481.92038772398234
2017-04,486.5088976260666
2017-05,493.4591042592671
2017-06,495.75783595904284
2017-07,515.7328338075863
2017-08,529.7903726770737
2017-09,536.4870639968954
2017-10,561.1571426177773
2017-11,559.2243725335849
2017-12,567.0257799866687
2018-01,604.1049197511468
2018-02,582.1795658002936
2018-03,559.271103643499
2018-04,573.7805696401559
2018-05,603.0665149671487
2018-06,572.0408055172364
2018-07,562.3455298909404
2018-08,546.1518669022231
2018-09,540.9892109519907
2018-10,491.4576334486078
2018-11,527.8843867766481
2018-12,498.812297442431
2019-01,547.7996699597991
2019-02,574.3010021894725
2019-03,595.0113640475913
2019-04,607.8667522854618
2019-05,541.0211520809664
2019-06,570.8606597170277
2019-07,576.9354146399197
2019-08,553.3009982634482
2019-09,558.00836910325
2019-10,568.1432487908459
2019-11,580.9538674581495
2019-12,613.2084537148809
2020-01,591.708371264286
2020-02,599.9858763260947
2020-03,554.5966811033458
2020-04,591.63236720938
2020-05,571.515839001302
2020-06,618.9467123593894
2020-07,634.1354830721556
2020-08,664.6473020630825
2020-09,656.9380895860362
2020-10,690.1364897690103
2020-11,698.4296228607034
2020-12,703.9378348186024
2021-01,755.6092593134301
2021-02,754.517690241227
2021-03,737.8324510575659
2021-04,732.2576073449964
2021-05,727.2882926409987
2021-06,748.6093091212465
2021-07,657.2369615131565
2021-08,659.5257185329613
2021-09,636.9300490015673
2021-10,656.1653323161638
2021-11,635.0265405662151
2021-12,612.2795450005359
2022-01,606.6798544939871
2022-02,582.9674880325013
2022-03,549.1329939733328
2022-04,554.6058753575219
2022-05,554.2164777733975
2022-06,600.3174012375742
2022-07,563.3177681126816
2022-08,568.7959457362432
2022-09,502.6084073784324
2022-10,418.39092762985325
2022-11,517.1991961947231
2022-12,527.4328835033091
2023-01,572.1504345863161
2023-02,528.3051800333263
2023-03,536.1216195588502
2023-04,505.3342129721971
2023-05,478.9831712242288
2023-06,486.39607699230436
2023-07,527.1986472767803
