Date,ZHONG HUA
1998-12,100.00000000000001
1999-01,96.17325998230369
1999-02,100.35715305981901
1999-03,115.4431859966858
1999-04,144.1571940952993
1999-05,134.81946884260202
1999-06,150.67726372046764
1999-07,140.0577888332846
1999-08,143.13942423579974
1999-09,136.29520243139277
1999-10,144.77063323181855
1999-11,170.12869503476293
1999-12,185.35846999133173
2000-01,175.60376056762087
2000-02,188.03714142882626
2000-03,194.26369228375194
2000-04,185.52020086693227
2000-05,161.95178701330107
2000-06,171.26496673208294
2000-07,184.8431064214289
2000-08,191.7707107996408
2000-09,175.37132402005747
2000-10,171.3056619586234
2000-11,156.20979634684514
2000-12,155.74039661264976
2001-01,166.4764211368744
2001-02,161.31838810663348
2001-03,147.63216582250416
2001-04,150.92406265760076
2001-05,157.72090867888582
2001-06,153.26013013294286
2001-07,142.13210563960365
2001-08,122.09640173799045
2001-09,106.4138402333813
2001-10,111.07441449116133
2001-11,125.45972240698546
2001-12,130.99119418406502
2002-01,130.43430292214546
2002-02,126.23943791820214
2002-03,132.62642552780923
2002-04,135.26698384270955
2002-05,126.94278185103917
2002-06,113.7054079521732
2002-07,109.74033246632322
2002-08,105.25833259536462
2002-09,96.75615546123386
2002-10,99.20568667266504
2002-11,104.36112615842791
2002-12,92.5447502848873
2003-01,92.08480001828217
2003-02,90.25517663874653
2003-03,84.88933228257454
2003-04,82.95381944940563
2003-05,86.4313921454016
2003-06,91.09140345421447
2003-07,99.89704308682681
2003-08,113.14249490198463
2003-09,111.0422197608919
2003-10,119.65167316505786
2003-11,115.98496662897715
2003-12,117.32849230341101
2004-01,126.08340611400438
2004-02,131.459856448023
2004-03,123.79578771898845
2004-04,116.99984244758228
2004-05,117.82753594338243
2004-06,117.97597402544011
2004-07,120.38820969845297
2004-08,124.69264442579582
2004-09,126.65061098252279
2004-10,122.25719595339027
2004-11,128.08725476195488
2004-12,126.23304288178144
2005-01,127.10677635945936
2005-02,130.86478303323855
2005-03,128.29540298977477
2005-04,132.76660187401302
2005-05,139.4327615962648
2005-06,147.58623117671468
2005-07,156.41542334275053
2005-08,153.83343569482707
2005-09,163.58566265415345
2005-10,151.72201532732507
2005-11,161.11475995179993
2005-12,164.1305936359352
2006-01,174.0094431757538
2006-02,179.90128532596844
2006-03,181.1689679692438
2006-04,183.52057161111097
2006-05,170.2219422265252
2006-06,173.06806835151983
2006-07,177.19339789025162
2006-08,181.72967158798926
