Date,ACWI ex NETHERLANDS
2015-12,2349.4832702313906
2016-01,2216.2483090709557
2016-02,2193.3125313188957
2016-03,2247.62395585306
2016-04,2270.8739480896065
2016-05,2341.02185363491
2016-06,2334.3895172019147
2016-07,2419.6763743871957
2016-08,2438.1190805706337
2016-09,2432.037783562566
2016-10,2451.730885740266
2016-11,2555.2247684280032
2016-12,2625.9941784741086
2017-01,2633.8539069270573
2017-02,2754.8130378205483
2017-03,2770.9402699117154
2017-04,2764.4182104408746
2017-05,2737.5971474184375
2017-06,2713.1182942049472
2017-07,2697.6951332614426
2017-08,2686.9471989846015
2017-09,2755.2455764620145
2017-10,2855.17511866386
2017-11,2845.7657016158632
2017-12,2872.5598403881086
2018-01,2925.4753281918875
2018-02,2864.0602463775285
2018-03,2780.5038451630962
2018-04,2858.7503734333936
2018-05,2966.3767246364946
2018-06,2950.6596808721774
2018-07,3033.746876595996
2018-08,3077.1411053032625
2018-09,3098.4462649821903
2018-10,2939.0187819441303
2018-11,2985.106582254981
2018-12,2749.314623832158
2019-01,2956.325307847022
2019-02,3059.433365164566
2019-03,3143.6311363026193
2019-04,3256.828319019758
2019-05,3083.880143373423
2019-06,3216.6919366440643
2019-07,3300.6487068985293
2019-08,3258.932877901306
2019-09,3362.5545632645685
2019-10,3377.241602745555
2019-11,3502.152715174847
2019-12,3562.5681676468753
2020-01,3570.3889274985418
2020-02,3312.4919527629095
2020-03,2869.5557944130965
2020-04,3184.7916117338427
2020-05,3273.189041865555
2020-06,3345.2569570110795
2020-07,3347.0548700480413
2020-08,3514.535014473594
2020-09,3469.3034274219053
2020-10,3408.476968244357
2020-11,3728.8406341683462
2020-12,3815.467145211185
2021-01,3824.928728982299
2021-02,3917.6092860391786
2021-03,4155.342569238896
2021-04,4235.633896756472
2021-05,4237.121204509713
2021-06,4428.273626591377
2021-07,4458.520112044322
2021-08,4589.864571534278
2021-09,4485.987979258754
2021-10,4722.127312715821
2021-11,4741.604173358251
2021-12,4883.077931139662
2022-01,4715.357900036406
2022-02,4587.257551563076
2022-03,4735.787965238331
2022-04,4598.015613909646
2022-05,4536.2788049336405
2022-06,4259.340379962128
2022-07,4672.101168033071
2022-08,4568.2499092643075
2022-09,4242.331923024235
2022-10,4459.90640981976
2022-11,4611.004237330249
2022-12,4274.638490909727
2023-01,4499.352821127638
2023-02,4477.4861825228
2023-03,4507.371620175969
2023-04,4503.001642531493
2023-05,4615.469239104756
2023-06,4774.60422839082
2023-07,4899.458108977005
