Date,ACWI ex EMU
1998-12,100.0
1999-01,106.12180929081329
1999-02,107.56245264091764
1999-03,115.26328850308765
1999-04,123.0718386710018
1999-05,120.66664997946692
1999-06,128.6327128973842
1999-07,123.40972342366017
1999-08,124.33387218325458
1999-09,121.84278505094852
1999-10,129.9166189118499
1999-11,139.68368073493474
1999-12,150.50710350313435
2000-01,146.10245299529282
2000-02,146.24247182859432
2000-03,159.04049903441143
2000-04,159.64641388290514
2000-05,152.00760930738795
2000-06,152.2003503399395
2000-07,152.8283871046827
2000-08,166.02482327424312
2000-09,157.91378877360685
2000-10,160.96580010281684
2000-11,146.24474099156657
2000-12,136.45553575978855
2001-01,141.81539344818682
2001-02,131.77947147908444
2001-03,128.08562420505476
2001-04,136.79173064345213
2001-05,142.98287704819197
2001-06,138.9745184777193
2001-07,131.8336144595829
2001-08,120.93878725145248
2001-09,110.41667628385791
2001-10,113.54088771781828
2001-11,121.49833186816663
2001-12,122.93303957609278
2002-01,124.27968182208706
2002-02,122.73901147979903
2002-03,126.91302525340623
2002-04,118.63616322459352
2002-05,114.6361830398862
2002-06,101.27988540412578
2002-07,94.40737822548931
2002-08,94.53123996977246
2002-09,84.34974685741395
2002-10,89.7278586780016
2002-11,94.06961688170732
2002-12,84.9143708239894
2003-01,80.62657854343502
2003-02,79.18065366383125
2003-03,78.2110403840733
2003-04,82.50160017715902
2003-05,82.68086271319402
2003-06,86.36280888461664
2003-07,90.02497007986594
2003-08,94.8043591921113
2003-09,89.9975253645123
2003-10,95.44365271196546
2003-11,93.47499821711327
2003-12,94.11325529878897
2004-01,97.18804804970377
2004-02,98.95529680647081
2004-03,100.06019617642666
2004-04,100.05451407769566
2004-05,98.93181651931948
2004-06,101.23443195339553
2004-07,99.1596244747087
2004-08,99.00224989468263
2004-09,98.56861949250879
2004-10,98.20998272969516
2004-11,98.85379946324106
2004-12,100.22262346594599
2005-01,102.32080146286614
2005-02,103.8082996560913
2005-03,103.77153597185335
2005-04,102.52986814274608
2005-05,109.38385165346826
2005-06,112.61628779474897
2005-07,116.2361770249859
2005-08,115.80539385511854
2005-09,121.78413348281181
2005-10,119.54404370156365
2005-11,126.18542455177845
2005-12,128.96668352798568
2006-01,131.0403848171644
2006-02,133.0965774193977
2006-03,133.45784395711863
2006-04,132.34273818951544
2006-05,124.51238858996837
2006-06,125.03815186488319
2006-07,126.13301249964961
2006-08,128.8188220025066
2006-09,131.62878352396137
2006-10,135.5374318081016
2006-11,133.95904020399178
2006-12,137.41116218914937
2007-01,140.94249537905006
2007-02,137.83767115879556
2007-03,139.15578516806278
2007-04,141.08692066792767
2007-05,147.53993267929798
2007-06,146.6426044584893
2007-07,142.72103651083384
2007-08,143.17523423151036
2007-09,144.5474342119887
2007-10,147.41250271446756
2007-11,138.27759623669274
2007-12,137.26361520023275
2008-01,125.3945834536647
2008-02,122.47298509134167
2008-03,115.01311222091749
2008-04,123.9513933317622
2008-05,126.38251707207026
2008-06,114.97517525043943
2008-07,113.10191330716786
2008-08,117.82988444969023
2008-09,108.7373552275548
2008-10,97.43291925775489
2008-11,91.02451426491739
2008-12,85.35535591935563
2009-01,85.55070270815061
2009-02,78.18248610867163
2009-03,80.94068677509865
2009-04,90.24901904274545
2009-05,92.72787071768803
2009-06,93.39195536001722
2009-07,100.29375231150492
2009-08,102.16535595600311
2009-09,104.66373055127626
2009-10,102.44478247958403
2009-11,104.98201907309392
2009-12,112.3525712004539
2010-01,111.59921416081721
2010-02,116.00299642498392
2010-03,124.50031103691062
2010-04,127.76033315724969
2010-05,126.07976443967208
2010-06,122.15985801854728
2010-07,123.49574926007168
2010-08,122.68271643324235
2010-09,124.64378520921858
2010-10,126.54419258405868
2010-11,133.8308203827314
2010-12,139.21028004144017
2011-01,137.45730656655007
2011-02,140.5159471225553
2011-03,136.6603583662136
2011-04,135.3582479817123
2011-05,137.3920105926593
2011-06,133.84906375815902
2011-07,133.80636919590088
2011-08,124.81577414020741
2011-09,121.80156945232596
2011-10,129.44780980265617
2011-11,130.63346597498085
2011-12,135.8186860928054
2012-01,142.4827680569527
2012-02,146.28736990186775
2012-03,148.20562453093834
2012-04,148.26305132942318
2012-05,145.28824778226695
2012-06,148.00726241925562
2012-07,154.89316078640897
2012-08,154.01993309716931
2012-09,155.6882127464891
2012-10,153.05274071921002
2012-11,154.1822545102068
2012-12,155.35218297867362
2013-01,157.61514860315552
2013-02,164.5923103510625
2013-03,171.40410073456354
2013-04,171.2663472181923
2013-05,173.49690307553942
2013-06,168.45130453350086
2013-07,172.12224636991232
2013-08,169.73179854363175
2013-09,173.21946425888257
2013-10,179.05082558254495
2013-11,181.37707367082882
2013-12,182.30369617202118
2014-01,178.94073038511374
2014-02,182.69769701152407
2014-03,184.08704933716862
2014-04,184.63193423208904
2014-05,192.0038324221297
2014-06,195.63613082377447
2014-07,198.94780955859483
2014-08,207.18020500191693
2014-09,209.12788023862723
2014-10,213.4107539330342
2014-11,217.53292691876678
2014-12,220.7264511952271
2015-01,232.57555414554648
2015-02,246.8385517036218
2015-03,253.90512937320855
2015-04,250.54332049860594
2015-05,256.3516996270292
2015-06,246.41782879683922
2015-07,249.90737426451906
2015-08,229.71492966699225
2015-09,222.72309739507958
2015-10,242.60078442329444
2015-11,251.99220909120015
2015-12,241.04647039311686
2016-01,227.64110656373674
2016-02,225.78880733366694
2016-03,231.3102375290262
2016-04,233.58036512264493
2016-05,240.9786081217045
2016-06,241.67803567686792
2016-07,250.1370093889973
2016-08,251.95770596383576
2016-09,251.2648537871425
2016-10,253.13060765480293
2016-11,264.95998565598893
2016-12,271.1577964347734
2017-01,272.322502887188
2017-02,285.4364160538598
2017-03,285.7396666073874
2017-04,284.30341914496296
2017-05,280.6800149515224
2017-06,278.6338561371835
2017-07,276.89109120189653
2017-08,275.7860485167234
2017-09,282.1715958410956
2017-10,292.77124483351525
2017-11,292.3046638065955
2017-12,295.6614623193374
2018-01,300.6594122905394
2018-02,294.909355657298
2018-03,286.09080385910215
2018-04,293.3916436853251
2018-05,306.0292320502761
2018-06,304.53285537487056
2018-07,312.91458876891926
2018-08,318.76243601300524
2018-09,321.15517047944394
2018-10,305.07648305020047
2018-11,310.69219779002714
2018-12,285.5211608103911
2019-01,307.36609440664455
2019-02,318.00744468278293
2019-03,327.2293885456214
2019-04,338.52266740615283
2019-05,320.60944756010554
2019-06,334.12454387187967
2019-07,343.72836333169937
2019-08,339.4227810933149
2019-09,350.03624611992115
2019-10,351.20693433354916
2019-11,364.57084198608237
2019-12,371.08916742456336
2020-01,372.54975242872393
2020-02,345.90074863684885
2020-03,301.0824703609531
2020-04,335.3565027599467
2020-05,344.13309888324534
2020-06,350.97696449592974
2020-07,351.59806360221916
2020-08,369.5323677715773
2020-09,365.05158683306104
2020-10,359.95915521953566
2020-11,391.3745628723392
2020-12,400.663038815558
2021-01,402.37606485182596
2021-02,411.75225292092335
2021-03,436.61568485932236
2021-04,444.961590021491
2021-05,444.04035961826804
2021-06,465.43279783730327
2021-07,468.5471245355802
2021-08,482.83733329587545
2021-09,472.11274227410996
2021-10,497.5634889159687
2021-11,501.0377249529925
2021-12,515.0614159184579
2022-01,496.9142393618841
2022-02,484.37328350003156
2022-03,501.46702473631257
2022-04,486.29588800646115
2022-05,478.87144741267565
2022-06,450.7572659827464
2022-07,495.47711122892457
2022-08,485.20224335614637
2022-09,450.2438288846619
2022-10,472.33177607438046
2022-11,486.88368351156436
2022-12,449.88511699631755
2023-01,472.17433463855167
2023-02,468.9163566600304
2023-03,472.1258380352504
2023-04,470.7351020180399
2023-05,484.6903692375428
2023-06,501.15342391164853
2023-07,514.5036491588161
