Date,AC AMERICAS
1998-12,100.0
1999-01,107.57627142660458
1999-02,108.2955258235229
1999-03,115.11247537313687
1999-04,122.32799672673963
1999-05,121.16731563075096
1999-06,129.05193554144049
1999-07,120.34866578522104
1999-08,121.05634438302457
1999-09,116.89363083547157
1999-10,126.0690761861729
1999-11,134.85177618974106
1999-12,145.62241076715947
2000-01,141.59559618480867
2000-02,141.40076606893768
2000-03,155.987796548754
2000-04,158.11491239466386
2000-05,151.21869269685416
2000-06,150.7446538437825
2000-07,153.51229964923533
2000-08,168.49528107009232
2000-09,160.1106745767011
2000-10,164.74981286200025
2000-11,147.6241808553086
2000-12,136.97815001581384
2001-01,143.7772795417192
2001-02,131.95498106717244
2001-03,128.37150536131668
2001-04,137.8965694136796
2001-05,145.26439913517464
2001-06,142.08089355065314
2001-07,136.0368826537587
2001-08,122.49481870474706
2001-09,112.50438145429216
2001-10,115.42689998520645
2001-11,125.08475294666776
2001-12,126.84293153998215
2002-01,129.40393887330825
2002-02,126.44727352343624
2002-03,130.0661143059473
2002-04,118.1449842962279
2002-05,113.07512643639191
2002-06,98.81619249246468
2002-07,92.13263452859633
2002-08,92.65662163490339
2002-09,81.60991202100087
2002-10,88.69155997838702
2002-11,93.58001795805025
2002-12,83.6040667579306
2003-01,79.90726297843217
2003-02,78.53526380025012
2003-03,78.26939922238321
2003-04,82.94784993359458
2003-05,83.0090738134902
2003-06,86.1366524605384
2003-07,89.4914967492836
2003-08,93.62203636169043
2003-09,87.40712560919329
2003-10,92.62418059612492
2003-11,90.81195739696345
2003-12,90.87017254056062
2004-01,93.88981259806181
2004-02,95.10665083777258
2004-03,94.72797743472236
2004-04,95.17839885293537
2004-05,94.70494739488286
2004-06,96.97189730222026
2004-07,94.91230393643895
2004-08,94.5445442897472
2004-09,93.91008971957007
2004-10,93.33696056926881
2004-11,93.07527455522677
2004-12,94.19676145917987
2005-01,95.72775158438259
2005-02,96.3747829730433
2005-03,96.88508291196099
2005-04,95.5623175650997
2005-05,103.20017026197327
2005-06,105.93187755110996
2005-07,109.71295489504574
2005-08,107.91275755281328
2005-09,111.72253417421085
2005-10,110.12457699058358
2005-11,116.60476355662628
2005-12,116.94147337823603
2006-01,117.5413072908396
2006-02,119.71956104075542
2006-03,119.35619236973368
2006-04,116.65428654590298
2006-05,110.66035294646949
2006-06,111.28161584950077
2006-07,111.95305923293564
2006-08,114.38710000350423
2006-09,118.03186990581925
2006-10,121.39835753661767
2006-11,119.4134972459212
2006-12,121.5644652828047
2007-01,125.42701749895286
2007-02,121.29614270398552
2007-03,122.04191652490681
2007-04,124.32844776061084
2007-05,131.25256123218878
2007-06,128.94461910120518
2007-07,123.76538146819374
2007-08,125.80618305071208
2007-09,126.10770010051897
2007-10,127.30842526655941
2007-11,119.4163949004493
2007-12,119.61376357152336
2008-01,110.91220799360661
2008-02,106.20420685318608
2008-03,100.77762398610311
2008-04,108.08784951600697
2008-05,111.00623989600847
2008-06,101.0267773499945
2008-07,99.86607242041543
2008-08,106.41409845033321
2008-09,100.2384495022416
2008-10,90.43672016500038
2008-11,83.85138559244646
2008-12,77.36750232092446
2009-01,77.61565857961736
2009-02,70.55281253410288
2009-03,73.3882264683158
2009-04,81.10079045142221
2009-05,81.58826562326426
2009-06,82.00394426904712
2009-07,87.61730301218715
2009-08,89.14248724934497
2009-09,91.5379906597725
2009-10,88.86577803737782
2009-11,92.76884078956455
2009-12,99.16632640844303
2010-01,98.0869792097213
2010-02,103.27453856730921
2010-03,110.67315688589005
2010-04,114.28511873645076
2010-05,113.9490119136355
2010-06,108.22697594016596
2010-07,109.18591130368128
2010-08,107.35931063282804
2010-09,109.01285776207921
2010-10,111.16729467756146
2010-11,118.65198901259724
2010-12,122.91788109806879
2011-01,122.41103491763471
2011-02,125.91318542218134
2011-03,122.94318231207397
