Date,FM ex GCC
2002-05,306.85832138425235
2002-06,304.45183276902344
2002-07,288.757324767414
2002-08,299.7088298451134
2002-09,289.3795255255551
2002-10,287.67601890020796
2002-11,307.09169213438923
2002-12,300.6013911924138
2003-01,308.19708760807407
2003-02,302.87252992151525
2003-03,295.7114951102253
2003-04,308.02156410878325
2003-05,309.73926749471417
2003-06,315.7493414506413
2003-07,322.90040961955356
2003-08,334.95420328025546
2003-09,341.1358854078487
2003-10,357.6328387781367
2003-11,361.79239031853604
2003-12,362.59802855389137
2004-01,398.69578943210064
2004-02,412.73802501258257
2004-03,406.09710846210106
2004-04,455.5145891615501
2004-05,459.1211369724968
2004-06,472.78636088501037
2004-07,466.13702081268906
2004-08,438.9824356633169
2004-09,432.9112579214635
2004-10,435.323938322476
2004-11,432.48873592261174
2004-12,427.5972368108867
2005-01,439.4205737160127
2005-02,436.20416837849933
2005-03,421.10118092271836
2005-04,438.19073231582837
2005-05,457.5436991959152
2005-06,470.98940544837774
2005-07,492.70705264931485
2005-08,500.22373897235366
2005-09,541.7355418059985
2005-10,562.5744124619378
2005-11,562.4367072164773
2005-12,593.6557922912998
2006-01,645.4376725899479
2006-02,647.6490361392727
2006-03,659.947967004812
2006-04,670.3872943943603
2006-05,658.5553891877341
2006-06,654.8670562756955
2006-07,682.2480276386592
2006-08,745.4180085144553
2006-09,762.0831451495224
2006-10,798.644241535501
2006-11,787.3463543003248
2006-12,863.6000960087853
2007-01,916.9001873568161
2007-02,920.7761504242741
2007-03,941.6096439370759
2007-04,952.3289732324041
2007-05,980.1577272888198
2007-06,1031.2737781275378
2007-07,1033.8742038009243
2007-08,995.6515474651783
2007-09,1008.9870268008639
2007-10,998.2499038529023
2007-11,1000.0
2007-12,1053.6053951272065
2008-01,977.0091272300098
2008-02,978.4952495865981
2008-03,906.5521030722376
2008-04,912.7480531072525
2008-05,935.0080018613443
2008-06,890.6259563561779
2008-07,861.3423454243739
2008-08,828.1750731545326
2008-09,746.5522888625792
2008-10,604.3263936622229
2008-11,556.4474309775566
2008-12,482.8642880065101
2009-01,422.40263662542253
2009-02,418.8255528329448
2009-03,407.7659756645525
2009-04,450.63493210880716
2009-05,537.238695033352
2009-06,539.6371017900585
2009-07,540.5317458747443
2009-08,546.1500004571369
2009-09,563.5957537803797
2009-10,566.2914035596862
2009-11,548.7781195862273
2009-12,573.7805645553044
2010-01,607.6047600074465
2010-02,610.676470073096
2010-03,662.428336439281
2010-04,677.0741978152506
2010-05,671.7811968013866
2010-06,675.4044986884853
2010-07,666.8632373451201
2010-08,660.3501335879399
2010-09,643.43922992967
2010-10,662.28856164669
2010-11,710.0384015570493
2010-12,718.9654868910852
2011-01,715.2969617923038
2011-02,662.6235778139489
2011-03,652.3030616062591
2011-04,631.7880938006776
2011-05,639.7311105306479
2011-06,633.6740989558778
2011-07,625.535006348753
2011-08,574.1556075139501
2011-09,559.2022864611047
2011-10,547.2744898854453
2011-11,540.0745481710416
2011-12,550.668574689979
2012-01,557.180684664635
2012-02,553.3025291689809
2012-03,574.2900393815142
2012-04,571.5743721843401
2012-05,567.8523110968262
2012-06,548.5675506987619
2012-07,587.4900790703313
2012-08,594.9959070409266
2012-09,610.1795518949443
2012-10,601.55947837767
2012-11,602.749239245509
2012-12,635.1406456583039
2013-01,668.6377447626741
2013-02,692.9101263127405
2013-03,713.6473061421792
2013-04,702.6102522797866
2013-05,759.3412707746238
2013-06,701.3273093012909
2013-07,717.341729271582
2013-08,701.9099283812693
2013-09,710.3971745338092
2013-10,734.1319678336002
2013-11,761.8187865692516
2013-12,754.8484231829095
2014-01,741.7222002610026
2014-02,729.8448400358993
2014-03,743.4222016742968
2014-04,769.1765825091857
2014-05,817.3815038159013
2014-06,830.1567983748532
2014-07,862.4282087076248
2014-08,859.0625859190739
2014-09,904.6631448958066
2014-10,871.3043843858077
2014-11,834.3338936856426
2014-12,836.1699230114464
2015-01,842.0288171086618
2015-02,869.1297562329651
2015-03,913.6959474190312
2015-04,908.4062041990584
2015-05,900.5903675557317
2015-06,881.5659452515498
2015-07,854.5881934613708
2015-08,805.1885533335668
2015-09,780.1758289893985
2015-10,831.0681769617526
2015-11,823.2826939392716
2015-12,804.8571275970623
2016-01,761.8461330360705
2016-02,780.6158847397929
2016-03,764.7444183395847
2016-04,785.4715452777408
2016-05,830.4670659257761
2016-06,801.1507378046194
2016-07,804.7656032367822
2016-08,800.0905082941512
2016-09,816.2171209345921
2016-10,831.1975267756023
2016-11,829.9763042908738
2016-12,853.7174720262352
2017-01,876.515543852177
2017-02,891.8176646122755
2017-03,916.9975547662543
2017-04,918.4583895817171
2017-05,940.3080046894248
2017-06,941.698302414785
2017-07,919.0963730831528
2017-08,939.0897675347376
2017-09,967.7986313733932
2017-10,1008.2353578767949
2017-11,1011.3706279206688
2017-12,1043.9261121595302
2018-01,1070.4860783027868
2018-02,1069.435866595275
2018-03,1069.273658521388
2018-04,1054.9586782954464
2018-05,969.4682735633378
2018-06,913.629098800397
2018-07,933.92329103313
2018-08,873.1936812153973
2018-09,867.9546665291751
2018-10,854.3161151076217
2018-11,877.000437738846
2018-12,836.7058482486607
2019-01,878.6976267604108
2019-02,891.2073684523025
2019-03,886.5000883375064
2019-04,876.0793944568336
2019-05,894.5484961100188
2019-06,896.5147128975882
2019-07,920.2154461404382
2019-08,921.2135147427447
2019-09,934.0074459909661
2019-10,918.9975059755955
2019-11,926.6992668825465
2019-12,928.4243996642856
2020-01,936.6936250741724
2020-02,878.9977992530312
2020-03,690.9450305629506
2020-04,746.8500390839085
2020-05,794.8147847886873
2020-06,791.7058803767965
2020-07,756.5464922727913
2020-08,803.1161879225353
2020-09,819.6933091974545
2020-10,846.1329405203328
2020-11,881.8142617614984
2020-12,918.3703273368349
2021-01,928.7097879220202
2021-02,930.6535733050829
2021-03,964.6482722530878
2021-04,1009.8259069586094
2021-05,1035.5528114168385
2021-06,1091.3147058549937
2021-07,1085.9822196711157
2021-08,1116.2742457725074
2021-09,1146.3666684503505
2021-10,1194.761386251904
2021-11,1174.9772946845183
2021-12,1177.3203503776629
2022-01,1144.674935868085
2022-02,1080.3065716868605
2022-03,1076.1356940098742
2022-04,1094.7246003822181
2022-05,1013.7122609020208
2022-06,979.8673375808401
2022-07,1006.5470060380735
2022-08,1041.535532710832
2022-09,959.3347025380923
2022-10,908.1865552150277
2022-11,919.7628397447675
2022-12,872.3093408773489
2023-01,898.2119979099488
2023-02,894.4694612241218
2023-03,882.7468741982228
2023-04,874.193144619762
2023-05,899.3942604580031
2023-06,899.093132031616
2023-07,956.0234094427233
