Date,WORLD ex CANADA
1998-12,100.00000000000001
1999-01,105.5607547126831
1999-02,106.38041147276469
1999-03,112.68894920089042
1999-04,119.4069450422826
1999-05,116.70299226139291
1999-06,123.54833324755974
1999-07,118.68021946852149
1999-08,120.09193550455873
1999-09,117.88137207100165
1999-10,125.6277449075766
1999-11,134.80943986777004
1999-12,146.2215258200216
2000-01,141.04971032664628
2000-02,143.55394724370996
2000-03,154.36140448633813
2000-04,155.23577244109654
2000-05,148.66699455953878
2000-06,148.37296829919913
2000-07,148.9484091556505
2000-08,160.06416218995525
2000-09,152.930207937068
2000-10,156.88437066558825
2000-11,143.6169409761889
2000-12,135.30844786256628
2001-01,139.15886143484923
2001-02,129.11053106511113
2001-03,125.59237320570354
2001-04,134.52657700004247
2001-05,138.8648504640931
2001-06,134.7215435003286
2001-07,128.60695740882025
2001-08,117.973465423128
2001-09,107.32899094908952
2001-10,110.65270352341433
2001-11,117.83782699194677
2001-12,119.22727522305694
2002-01,119.52714330602169
2002-02,117.95459094836094
2002-03,122.17065173132936
2002-04,114.23785948252059
2002-05,110.39039661536661
2002-06,98.10272537067634
2002-07,90.56936528761001
2002-08,90.7086911616016
2002-09,80.07626161850978
2002-10,85.90368050762143
2002-11,90.14068132381999
2002-12,81.24418916484619
2003-01,76.91167967954746
2003-02,75.19302473417304
2003-03,74.08482567940017
2003-04,78.95607628562819
2003-05,79.18276115723621
2003-06,82.5140107745963
2003-07,85.94868889729976
2003-08,89.96869360851791
2003-09,85.3325639700758
2003-10,90.55454341243723
2003-11,89.14376817669529
2003-12,90.07096472416113
2004-01,92.95353504083566
2004-02,94.51584727318192
2004-03,94.96046581671007
2004-04,95.57775677806012
2004-05,94.70168709049287
2004-06,96.98888975221053
2004-07,94.74860797855679
2004-08,94.32481119538973
2004-09,93.9247504511005
2004-10,93.86686681456521
2004-11,94.63319854014802
2004-12,96.14617500403466
2005-01,98.06867708987001
2005-02,99.31242818952975
2005-03,99.39852728222044
2005-04,98.06272205626277
2005-05,104.41455496704083
2005-06,107.2896120537318
2005-07,110.62641923223211
2005-08,109.94623178259717
2005-09,114.96456492280042
2005-10,113.13924459448393
2005-11,118.75534972719703
2005-12,121.2632728768708
2006-01,122.8962200323398
2006-02,125.11326960475068
2006-03,126.05889030150759
2006-04,124.76904048501729
2006-05,118.25880847740191
2006-06,118.8838453193674
2006-07,119.90163434887899
2006-08,122.63482819617934
2006-09,125.63914830734358
2006-10,129.2454524200861
2006-11,127.54194191828654
2006-12,130.97987780464948
2007-01,134.5814624690679
2007-02,131.69875679559982
2007-03,133.09367332457174
2007-04,135.54257517303728
2007-05,141.16352296746294
2007-06,139.58148669308017
2007-07,134.58560974900055
2007-08,135.08988226547342
2007-09,135.43263837448686
2007-10,136.88850243896985
2007-11,129.8852906732186
2007-12,128.53801923917928
2008-01,117.18778355579717
2008-02,113.3514023327982
2008-03,107.84226994950455
2008-04,115.52814994440176
2008-05,117.33314776178301
2008-06,106.29440822510068
2008-07,104.99185631694169
2008-08,109.78626254998396
2008-09,101.5641287576418
2008-10,91.63224052638147
2008-11,85.67523328525536
2008-12,80.95953775377093
2009-01,79.96429393081188
2009-02,72.42444154841556
2009-03,74.48930862533561
2009-04,82.9951041986431
2009-05,84.40423185242851
2009-06,85.04695903442399
2009-07,91.14638790058152
2009-08,94.05839820114744
2009-09,95.91164286899755
2009-10,93.50753102342541
2009-11,95.54909003916045
2009-12,101.74436076264092
2010-01,100.87737121832612
2010-02,104.01438627936385
2010-03,111.34861810827634
2010-04,113.30737010122328
2010-05,110.96271028250023
2010-06,107.49677277317751
2010-07,109.3411144081671
2010-08,107.83470709975333
2010-09,109.87443625073145
2010-10,112.0029870716179
2010-11,116.85707420206255
2010-12,121.74198696096532
