Date,WORLD ex CANADA
2011-01,121.96960443635352
2011-02,125.10919407551975
2011-03,120.55468759592561
2011-04,120.4959969125545
2011-05,121.9718964964783
2011-06,119.16062933855771
2011-07,118.09979130441667
2011-08,109.38421503151153
2011-09,107.66902000070141
2011-10,114.30622496332946
2011-11,115.63187044303426
2011-12,120.02972590714482
2012-01,124.97800574361806
2012-02,128.43427189393375
2012-03,131.04418098281033
2012-04,130.33390280032765
2012-05,127.76617426421745
2012-06,131.03285522818297
2012-07,136.73263841504422
2012-08,136.92835457267208
2012-09,137.83919373003337
2012-10,135.94021266989816
2012-11,137.37270203700336
2012-12,138.16247310396938
2013-01,141.29449680369675
2013-02,147.13594095323626
2013-03,153.51552196938118
2013-04,154.66405694799522
2013-05,157.57918956580497
2013-06,153.52349780610723
2013-07,158.20821710136823
2013-08,155.91165075790053
2013-09,159.60128325325232
2013-10,165.21447795794597
2013-11,168.1690904315169
2013-12,169.77993636201535
2014-01,167.1236976270333
2014-02,171.4757968478788
2014-03,172.08520707664564
2014-04,172.76353945397935
2014-05,179.26419236648235
2014-06,181.60924859450697
2014-07,182.78611990031527
2014-08,189.83714298463883
2014-09,192.99645992047058
2014-10,196.1953268500516
2014-11,201.39288965710762
2014-12,204.25516803165013
2015-01,215.6964046858531
2015-02,229.82068041726384
2015-03,236.57085749114881
2015-04,231.77931975856848
2015-05,238.37687887750448
2015-06,229.25194384838272
2015-07,235.8907841030188
2015-08,217.2865420423835
2015-09,210.24436764539857
2015-10,229.62164040891713
2015-11,239.2095751393492
2015-12,228.9843013126343
2016-01,215.9357512884889
2016-02,213.25354591596187
2016-03,217.05900958950016
2016-04,219.12013196542497
2016-05,227.2544933761623
2016-06,225.1570353347074
2016-07,233.2646586894245
2016-08,234.50110697942765
2016-09,233.6917771685334
2016-10,234.90546535075921
2016-11,246.28171340113565
2016-12,253.7674585880148
2017-01,253.5833927756382
2017-02,265.616144222336
2017-03,266.9537583259595
2017-04,266.56272282967205
2017-05,264.06991628217247
2017-06,261.2041256210188
2017-07,258.66584699091675
2017-08,257.00341011730217
2017-09,264.2212934822846
2017-10,273.4770192217074
2017-11,273.2710185213387
2017-12,274.85454094095417
2018-01,279.4080249881688
2018-02,274.0059879665985
2018-03,265.86945237312347
2018-04,273.78866710228385
2018-05,285.2965846002174
2018-06,285.17207556844204
2018-07,293.59279074200026
2018-08,299.32340910039426
2018-09,301.69989930338005
2018-10,286.6851051542243
2018-11,290.3808848100244
2018-12,265.92379394577614
2019-01,285.1458146021498
2019-02,296.1462560155772
2019-03,304.69134786758394
2019-04,316.3294868495657
2019-05,299.86778180232375
2019-06,312.94100760175036
2019-07,321.87563899009376
2019-08,318.8245946707308
2019-09,329.04550783180355
2019-10,330.12816512217563
2019-11,343.53605655672993
2019-12,347.72735996336655
2020-01,350.1417336521281
2020-02,323.40034701045363
2020-03,282.0704209896893
2020-04,313.4648126002498
2020-05,323.93347889671645
2020-06,329.33716365391393
2020-07,327.75141748162315
2020-08,345.98625909931457
2020-09,340.98774973526577
2020-10,332.85188455819144
2020-11,365.60180291993095
2020-12,372.78409431481487
2021-01,371.8006978678346
2021-02,381.43782095324116
2021-03,407.05343689486875
2021-04,416.1230966388288
2021-05,415.29743197970134
2021-06,434.9162891309093
2021-07,443.13132452126445
2021-08,456.700320373312
2021-09,445.8234491274524
2021-10,471.5916262335097
2021-11,474.83409359649
2021-12,490.1381767752956
2022-01,470.26378223926
2022-02,457.1754753049072
2022-03,474.02998099641815
2022-04,458.4350433651721
2022-05,451.91772496001084
2022-06,423.42548957852523
2022-07,469.22055474006976
2022-08,456.0689105564522
2022-09,424.66213091770015
2022-10,451.3590759039383
2022-11,463.7316743293976
2022-12,428.6668950630279
2023-01,450.86755401867265
2023-02,451.13672173629834
2023-03,454.758141108156
2023-04,455.41171518713145
2023-05,467.9896310765534
2023-06,485.05867029797963
2023-07,496.23479866292735
