Date,GOLDEN DRAGON
2005-10,130.11033696902726
2005-11,140.69489159688464
2005-12,146.54143303261208
2006-01,151.48637714329948
2006-02,155.23684456801763
2006-03,154.95625529668646
2006-04,159.87121904330868
2006-05,147.42449293452594
2006-06,148.0479576996083
2006-07,147.61625845234687
2006-08,151.8662930683436
2006-09,158.1366038346139
2006-10,161.560241945873
2006-11,169.88402325383012
2006-12,182.85726366721437
2007-01,181.73930287893378
2007-02,177.52205446658286
2007-03,177.73789137451456
2007-04,176.60986963826178
2007-05,187.4342878057323
2007-06,202.34112758398462
2007-07,213.59839573708018
2007-08,218.82549641156749
2007-09,239.45614091133305
2007-10,263.0743209443861
2007-11,232.17589964662386
2007-12,227.54968973195975
2008-01,189.16638935510872
2008-02,199.9696648870763
2008-03,180.00260909500574
2008-04,201.22688975868908
2008-05,194.90669346189134
2008-06,170.1029267376178
2008-07,169.50011598392555
2008-08,170.10298231736923
2008-09,144.07926857361807
2008-10,125.95760412464608
2008-11,123.74689123589816
2008-12,121.1644002618025
2009-01,122.5667568586729
2009-02,121.6667166625472
2009-03,130.59688081720373
2009-04,149.49197164455597
2009-05,163.57527455349958
2009-06,163.71763842210646
2009-07,181.22638408948686
2009-08,168.722668239473
2009-09,178.6487155650839
2009-10,181.10544966289586
2009-11,181.7037915659957
2009-12,196.17938825148443
2010-01,187.19516215587427
2010-02,192.00238889765697
2010-03,204.9535168423258
2010-04,208.7883430548891
2010-05,210.55668823371636
2010-06,212.36313734383842
2010-07,211.97720278679134
2010-08,213.93855998523227
2010-09,220.2803738901031
2010-10,223.28180189957004
2010-11,237.63168511735788
2010-12,238.34133643748487
2011-01,235.84311381157812
2011-02,223.91443661943217
2011-03,225.16909561841172
2011-04,222.53316406567404
2011-05,230.00417697407931
2011-06,219.21043615497956
2011-07,221.99445718412733
2011-08,202.69572536287924
2011-09,185.2699212709597
2011-10,199.52082515138423
2011-11,189.18228461710896
2011-12,201.09950487879576
2012-01,219.32781903448375
2012-02,230.1757949584721
2012-03,219.64385290284167
2012-04,222.32367602278575
2012-05,217.18358710587466
2012-06,215.64244179692432
2012-07,226.35017877512516
2012-08,220.0972005706905
2012-09,230.91991005896364
2012-10,231.9788228755241
2012-11,239.5810953880767
2012-12,242.86242632668018
2013-01,243.99078820376863
2013-02,248.36608706006427
2013-03,245.7389633183466
2013-04,244.88148840625604
2013-05,247.020442027323
2013-06,233.6035878031398
2013-07,236.0977936857772
2013-08,239.4985097623059
2013-09,244.32952512097307
2013-10,250.4491423106855
2013-11,255.40989261478384
2013-12,249.21147334183217
2014-01,240.69916850097462
2014-02,241.73134017997307
2014-03,240.92525162190867
2014-04,239.2491913207692
2014-05,254.0422672722672
2014-06,261.1865502422542
2014-07,281.5040896311509
2014-08,288.77471217807
2014-09,280.74560635814714
2014-10,295.4086910311242
2014-11,300.79892449593814
2014-12,306.6577749597863
2015-01,337.56914823120104
2015-02,348.070851778776
2015-03,367.8064622868485
2015-04,393.4669283042887
2015-05,393.7736468123415
2015-06,371.0476966026548
2015-07,345.15195819104747
2015-08,303.09665873808143
2015-09,297.7575431968261
2015-10,325.0201950596475
2015-11,328.679301156518
2015-12,317.27565043640743
2016-01,286.73320048405077
2016-02,284.73707733130766
2016-03,299.9747034268431
2016-04,294.6265126404889
2016-05,302.697627793718
2016-06,309.49196088062223
2016-07,323.0792465206376
2016-08,339.4315751373893
2016-09,346.10256388843607
2016-10,351.4785641327112
2016-11,357.51998899281466
2016-12,345.56965148133594
2017-01,359.26977053096186
2017-02,378.1820522848186
2017-03,384.21307907581206
2017-04,387.19001058574287
2017-05,390.57549547342137
2017-06,394.6295799923306
2017-07,406.4042466284916
2017-08,415.69029368309725
2017-09,417.0262051223558
2017-10,439.32992975713205
2017-11,432.531932867529
2017-12,437.6733427088286
2018-01,463.55409785030986
2018-02,449.4257489017979
2018-03,436.10646694772703
2018-04,441.98077475823857
2018-05,462.8249468868577
2018-06,442.6171306313453
2018-07,441.7418615122789
2018-08,433.5814631908216
2018-09,430.9096973831216
2018-10,391.0289973031357
2018-11,412.7311307775424
2018-12,392.7984885388914
2019-01,424.0691826646511
2019-02,445.2113580027236
2019-03,461.37906723921975
2019-04,473.2581167630605
2019-05,424.86408534324016
2019-06,446.2246123106303
2019-07,455.50560997599933
2019-08,439.8029770857119
2019-09,447.7305356353164
2019-10,459.64027355207156
2019-11,470.4903807131965
2019-12,496.6358056426206
2020-01,479.26596878406235
2020-02,483.47656102493903
2020-03,441.1005360009814
2020-04,477.2571384048859
2020-05,460.4172581888352
2020-06,498.536132185458
2020-07,519.064152329709
2020-08,535.7090798125171
2020-09,535.1331915452257
2020-10,558.7792346663367
2020-11,572.1879396379617
2020-12,585.3580822280838
2021-01,628.2203239947431
2021-02,634.0510653908688
2021-03,627.3223927604084
2021-04,631.3614174750672
2021-05,623.8209773930795
2021-06,643.4291009590776
2021-07,580.6415070432743
2021-08,589.8241763623821
2021-09,571.4153666066348
2021-10,585.2604460564909
2021-11,579.1935007915883
2021-12,571.3221129710654
2022-01,566.7136084131346
2022-02,546.5259820174111
2022-03,522.2385417904097
2022-04,518.0204191669833
2022-05,520.8881263174449
2022-06,532.9963284715448
2022-07,516.4619990253093
2022-08,520.3752010770908
2022-09,457.10743797354075
2022-10,393.72832237850156
2022-11,479.4558299631819
2022-12,474.4080369237499
2023-01,517.4064619244921
2023-02,489.96811563429657
2023-03,496.01237656603763
2023-04,467.5083201665964
2023-05,464.6524814589749
2023-06,469.0812980807195
2023-07,496.22956951992927
