Date,FM AFRICA
2002-05,204.06850553374127
2002-06,207.50349084013953
2002-07,202.94713526123616
2002-08,212.5957933896484
2002-09,203.71266759128721
2002-10,197.73772831294067
2002-11,207.515414268068
2002-12,208.54735912835542
2003-01,234.59327824247208
2003-02,239.7463929844501
2003-03,228.91339728978602
2003-04,238.53624713987517
2003-05,239.48127585544148
2003-06,251.82442757261276
2003-07,250.84168578864592
2003-08,268.6255770979968
2003-09,282.25537217738275
2003-10,314.0219092267526
2003-11,315.9935031146904
2003-12,319.2795710282012
2004-01,370.86483709942235
2004-02,408.01185672689604
2004-03,369.9426612316808
2004-04,439.4658445434422
2004-05,467.79303538784484
2004-06,482.7979434012027
2004-07,461.22076719152454
2004-08,408.48747074674236
2004-09,390.7208332239667
2004-10,389.21880653965655
2004-11,372.9975273014564
2004-12,360.68510443913124
2005-01,360.3136108115981
2005-02,340.6391483099009
2005-03,333.5500806445506
2005-04,364.56640310606986
2005-05,386.1564270606516
2005-06,391.8386218713567
2005-07,405.2465772077357
2005-08,432.8682626760836
2005-09,478.96725552190145
2005-10,513.0690272774085
2005-11,498.1787224136042
2005-12,498.1534061308032
2006-01,497.3470109382077
2006-02,499.7266521414229
2006-03,495.81515889314414
2006-04,491.4056457093744
2006-05,511.30450421964275
2006-06,526.4470743072521
2006-07,585.118521613287
2006-08,699.1230868837737
2006-09,683.7690404510346
2006-10,690.0274922653424
2006-11,615.7759464048195
2006-12,658.7134466137176
2007-01,761.1265924931099
2007-02,793.1636584596141
2007-03,810.3184416571543
2007-04,849.0748086881855
2007-05,893.8757702896846
2007-06,950.3332359477981
2007-07,957.9686290055147
2007-08,924.5349470039864
2007-09,934.3132900766841
2007-10,929.5423568752002
2007-11,1000.0
2007-12,1058.0614035041406
2008-01,1033.0421132869892
2008-02,1081.8081805053532
2008-03,1014.042127117525
2008-04,1004.2576196173204
2008-05,987.5042643572793
2008-06,944.0047101065127
2008-07,902.1564995969326
2008-08,880.0350563427413
2008-09,852.2560199719169
2008-10,676.8330087702739
2008-11,638.0735583608388
2008-12,517.3196263240911
2009-01,380.9047392203689
2009-02,416.1497278785144
2009-03,379.12819615317096
2009-04,422.188401175318
2009-05,535.5252435034556
2009-06,512.6985200466731
2009-07,470.1611375229058
2009-08,438.2993565759382
2009-09,445.28105368820826
2009-10,434.01387343112685
2009-11,421.25998625665693
2009-12,442.6492173768281
2010-01,492.30465082652023
2010-02,506.0511857037772
2010-03,565.7504899020737
2010-04,584.7081065285182
2010-05,602.7672895382933
2010-06,605.734242861038
2010-07,592.5689476552468
2010-08,570.8536854496765
2010-09,533.5208393512772
2010-10,561.5370394385022
2010-11,598.9898601736724
2010-12,593.6456173292887
2011-01,601.0949411748348
2011-02,576.0332965969434
2011-03,539.5806771778465
2011-04,543.4213208038226
2011-05,561.4470575449247
2011-06,544.8308103999809
2011-07,529.2636642101271
2011-08,468.52273073008706
2011-09,467.23424927547734
2011-10,474.1038484336559
2011-11,468.873885232513
2011-12,511.4825373474521
2012-01,509.8797018433199
2012-02,510.6295187936408
2012-03,533.1663494233994
2012-04,577.4460571908382
2012-05,607.8753469749602
2012-06,582.7354756844123
2012-07,656.9436529754523
2012-08,679.355844823269
2012-09,715.9925406139083
2012-10,727.990835885717
2012-11,727.5385668427808
2012-12,775.4530102811916
2013-01,829.102709180775
2013-02,886.8739402985371
2013-03,932.2468784979824
2013-04,915.4600597589595
2013-05,1025.5131048797525
2013-06,913.5741494183543
2013-07,941.2049644839637
2013-08,899.8363622675977
2013-09,921.42154672138
2013-10,961.1433709875264
2013-11,979.4813878784902
2013-12,972.019381480807
2014-01,944.193121458809
2014-02,899.2432603932152
2014-03,908.4871966491726
2014-04,947.1131741813487
2014-05,1017.2077429411785
2014-06,1014.3678996452734
2014-07,1050.633639571118
2014-08,1061.356624258258
2014-09,1112.6145322823374
2014-10,1031.0806036641297
2014-11,970.4351010511366
2014-12,964.3742304911184
2015-01,937.3809796501073
2015-02,945.9884500633847
2015-03,1028.191414050067
2015-04,1027.4851945548721
2015-05,1020.0614163827566
2015-06,987.4881554820822
2015-07,912.0628561680757
2015-08,873.7567868947339
2015-09,920.8702204895461
2015-10,891.4356766189227
2015-11,894.913789308061
2015-12,881.462320889849
2016-01,805.9748823699225
2016-02,820.2588769795233
2016-03,814.625488612172
2016-04,844.8117888084126
2016-05,912.8370223449688
2016-06,799.30312807949
2016-07,776.1853538412307
2016-08,767.7753948669205
2016-09,792.3346962835853
2016-10,811.6937078442535
2016-11,815.1870325416761
2016-12,849.9831783013251
2017-01,836.2291516667109
2017-02,822.2603117131417
2017-03,830.0109982486564
2017-04,838.9740680250695
2017-05,893.5341434376061
2017-06,937.2368001257948
2017-07,955.0305992682968
2017-08,936.9881129766799
2017-09,928.0692574313165
2017-10,941.8406642678298
2017-11,949.491813247965
2017-12,946.6939925743803
2018-01,980.9853632900994
2018-02,989.7956123865367
2018-03,982.4229674863064
2018-04,999.4326302109687
2018-05,972.6408108888747
2018-06,973.60976466146
2018-07,961.8550603872086
2018-08,932.830423953593
2018-09,894.8872935469428
2018-10,884.0673307097463
2018-11,892.7732166364051
2018-12,870.793676673532
2019-01,879.8274969627038
2019-02,907.3124612627332
2019-03,913.6777083728324
2019-04,921.472764118652
2019-05,906.4820287696895
2019-06,907.2356519074399
2019-07,909.4598392257351
2019-08,918.1859866060927
2019-09,929.5717940409608
2019-10,923.2168757554355
2019-11,959.2858476839167
2019-12,988.6329192356031
2020-01,1016.6690020629036
2020-02,955.0250006974455
2020-03,730.423423369394
2020-04,761.8342474215352
2020-05,797.6713654586806
2020-06,797.3564454721114
2020-07,761.5759027172671
2020-08,793.9709616309239
2020-09,813.3095646594655
2020-10,863.1995320555679
2020-11,900.916530156933
2020-12,922.9303459894744
2021-01,941.1857538770411
2021-02,931.8117146378938
2021-03,952.858169675796
2021-04,983.2249250920962
2021-05,1000.3780520204419
2021-06,1049.8511150187758
2021-07,1065.8402133043346
2021-08,1085.2524073392551
2021-09,1127.4515799455637
2021-10,1144.6682040582534
2021-11,1102.031443929764
2021-12,1114.8952732388532
2022-01,1128.7530531296068
2022-02,1087.5580593927748
2022-03,1074.8729943491667
2022-04,1141.8274340942367
2022-05,1055.517534079597
2022-06,1038.2214694496763
2022-07,1060.3433866147457
2022-08,1068.9621926802258
2022-09,1026.9278194443696
2022-10,979.4826653833145
2022-11,958.3573827864692
2022-12,927.1023026251831
2023-01,907.1259022222391
2023-02,952.7297353183046
2023-03,884.314841437737
2023-04,862.1968852967925
2023-05,939.1847449789303
2023-06,885.0051571562564
2023-07,930.5618373973981
