Date,AC ASIA PACIFIC ex JAPAN
2016-05,416.71935299808086
2016-06,426.8129982371713
2016-07,447.8156423723848
2016-08,459.1082080411903
2016-09,463.2206409300112
2016-10,466.9938349849961
2016-11,471.8487464875678
2016-12,469.55216791023844
2017-01,484.8704012162546
2017-02,510.15548884043045
2017-03,522.5122298932064
2017-04,521.2945677252362
2017-05,518.3191072631566
2017-06,520.7809669069783
2017-07,530.1088314433907
2017-08,531.2466042686365
2017-09,532.7701560970488
2017-10,562.6186606152548
2017-11,553.0713145401859
2017-12,566.3642232442351
2018-01,582.611290745258
2018-02,567.028005400723
2018-03,549.9164326302558
2018-04,565.388272186649
2018-05,580.436636499902
2018-06,558.8805089531779
2018-07,564.0491650929288
2018-08,560.9990253382828
2018-09,554.3156758526317
2018-10,509.9440163269965
2018-11,533.0807031583844
2018-12,513.5214277195977
2019-01,548.8807629277527
2019-02,565.9192256047014
2019-03,582.8267571344709
2019-04,594.3597254620124
2019-05,556.2765683131863
2019-06,579.2562103872878
2019-07,585.0005655789723
2019-08,565.6681650546319
2019-09,581.7512038950149
2019-10,591.4848102908122
2019-11,601.02717856818
2019-12,624.8636684549226
2020-01,609.5118822737793
2020-02,588.9546552015768
2020-03,506.9929076501535
2020-04,557.7695993036385
2020-05,547.5189403503867
2020-06,586.9249648172247
2020-07,601.8650103047387
2020-08,617.9575290882781
2020-09,615.9250896111093
2020-10,635.0060924648695
2020-11,674.6524022678278
2020-12,703.6926866124172
2021-01,733.7294873165262
2021-02,744.4632681125863
2021-03,752.8514130546093
2021-04,755.8339263913006
2021-05,755.1102733982055
2021-06,776.4717257011741
2021-07,725.5663755243679
2021-08,744.9386069371569
2021-09,728.4730968108888
2021-10,742.213213623384
2021-11,730.530634046438
2021-12,737.0407997839101
2022-01,717.8701201841322
2022-02,708.5003387004689
2022-03,710.7724498466803
2022-04,709.9297657436925
2022-05,700.5741494918657
2022-06,677.2107848773175
2022-07,694.9532118809296
2022-08,703.5719160232511
2022-09,631.6501382764795
2022-10,599.7762394394828
2022-11,677.1148345563479
2022-12,650.3721491022164
2023-01,694.2897975307905
2023-02,662.9943271976663
2023-03,665.3710908152805
2023-04,643.7536050584309
2023-05,651.0720105434733
2023-06,656.4081618512479
2023-07,687.3419090307785
