Date,ACWI ex EM LATIN AMERICA
2015-12,2333.2309906260634
2016-01,2201.290241752146
2016-02,2177.1783952714613
2016-03,2227.9131712133303
2016-04,2249.299206459643
2016-05,2322.6931123324507
2016-06,2311.0795934880784
2016-07,2395.2441922398984
2016-08,2414.0657158367076
2016-09,2408.6957677114915
2016-10,2423.876913817541
2016-11,2529.6451140264353
2016-12,2600.590766563591
2017-01,2606.3432344491293
2017-02,2725.9864873906995
2017-03,2743.499867238392
2017-04,2738.4870850816255
2017-05,2714.610142327726
2017-06,2689.6221080916002
2017-07,2673.572414794516
2017-08,2661.112650207156
2017-09,2729.058547042599
2017-10,2830.046314251171
2017-11,2821.806097857493
2017-12,2846.9556139214837
2018-01,2896.706364603519
2018-02,2835.316533700776
2018-03,2752.8020488529223
2018-04,2831.444333118728
2018-05,2943.1017052486427
2018-06,2928.6769211757996
2018-07,3009.2115859706255
2018-08,3054.995756366482
2018-09,3073.249133168203
2018-10,2910.6450095406763
2018-11,2958.204960797276
2018-12,2722.2923010221507
2019-01,2924.2742896918926
2019-02,3029.8327886156567
2019-03,3114.871011866369
2019-04,3229.1793673113707
2019-05,3055.8583621016055
2019-06,3187.630106352348
2019-07,3271.1149059001027
2019-08,3233.0947759745636
2019-09,3335.8663098905176
2019-10,3349.0548573066126
2019-11,3476.032755974341
2019-12,3532.975853719879
2020-01,3542.2177210669665
2020-02,3288.328380731457
2020-03,2858.4899792511123
2020-04,3173.0317227487203
2020-05,3261.546859041007
2020-06,3334.1757370144533
2020-07,3333.8266507152407
2020-08,3503.5709212083634
2020-09,3459.9266010377382
2020-10,3398.8695007940796
2020-11,3716.084427256232
2020-12,3800.4086671920973
2021-01,3813.5403542353165
2021-02,3908.564569955311
2021-03,4145.826577377829
2021-04,4226.582479596786
2021-05,4225.890111824357
2021-06,4415.097976453827
2021-07,4449.32669633441
2021-08,4583.48927653002
2021-09,4480.432106894224
2021-10,4721.2757515241265
2021-11,4738.829907843218
2021-12,4878.897720746398
2022-01,4702.624866223651
2022-02,4570.607567014554
2022-03,4711.956403465714
2022-04,4576.256856629948
2022-05,4511.621151545649
2022-06,4239.199157028875
2022-07,4652.6352190440475
2022-08,4543.281168298765
2022-09,4216.16404756338
2022-10,4430.782406539142
2022-11,4588.131173217856
2022-12,4254.075339506519
2023-01,4480.037754056092
2023-02,4459.612143763833
2023-03,4491.26384952722
2023-04,4484.987508875008
2023-05,4597.877058682775
2023-06,4753.167082132259
2023-07,4876.268456159351
