Date,ACWI WITH USA GROSS
2001-09,1000.0
2001-10,1032.384669912147
2001-11,1102.339075330342
2001-12,1118.8161014466473
2002-01,1125.4248201138066
2002-02,1111.9766283238737
2002-03,1152.3163764252092
2002-04,1080.3827454999996
2002-05,1043.4928495622805
2002-06,926.8792120350212
2002-07,855.29176045082
2002-08,857.2971468386816
2002-09,757.4017511867161
2002-10,811.5707561974895
2002-11,852.1138222428492
2002-12,769.2290045456556
2003-01,729.8918700882956
2003-02,714.236551813108
2003-03,702.8313919266608
2003-04,748.6506225337557
2003-05,751.6166989332061
2003-06,784.5353443154654
2003-07,818.1505898404124
2003-08,858.5852006700516
2003-09,814.6296046548364
2003-10,865.4631607401939
2003-11,852.1767596989289
2003-12,861.1088946138289
2004-01,889.3187229893811
2004-02,905.4840325924081
2004-03,910.6959916703443
2004-04,912.3344334926835
2004-05,903.0827498666349
2004-06,924.7665519992956
2004-07,904.900013924069
2004-08,902.2960426360224
2004-09,901.40338357163
2004-10,901.8544163742463
2004-11,910.5516894522309
2004-12,925.0896640796612
2005-01,944.3471025518263
2005-02,959.9271905467921
2005-03,959.2297244519829
2005-04,945.0225317996046
2005-05,1007.2465320254696
2005-06,1038.087490367323
2005-07,1073.096764677653
2005-08,1068.4640779097463
2005-09,1122.9575182001174
2005-10,1100.2983809181756
2005-11,1159.1045258640931
2005-12,1187.3061653270686
2006-01,1210.1576106410569
2006-02,1231.1908886268286
2006-03,1238.9795652071696
2006-04,1230.4603796787649
2006-05,1160.2227953248057
2006-06,1165.4596907457349
2006-07,1175.9598326160135
2006-08,1203.3422667659217
2006-09,1230.4946069379243
2006-10,1267.2484122006165
2006-11,1255.0955399391685
2006-12,1289.8695148066818
2007-01,1322.438788584748
2007-02,1294.6002730712103
2007-03,1310.9389979381317
2007-04,1336.1520056988154
2007-05,1396.3633006609377
2007-06,1387.3435437233397
2007-07,1347.8272979360713
2007-08,1350.0693405737388
2007-09,1363.4220770137858
2007-10,1392.3358356564472
2007-11,1312.8774146982666
2007-12,1303.9997191267503
2008-01,1183.0801842537219
2008-02,1157.314834850227
2008-03,1093.4550264598888
2008-04,1175.482751721938
2008-05,1197.577734041472
2008-06,1084.6386485750736
2008-07,1067.1761743552108
2008-08,1107.0817641896417
2008-09,1015.800811833162
2008-10,902.5386287840385
2008-11,843.2516636727752
2008-12,798.0429153278418
2009-01,791.9405646647548
2009-02,721.3343508032166
2009-03,747.2306824890402
2009-04,837.7619918282138
2009-05,863.364869685074
2009-06,866.7085699258274
2009-07,933.2596166572098
2009-08,955.3707083863786
2009-09,981.2838343604109
2009-10,957.3135490365097
2009-11,979.9112244488213
2009-12,1046.9347444558455
2010-01,1034.1874764373265
2010-02,1067.1290487314175
2010-03,1146.0465938058421
2010-04,1168.8290980230079
2010-05,1147.597517222194
2010-06,1114.599542825976
2010-07,1133.5553261912492
2010-08,1121.8061676754228
2010-09,1144.6376036379938
2010-10,1165.1571905146832
2010-11,1216.8901621616274
2010-12,1267.607347795215
2011-01,1260.1262039998517
2011-02,1287.7552839617051
2011-03,1252.633513631778
2011-04,1247.8848391574675
2011-05,1261.3361925541114
2011-06,1231.458122114153
2011-07,1222.6423108416848
2011-08,1131.62601223729
2011-09,1100.1573823775195
2011-10,1171.9420026250532
2011-11,1178.5512244337135
2011-12,1220.0801990717853
2012-01,1280.6115534305143
2012-02,1316.8671972075992
2012-03,1332.2345130206827
2012-04,1325.9745918013691
2012-05,1293.393349527726
2012-06,1323.032822597429
2012-07,1382.432297609729
2012-08,1380.7274000165753
2012-09,1395.9975810911121
2012-10,1377.0972848036959
2012-11,1390.2224370991692
2012-12,1403.1829602727785
2013-01,1426.043673151736
2013-02,1481.076595355486
2013-03,1536.1837925782736
2013-04,1539.9680779727723
2013-05,1563.6049220583516
2013-06,1514.0408615584822
2013-07,1553.5425274190372
2013-08,1532.504492674067
2013-09,1570.5060425295917
2013-10,1626.9501304052233
2013-11,1648.193520818872
2013-12,1657.233856086164
2014-01,1626.0059793711139
2014-02,1665.1143327106945
2014-03,1676.926163869712
2014-04,1683.6365725313228
2014-05,1748.6521046660437
2014-06,1776.3464120491008
2014-07,1796.205250946921
2014-08,1865.6230198406959
2014-09,1882.9677544110716
2014-10,1912.3219263465544
2014-11,1954.8790682764495
2014-12,1975.9840320306
2015-01,2086.2162090156253
2015-02,2216.670785307336
2015-03,2280.530699298023
2015-04,2250.2865239590474
2015-05,2298.742702540197
2015-06,2209.6672894052617
2015-07,2248.530409037555
2015-08,2066.038345092268
2015-09,1999.6869368594332
2015-10,2179.815539991705
2015-11,2262.104682184527
2015-12,2160.5824749488247
2016-01,2038.7605724672708
2016-02,2017.4813723483605
2016-03,2067.5329209614933
2016-04,2088.6420908555147
2016-05,2153.3957896591755
2016-06,2145.92681969203
2016-07,2224.4385994661
2016-08,2242.0252405840047
2016-09,2236.557596658385
2016-10,2254.501231382118
2016-11,2348.5833840873383
2016-12,2414.019410182936
2017-01,2420.980143633459
2017-02,2532.3867008985217
2017-03,2548.3860733732795
2017-04,2543.150643230906
2017-05,2519.313705363055
2017-06,2496.1856103519126
2017-07,2483.142113704806
2017-08,2473.1043057677975
2017-09,2536.1013055550147
2017-10,2627.689326955826
2017-11,2618.178813186331
2017-12,2642.542078226716
2018-01,2691.425459649635
2018-02,2634.632415683504
2018-03,2558.4169407384375
2018-04,2630.6018635876926
2018-05,2728.521110988189
2018-06,2714.2518977741593
2018-07,2791.010689309312
2018-08,2830.0328800457833
2018-09,2848.4035565547506
2018-10,2701.7515718267837
2018-11,2744.4835673869557
2018-12,2527.950754056371
2019-01,2718.111271622091
2019-02,2813.5013176474013
2019-03,2890.873698128821
2019-04,2995.751665990966
2019-05,2836.613671748914
2019-06,2958.761689695117
2019-07,3036.168388386823
2019-08,2998.2476266469025
2019-09,3093.7550502444474
2019-10,3106.7018928666193
2019-11,3221.552766273978
2019-12,3277.1924785589426
2020-01,3283.6486692918274
2020-02,3046.502817623172
2020-03,2639.9443360750815
2020-04,2929.2898757577814
2020-05,3011.5806404891136
2020-06,3079.2222854686725
2020-07,3080.524300580851
2020-08,3233.452931435699
2020-09,3192.592564653048
2020-10,3136.6270106102324
2020-11,3432.048562772008
2020-12,3512.354307241088
2021-01,3522.1273409054024
2021-02,3608.0284265274045
2021-03,3827.7236927620906
2021-04,3902.0401456328773
2021-05,3903.735770921347
2021-06,4079.076693180761
2021-07,4108.704727214402
2021-08,4231.916184259363
2021-09,4134.207476886916
2021-10,4352.674916529229
2021-11,4368.665640494996
2021-12,4498.452742634973
2022-01,4340.192411772033
2022-02,4221.113023842501
2022-03,4355.944358543913
2022-04,4228.1819463505135
2022-05,4171.678383444686
2022-06,3916.05398451687
2022-07,4296.948758002696
2022-08,4198.490039304323
2022-09,3898.7544699575774
2022-10,4098.6305609782
2022-11,4241.189113522825
2022-12,3932.380185356679
2023-01,4142.261731709228
2023-02,4121.971921411951
2023-03,4150.366649300162
2023-04,4145.034205969444
2023-05,4249.4772157659945
2023-06,4395.424567311792
2023-07,4509.894401327193
