Date,AC ASIA
2012-03,160.83035323366573
2012-04,159.48496479131586
2012-05,154.9006659588903
2012-06,156.96813419848587
2012-07,162.33835455123466
2012-08,157.6837950774564
2012-09,162.19930838687986
2012-10,159.48532087150448
2012-11,163.02423211359755
2012-12,167.35006801572726
2013-01,166.6695591361663
2013-02,174.97468423036773
2013-03,180.08200728009484
2013-04,184.11926774770586
2013-05,181.03222621546533
2013-06,176.46571584917848
2013-07,174.92332398616293
2013-08,172.97660261679104
2013-09,180.07491133132433
2013-10,183.32627122407644
2013-11,184.5198330011506
2013-12,181.9923044981903
2014-01,177.70637130017795
2014-02,176.15903655961964
2014-03,176.492590625482
2014-04,173.9892246666675
2014-05,183.97025626524095
2014-06,190.12519358290245
2014-07,199.0461110171661
2014-08,200.94484896766534
2014-09,202.26549967124055
2014-10,204.81598310242936
2014-11,206.48861764357673
2014-12,208.98665900476908
2015-01,229.54524886128021
2015-02,239.74758433894834
2015-03,252.89653438565992
2015-04,255.7380663354899
2015-05,259.29663146491026
2015-06,248.16328015515506
2015-07,242.4959861612375
2015-08,220.3607669990247
2015-09,211.88255118305844
2015-10,233.3730934534034
2015-11,238.703201250431
2015-12,231.9633305465695
2016-01,214.42118640919094
2016-02,209.67828088445305
2016-03,216.30792900635888
2016-04,218.83975429774748
2016-05,222.4763141852435
2016-06,223.61470207847893
2016-07,234.65786543733302
2016-08,240.3144673075163
2016-09,242.19451562946307
2016-10,247.74730206166086
2016-11,249.19614302035984
2016-12,249.09732519354384
2017-01,255.35575608437819
2017-02,265.773440720083
2017-03,268.47179755235373
2017-04,268.1046167302874
2017-05,269.39874366769885
2017-06,269.3248436665085
2017-07,270.76139033278713
2017-08,270.52933557758746
2017-09,274.34231498775625
2017-10,291.41287148569705
2017-11,289.45134579565587
2017-12,292.73611657038396
2018-01,299.87014096711624
2018-02,295.6117913608913
2018-03,288.16532110793463
2018-04,295.3666040617546
2018-05,302.161472514892
2018-06,290.6305750598744
2018-07,292.0348718793916
2018-08,292.28446121464015
2018-09,294.47417235344193
2018-10,272.2898186452287
2018-11,281.00919951376227
2018-12,266.13462017526274
2019-01,283.1465774239419
2019-02,288.7360802980523
2019-03,296.6742146082706
2019-04,302.28077027625596
2019-05,283.82242073802087
2019-06,292.85486589701054
2019-07,296.72173805046003
2019-08,291.1285240095894
2019-09,302.17924280896875
2019-10,309.10729887747584
2019-11,313.9517749289277
2019-12,323.14010687630304
2020-01,316.87394506882816
2020-02,302.1865650816456
2020-03,272.2264962661575
2020-04,293.18072587411547
2020-05,293.53293524895633
2020-06,305.1583654029649
2020-07,303.16420605734413
2020-08,314.93970980149555
2020-09,319.58950274111595
2020-10,325.3444547583867
2020-11,347.51988875971506
2020-12,359.6010128369481
2021-01,370.28088800335644
2021-02,375.6071836681508
2021-03,383.23196850976336
2021-04,378.0480813243846
2021-05,377.26688766207104
2021-06,388.36766935900073
2021-07,367.7096266862739
2021-08,378.9417791471254
2021-09,379.6436708108004
2021-10,378.69319502750193
2021-11,376.2754850475536
2021-12,378.35304038321595
2022-01,369.19306007261054
2022-02,361.47799754583417
2022-03,358.03227860170875
2022-04,353.1690263034058
2022-05,350.88728331588607
2022-06,339.3694206195903
2022-07,352.1680189596924
2022-08,353.89684349504995
2022-09,320.2403158306729
2022-10,308.30076920278134
2022-11,341.44206114214023
2022-12,329.4627017223333
2023-01,348.0458401471556
2023-02,335.9112115168336
2023-03,340.1488534175555
2023-04,330.75942863931243
2023-05,340.93691533978307
2023-06,344.12356596621686
2023-07,357.5619208694162
