Date,EMU ex GERMANY
1998-12,100.0
1999-01,101.92232659727529
1999-02,101.75757727734026
1999-03,104.8486963668653
1999-04,108.5921512307226
1999-05,105.86936419235188
1999-06,108.95581474027851
1999-07,105.17367818077389
1999-08,109.06624642578744
1999-09,108.01012508112059
1999-10,113.51953267151505
1999-11,123.20917777327112
1999-12,139.0877712512898
2000-01,132.4283430077878
2000-02,145.9748580546015
2000-03,147.18491715542078
2000-04,149.02134667796946
2000-05,147.5661073657542
2000-06,148.28495232442347
2000-07,147.6956665631627
2000-08,151.25073300237995
2000-09,144.94123241190508
2000-10,148.1732291408226
2000-11,140.78951450572313
2000-12,138.9375887510094
2001-01,139.7632641832719
2001-02,126.66642031879
2001-03,123.018438423538
2001-04,133.1108560636178
2001-05,130.3740799674613
2001-06,124.33451187443158
2001-07,120.85535059310304
2001-08,113.238084220341
2001-09,99.85455295133173
2001-10,105.44573862496242
2001-11,110.27723932946856
2001-12,113.94193855855208
2002-01,110.93967170219568
2002-02,110.07404355266019
2002-03,114.9524613257706
2002-04,110.02990355709024
2002-05,106.24012399613058
2002-06,97.69098992624319
2002-07,85.10059884798653
2002-08,85.95239359252062
2002-09,72.52074908541992
2002-10,81.54888117681728
2002-11,86.6901558353082
2002-12,78.83939335965364
2003-01,74.41488707213506
2003-02,71.50108452890407
2003-03,68.59371598416095
2003-04,77.03348000902108
2003-05,78.3984485417164
2003-06,80.82607964703003
2003-07,83.90414316253658
2003-08,86.41339891273056
2003-09,81.88399145123368
2003-10,87.26813757573888
2003-11,89.01616903373295
2003-12,91.55169545942476
2004-01,94.73049964048612
2004-02,97.21093514446102
2004-03,94.68196566026018
2004-04,95.38821339762814
2004-05,95.4277439205494
2004-06,98.04022257132506
2004-07,95.56762958140851
2004-08,94.86090791303803
2004-09,96.80199826305713
2004-10,99.7002549407936
2004-11,102.28795475524207
2004-12,105.1134421479935
2005-01,107.71685104865041
2005-02,110.9675775311077
2005-03,110.56110189343417
2005-04,107.23496291810834
2005-05,113.42580236133189
2005-06,117.92524287161355
2005-07,122.49169421718405
2005-08,121.42733804121596
2005-09,127.322364615703
2005-10,122.87657422299363
2005-11,127.39057279241183
2005-12,132.36312426169795
2006-01,137.3323020281057
2006-02,141.3948993981592
2006-03,145.4919775473521
2006-04,145.569338854306
2006-05,139.45752612136312
2006-06,140.75353626866107
2006-07,142.74508003429753
2006-08,147.8954044818588
2006-09,151.9290541655224
2006-10,156.19747986084872
2006-11,156.63000023813962
2006-12,162.6707227738759
2007-01,165.82889648547203
2007-02,162.8560331675497
2007-03,167.51599877516372
2007-04,174.51203684348826
2007-05,181.28132332179896
2007-06,178.8425196050626
2007-07,173.11454654229476
2007-08,171.45506012921314
2007-09,173.1240183108775
2007-10,178.65238205494146
2007-11,172.31763179485634
