Date,EMU ex GERMANY
2007-12,170.0880962376873
2008-01,149.3306259056765
2008-02,147.6517770856702
2008-03,144.02369707944524
2008-04,152.8928269141041
2008-05,154.54157415743893
2008-06,135.22438724791576
2008-07,132.51974135582537
2008-08,134.97017725118934
2008-09,119.2247829053701
2008-10,100.01451260927051
2008-11,94.37166996269978
2008-12,93.7119856009573
2009-01,88.34364575290631
2009-02,78.99207127077308
2009-03,81.6985065449213
2009-04,94.58200415032842
2009-05,99.94392123931327
2009-06,98.50772773952768
2009-07,107.61494855115676
2009-08,114.57961424977584
2009-09,119.75098140505415
2009-10,114.67920517685005
2009-11,115.95023879583663
2009-12,122.50165676505591
2010-01,117.17483024782797
2010-02,114.52967051299264
2010-03,122.79291847282913
2010-04,118.94041604475748
2010-05,111.44450309649636
2010-06,109.84499297448842
2010-07,118.09508384908368
2010-08,113.571106285731
2010-09,119.52577184203598
2010-10,123.04701705771896
2010-11,114.36981463748825
2010-12,121.14675760187903
2011-01,127.8663507427728
2011-02,129.98813256594406
2011-03,126.83259262376525
2011-04,130.34647926058128
2011-05,128.32898690990578
2011-06,126.257740250851
2011-07,117.84773452949105
2011-08,105.4409603368879
2011-09,99.23116475635673
2011-10,106.5837807948942
2011-11,103.42840520881148
2011-12,104.37148903357914
2012-01,108.24889269534225
2012-02,112.01027039976782
2012-03,111.25164911077182
2012-04,104.52039350114418
2012-05,97.87864217482795
2012-06,105.99043862837952
2012-07,107.94065517942535
2012-08,112.91716423238722
2012-09,113.33411211370736
2012-10,115.63298004122227
2012-11,119.1932432922283
2012-12,121.95027132108423
2013-01,126.03908496118159
2013-02,124.7122632832439
2013-03,124.53385800484878
2013-04,129.38028392841866
2013-05,133.09706339071948
2013-06,125.31513668472562
2013-07,134.46589389566142
2013-08,133.5349349392117
2013-09,141.67315690542185
2013-10,149.45656545253772
2013-11,149.74021552464006
2013-12,150.5332338388458
2014-01,147.63998224152016
2014-02,155.10086458905752
2014-03,156.86102932151192
2014-04,159.24433802776863
2014-05,163.39199255190016
2014-06,162.29435544632224
2014-07,157.45917049594718
2014-08,160.64693972949868
2014-09,162.62783072843675
2014-10,157.6499066481842
2014-11,163.83708643771197
2014-12,159.72288385039684
2015-01,170.33513137169405
2015-02,183.16876876931246
2015-03,187.33622989830442
2015-04,187.27562781744302
2015-05,189.50974085734038
2015-06,182.39890064027847
2015-07,191.86341695998962
2015-08,176.02001585700634
2015-09,168.79345528833522
2015-10,183.76044801702096
2015-11,187.9641614235951
2015-12,176.95737136217056
2016-01,167.47545999453538
2016-02,162.39919565073058
2016-03,165.60698995611705
2016-04,168.3030687141406
2016-05,172.67885729153429
2016-06,162.13226571167013
2016-07,169.38210807246935
2016-08,170.94124498493497
2016-09,171.4082962995453
2016-10,173.97544782244464
2016-11,173.63231019496143
2016-12,185.27574175458932
2017-01,182.17619829985503
2017-02,187.21077558598304
2017-03,198.78120547027018
2017-04,204.5107242971204
2017-05,208.78858661387784
2017-06,203.56942350349163
2017-07,205.81796319894588
2017-08,205.02423826596504
2017-09,212.761763900164
2017-10,217.42710922335164
2017-11,212.2338420372729
2017-12,210.25064165383785
2018-01,217.91959973543027
2018-02,211.1143000742303
2018-03,207.27440271134634
2018-04,218.66804964741334
2018-05,215.1338528172707
2018-06,214.79230728768223
2018-07,221.74748339850035
2018-08,215.7308443080843
2018-09,216.32356729257253
2018-10,202.14316465865883
2018-11,201.37724731354214
2018-12,190.17224676758232
2019-01,202.23177898798772
2019-02,211.33782829346387
2019-03,215.3273977622411
2019-04,225.2484876574999
2019-05,212.87355708315306
2019-06,223.98115387529984
2019-07,225.6148966479855
2019-08,223.43290066316624
2019-09,231.99787173261342
2019-10,232.90679052790745
2019-11,238.840469580118
2019-12,242.49647101590116
2020-01,238.47555686412483
2020-02,220.0516517639547
2020-03,182.0389278947855
2020-04,191.6918540261362
2020-05,199.3699861200133
2020-06,209.0361230744098
2020-07,205.2607165226457
2020-08,211.0728151835799
2020-09,206.67195476441782
2020-10,198.75879676488614
2020-11,235.15335337557616
2020-12,238.2343167284688
2021-01,234.95723720999504
2021-02,244.84951931778994
2021-03,260.2203229006659
2021-04,267.30466513127817
2021-05,275.5530668351199
2021-06,278.3512345603225
2021-07,283.42233111267666
2021-08,291.133146988279
2021-09,282.35141917606603
2021-10,295.97146234236874
2021-11,286.9935713733643
2021-12,301.6356178660175
2022-01,289.91653459054066
2022-02,276.73437539169396
2022-03,276.13763057735383
2022-04,272.3495106352952
2022-05,273.82775769280545
2022-06,250.80577039497473
2022-07,271.25289833124697
2022-08,257.6739745315623
2022-09,241.52092694818086
2022-10,260.31987151437266
2022-11,281.2493223017318
2022-12,271.20160293818935
2023-01,296.63051964743346
2023-02,302.72714781044095
2023-03,304.16408199022084
2023-04,308.8156675236776
2023-05,301.76436589475634
2023-06,314.36510870883967
2023-07,320.4297435428668
