Date,ACFM AMERICA INDEX
2009-05,1000.0
2009-06,1005.1563370120175
2009-07,1073.9498711034057
2009-08,1092.672445549633
2009-09,1122.0300650958557
2009-10,1089.3116426096722
2009-11,1137.1072016674268
2009-12,1215.5339409377007
2010-01,1202.3134485904736
2010-02,1265.8585957326331
2010-03,1356.5733874554508
2010-04,1400.840356953294
2010-05,1396.7150722651702
2010-06,1326.6357631120072
2010-07,1338.4231555433914
2010-08,1316.0828981104867
2010-09,1336.3800115006409
2010-10,1362.8559775466524
2010-11,1454.6404509145639
2010-12,1506.9243942292599
2011-01,1500.6984297064969
2011-02,1543.5516970720284
2011-03,1507.1198224345758
2011-04,1480.8319686055204
2011-05,1507.4441210341868
2011-06,1469.1500077604342
2011-07,1451.8714831618815
2011-08,1371.6449355886841
2011-09,1347.2442648445985
2011-10,1442.3645355027427
2011-11,1482.349824003767
2011-12,1545.3953539090742
2012-01,1612.9871974856667
2012-02,1647.4044453639337
2012-03,1692.880713902121
2012-04,1691.4910953272677
2012-05,1685.7963691215778
2012-06,1706.0434795236768
2012-07,1782.999319089423
2012-08,1783.080135480937
2012-09,1794.412404936416
2012-10,1752.7548026371076
2012-11,1754.1179256096686
2012-12,1752.7581428465803
2013-01,1786.4285857370926
2013-02,1870.7182359581889
2013-03,1968.0408152337984
2013-04,1947.86803634825
2013-05,2010.9637767658646
2013-06,1965.413401011687
2013-07,2020.861180225022
2013-08,1981.2677342873098
2013-09,1998.891691795234
2013-10,2077.4438640943363
2013-11,2121.893089805956
2013-12,2147.2226377204042
2014-01,2113.4410363996562
2014-02,2158.279984521675
2014-03,2185.0824320269653
2014-04,2190.2481479785
2014-05,2274.2547105129124
2014-06,2322.9289588419097
2014-07,2348.1637542327762
2014-08,2481.4873418750635
2014-09,2526.055825720407
2014-10,2597.1519681789373
2014-11,2668.3919087043655
2014-12,2729.998971862385
2015-01,2831.9744075768717
2015-02,3014.848556497256
2015-03,3094.7362587263365
2015-04,3011.261515755472
2015-05,3100.1832445111827
2015-06,2993.2648457508944
2015-07,3060.5973725512695
2015-08,2831.0173866084765
2015-09,2759.9257309521117
2015-10,3012.2362067708627
2015-11,3154.5471340233903
2015-12,3005.5370467006483
2016-01,2861.7378220964206
2016-02,2852.085638513698
2016-03,2917.745676088829
2016-04,2930.878659425367
2016-05,3052.1961829905613
2016-06,3074.2876777872198
2016-07,3170.7260249181386
2016-08,3189.105356843686
2016-09,3165.2297282555105
2016-10,3194.8831258060654
2016-11,3405.262968169473
2016-12,3487.7490532435786
2017-01,3482.639221807784
2017-02,3669.8757825880953
2017-03,3652.6406870839883
2017-04,3619.2003265710946
2017-05,3546.5671217960303
2017-06,3523.1553850428536
2017-07,3486.220890301458
2017-08,3472.403347547042
2017-09,3566.4920588835116
2017-10,3691.6268675891265
2017-11,3706.037036011538
2017-12,3728.723039764417
2018-01,3797.414264163248
2018-02,3728.979155893739
2018-03,3612.2730897735405
2018-04,3693.95498901509
2018-05,3898.3006393459964
2018-06,3919.0630448335573
2018-07,4053.8123933455345
2018-08,4189.834841935537
2018-09,4218.925985165757
2018-10,4032.512523172447
2018-11,4106.975194477582
2018-12,3710.5294960232322
2019-01,4016.10147953215
2019-02,4173.501407966639
2019-03,4300.458017192498
2019-04,4475.619625411456
2019-05,4226.984553836317
2019-06,4424.003904758872
2019-07,4588.490869762793
2019-08,4552.740089431374
2019-09,4682.865971296647
2019-10,4672.5797956789265
2019-11,4893.973129141008
2019-12,4955.3158996740585
2020-01,5020.9728994165225
2020-02,4650.390004849359
2020-03,4023.127053718151
2020-04,4554.692936784227
2020-05,4715.2452097593805
2020-06,4781.5420139751795
2020-07,4815.033742845351
2020-08,5102.935766221908
2020-09,5006.57387062792
2020-10,4908.610691480735
2020-11,5345.014437709989
2020-12,5446.462229444479
2021-01,5428.700890053708
2021-02,5577.840610341829
2021-03,5981.370014909446
2021-04,6153.448619384536
2021-05,6108.458518926857
2021-06,6464.721424207027
2021-07,6604.134602967914
2021-08,6819.547080364039
2021-09,6618.99615731698
2021-10,7082.039004685876
2021-11,7193.470328934486
2021-12,7405.942020741342
2022-01,7115.273008286938
2022-02,6910.978968037082
2022-03,7237.571148686511
2022-04,6943.633879660745
2022-05,6837.328984041336
2022-06,6409.450608491687
2022-07,7165.757656646692
2022-08,6987.938723066688
2022-09,6516.441754690537
2022-10,6969.449511257849
2022-11,7050.941962551069
2022-12,6407.803295273522
2023-01,6721.802828039477
2023-02,6708.99480329114
2023-03,6768.253282548296
2023-04,6751.997139115816
2023-05,7016.438153898098
2023-06,7318.632627499762
2023-07,7492.6738833791
