Date,ACWI ex AUSTRIA
2015-12,2342.9204780657487
2016-01,2210.868486752403
2016-02,2187.8004126718433
2016-03,2242.030357981342
2016-04,2264.8772200998314
2016-05,2335.191752830564
2016-06,2327.1913812556168
2016-07,2412.2852886059277
2016-08,2431.329590772142
2016-09,2425.3348304643882
2016-10,2444.7052153813847
2016-11,2546.7673509582305
2016-12,2617.692855512251
2017-01,2625.196337013356
2017-02,2746.051358460563
2017-03,2763.361926336308
2017-04,2757.539820592615
2017-05,2731.5530519657946
2017-06,2706.454515668109
2017-07,2692.186826487447
2017-08,2681.27877601436
2017-09,2749.579063018604
2017-10,2848.876891294075
2017-11,2838.5513330596136
2017-12,2864.9796149940626
2018-01,2917.856396092246
2018-02,2856.3251935795774
2018-03,2773.6992319835945
2018-04,2852.0192724212584
2018-05,2958.366345239118
2018-06,2942.931839232247
2018-07,3026.1116613867066
2018-08,3068.614866448457
2018-09,3088.476879011157
2018-10,2929.437214654513
2018-11,2975.8967563808487
2018-12,2741.211573816793
2019-01,2947.394467162185
2019-02,3050.82996919741
2019-03,3134.829065374379
2019-04,3248.487800828174
2019-05,3076.0376268294785
2019-06,3208.5019922878932
2019-07,3292.4670225448604
2019-08,3251.4060664814824
2019-09,3354.959780595927
2019-10,3368.91373867998
2019-11,3493.5594776544663
2019-12,3553.906657584944
2020-01,3561.028712362368
2020-02,3303.9128937443243
2020-03,2863.3657584738635
2020-04,3177.1392755220522
2020-05,3266.4291030017475
2020-06,3339.8011086904244
2020-07,3341.3062951676866
2020-08,3507.1912328902176
2020-09,3462.9602277145605
2020-10,3402.226635168351
2020-11,3722.3921397257423
2020-12,3809.368823761429
2021-01,3819.9203282482194
2021-02,3913.0519433956715
2021-03,4151.3220312298945
2021-04,4231.927293186305
2021-05,4233.5404465100755
2021-06,4423.833748883661
2021-07,4455.929532725853
2021-08,4589.483207887694
2021-09,4483.36827861618
2021-10,4720.385521949535
2021-11,4737.7465685768875
2021-12,4878.41792653591
2022-01,4706.710954268711
2022-02,4577.926670127845
2022-03,4724.299712049636
2022-04,4585.696627542964
2022-05,4524.30411463981
2022-06,4247.218014079852
2022-07,4660.4287156030405
2022-08,4553.753777982487
2022-09,4228.624008851424
2022-10,4445.328258092051
2022-11,4599.766314662671
2022-12,4264.761009867935
2023-01,4492.33546536057
2023-02,4470.183112317316
2023-03,4501.272977423536
2023-04,4495.406448149397
2023-05,4608.826779825903
2023-06,4767.053589121671
2023-07,4891.167005808937
