Date,ACWI ex JAPAN
1998-12,100.0
1999-01,105.65459976866964
1999-02,106.51698845088073
1999-03,112.11720171362504
1999-04,119.37229220993544
1999-05,117.11312648171365
1999-06,123.73051197954616
1999-07,117.28319729593265
1999-08,118.78325723194129
1999-09,115.37205862769441
1999-10,122.95319175330923
1999-11,132.10382260079166
1999-12,144.17806300814257
2000-01,139.51665824877352
2000-02,142.8727225047359
2000-03,152.84864703274582
2000-04,154.01547152148441
2000-05,147.93730016878882
2000-06,147.3157814600896
2000-07,149.7196223198061
2000-08,160.23986410087315
2000-09,152.4619212422478
2000-10,156.39291606389958
2000-11,142.467472182398
2000-12,135.55895818980022
2001-01,140.88943279231646
2001-02,129.8865183383924
2001-03,125.43188870650496
2001-04,134.25253058303736
2001-05,138.7129808128544
2001-06,135.10564046002105
2001-07,129.54278973130081
2001-08,118.76439375174982
2001-09,107.65445573942168
2001-10,111.44141634060391
2001-11,119.6082930218301
2001-12,122.27817537402035
2002-01,123.56348712392165
2002-02,121.57984988246257
2002-03,125.8552711471206
2002-04,117.02660318850926
2002-05,112.36728207662834
2002-06,99.71781119254659
2002-07,91.88418292961363
2002-08,92.21488538120222
2002-09,80.88118611322854
2002-10,87.88834699600099
2002-11,92.39385346529872
2002-12,83.2336651134713
2003-01,79.07528104232263
2003-02,77.21186107019203
2003-03,76.26533187008951
2003-04,81.87899207729166
2003-05,82.27374559168756
2003-06,85.51385596403513
2003-07,89.04593795528754
2003-08,92.80592744246837
2003-09,87.61021537709239
2003-10,93.21987933490149
2003-11,92.20254097681637
2003-12,93.13005550443708
2004-01,96.16986315083986
2004-02,98.12344537501063
2004-03,97.39134286529008
2004-04,97.88328344340191
2004-05,97.33161899548791
2004-06,99.32571679302556
2004-07,97.48656943753014
2004-08,97.19533878811342
2004-09,97.55236110358555
2004-10,97.58415837985105
2004-11,98.59161915757326
2004-12,100.03989709996738
2005-01,102.14789999946116
2005-02,103.9845903337121
2005-03,103.88806022200096
2005-04,102.39622217010388
2005-05,109.44075798884082
