Date,ASIA APEX 50
2002-05,524.9877779113934
2002-06,469.3290875807479
2002-07,453.969050803703
2002-08,442.0493633696148
2002-09,388.5171037087882
2002-10,412.27071464776174
2002-11,435.39547828616827
2002-12,376.2635730691915
2003-01,367.86989622912915
2003-02,351.0954949231546
2003-03,329.9743864432377
2003-04,335.21012659853676
2003-05,343.4904374508943
2003-06,371.99021189453316
2003-07,417.50741637248217
2003-08,464.5806095806744
2003-09,435.9261780082554
2003-10,470.44583617396586
2003-11,448.8519135495235
2003-12,444.6634560858666
2004-01,489.64126696670894
2004-02,505.7777321011274
2004-03,499.1156101715811
2004-04,481.9526474181383
2004-05,462.940206609932
2004-06,457.7044239642206
2004-07,449.1831094778639
2004-08,475.32353869803916
2004-09,477.0418164868329
2004-10,465.7138303250429
2004-11,482.25680628820163
2004-12,485.2935098323657
2005-01,509.91192775681986
2005-02,530.9562725178407
2005-03,515.9703078615634
2005-04,515.0572383647868
2005-05,553.7483408396088
2005-06,578.4719378357588
2005-07,619.7478821035153
2005-08,596.5816470751764
2005-09,638.426234015396
2005-10,602.1499904268089
2005-11,653.6436437086433
2005-12,688.9694897816146
2006-01,722.7227707831601
2006-02,725.589667812897
2006-03,718.070763238319
2006-04,733.2915125322809
2006-05,677.0166349270643
2006-06,684.9204357321886
2006-07,687.8617838227318
2006-08,708.1194906852195
2006-09,733.0889160706843
2006-10,744.1085591653143
2006-11,769.3750549699122
2006-12,814.6666961940024
2007-01,806.057962280514
2007-02,793.6184101560954
2007-03,800.8824382222897
2007-04,795.2053817533822
2007-05,836.718033232969
2007-06,885.7852452893776
2007-07,932.0250493565064
2007-08,941.4152837912578
2007-09,1026.0757547418523
2007-10,1118.2209785564255
2007-11,1000.0
2007-12,977.771030225681
2008-01,827.8982904091905
2008-02,851.8006183300263
2008-03,777.5792061249782
2008-04,876.9322736986093
2008-05,849.1167845093696
2008-06,756.850072930756
2008-07,761.8745474406513
2008-08,754.0201198871902
2008-09,671.6644531968919
2008-10,578.6741230320995
2008-11,544.3902948677828
2008-12,534.2492598194295
2009-01,543.3300738175086
2009-02,521.4428013126806
2009-03,560.3641702726133
2009-04,637.1548441274264
2009-05,673.8489492287738
2009-06,684.8404379401755
2009-07,769.1666536561146
2009-08,730.6582822155839
2009-09,775.6904140848648
2009-10,771.3047745575137
2009-11,771.1977108227093
2009-12,836.7051292348455
2010-01,805.7084597389871
2010-02,822.396127815086
2010-03,881.3122078972278
2010-04,916.6080129740259
2010-05,913.9898704993351
2010-06,922.3874346937074
2010-07,918.1467956746724
2010-08,916.2155092035309
2010-09,933.0452305499354
2010-10,945.4935200999169
2010-11,1016.671858147403
2010-12,1035.7727174613512
2011-01,1036.0196538452658
2011-02,993.0747759038611
2011-03,1016.4627135025725
2011-04,1008.5108365683215
2011-05,1035.9708472839677
2011-06,985.1755749835784
2011-07,1001.0081407328213
2011-08,905.2439719749849
2011-09,860.6515443761359
2011-10,925.6326127369031
2011-11,888.3760334153299
2011-12,937.768193541193
2012-01,1031.1603333839585
2012-02,1070.802278131129
2012-03,1044.9458026852315
2012-04,1068.215138668077
2012-05,1025.0395390872911
2012-06,1028.6040618496509
2012-07,1103.420717250918
2012-08,1056.1576734873568
2012-09,1109.742756811836
2012-10,1109.1444621951255
2012-11,1134.8337638625583
2012-12,1159.0076850270061
2013-01,1132.889066884403
2013-02,1177.1022170520423
2013-03,1168.3614665809928
2013-04,1155.624482216897
2013-05,1163.0780190580017
2013-06,1097.4670822552262
2013-07,1113.0400437224946
2013-08,1131.5297044543556
2013-09,1161.4312482718935
2013-10,1195.6265438245136
2013-11,1220.0548370103602
2013-12,1181.820321543312
2014-01,1140.3207498971449
2014-02,1157.7109711908536
2014-03,1153.4331778274523
2014-04,1155.5389368550134
2014-05,1232.5526834070479
2014-06,1251.6154985784701
2014-07,1340.8494230848594
2014-08,1362.590451867973
2014-09,1315.5029863232949
2014-10,1367.6487370343966
2014-11,1384.3521610175096
2014-12,1409.3654252008712
2015-01,1554.142568599839
2015-02,1591.7107901359384
2015-03,1677.5029241530858
2015-04,1753.3856939640066
2015-05,1737.2931790602622
2015-06,1662.2811285140988
2015-07,1558.4835700561457
2015-08,1375.291573127759
2015-09,1356.0988642557231
2015-10,1505.6771700955487
2015-11,1521.7339342804514
2015-12,1465.2016100313435
2016-01,1332.1654138285228
2016-02,1319.1887195663066
2016-03,1408.7310642464151
2016-04,1389.2475278743548
2016-05,1421.3312180498024
2016-06,1470.1894198756413
2016-07,1535.9567263456818
2016-08,1625.0916214488493
2016-09,1661.5797736454942
2016-10,1681.4877554333998
2016-11,1703.7800276943083
2016-12,1671.1413736049667
2017-01,1755.5812216131349
2017-02,1834.759080332745
2017-03,1870.8505457444192
2017-04,1892.9563601679065
2017-05,1929.3892556630744
2017-06,1958.8849293615044
2017-07,2023.4767276061175
2017-08,2039.162668593745
2017-09,2057.5171508346984
2017-10,2203.550407838733
2017-11,2169.5041482729703
2017-12,2185.698131620629
2018-01,2299.251461631666
2018-02,2215.833757934944
2018-03,2160.06871242697
2018-04,2210.8578143886025
2018-05,2266.2839284198353
2018-06,2169.3397676531918
2018-07,2168.755050698378
2018-08,2149.0950413772143
2018-09,2135.5134170335837
2018-10,1920.4491303821894
2018-11,2016.8333042449397
2018-12,1923.4745102917445
2019-01,2104.265697517366
2019-02,2170.1807265015736
2019-03,2225.2818893704034
2019-04,2303.0586219590496
2019-05,2044.410974506391
2019-06,2180.593257763402
2019-07,2216.1098053056435
2019-08,2125.8171773214426
2019-09,2198.8836404547847
