Date,AC ASEAN
1998-12,1000.0000000000001
1999-01,1013.7127253397986
1999-02,1018.1917023940426
1999-03,1083.0511318163772
1999-04,1459.6393738834854
1999-05,1434.8583180077092
1999-06,1654.3048770409455
1999-07,1510.5646199139057
1999-08,1455.2396065231683
1999-09,1329.3537566147772
1999-10,1475.9053476793922
1999-11,1574.291132858079
1999-12,1789.4276023747784
2000-01,1634.5664146965148
2000-02,1453.7917455675179
2000-03,1489.346281689307
2000-04,1569.738994832412
2000-05,1247.7003629972467
2000-06,1231.70737266271
2000-07,1212.5824690784343
2000-08,1298.7808716697696
2000-09,1165.4020342892243
2000-10,1221.2138771447462
2000-11,1178.7553042005304
2000-12,1063.1303190332271
2001-01,1145.7225609516634
2001-02,1129.0784955731208
2001-03,1012.1563999394234
2001-04,968.631494001748
2001-05,996.7897353136046
2001-06,1023.2793494607633
2001-07,1028.078190582412
2001-08,1031.5041331774623
2001-09,866.710047421851
2001-10,855.5508557193702
2001-11,923.6881365054132
2001-12,1006.1130681687207
2002-01,1153.5971509667868
2002-02,1132.182902453011
2002-03,1186.9977076147213
2002-04,1164.2529730066422
2002-05,1102.2511060143297
2002-06,990.6631600086366
2002-07,976.2908110632354
2002-08,965.3574627886815
2002-09,861.3112512331744
2002-10,905.599426010184
2002-11,873.5782104967573
2002-12,829.4257509837383
2003-01,804.2278165019717
2003-02,787.8064883496334
2003-03,770.6056954068887
2003-04,769.7985310258932
2003-05,796.21278031908
2003-06,864.3594654080046
2003-07,923.0460307610963
2003-08,984.0446254086839
2003-09,963.8136040998671
2003-10,1040.3288140612422
2003-11,993.1709425220429
2003-12,1023.9554445059257
2004-01,1067.8722928823238
2004-02,1097.9903330071409
2004-03,1097.185392708254
2004-04,1104.179935761892
2004-05,1047.8619157104067
2004-06,1063.5345022772672
2004-07,1096.3610603388659
2004-08,1091.7494977370332
2004-09,1125.6666035222142
2004-10,1113.8920798353313
2004-11,1136.402479843832
2004-12,1131.5357810058401
2005-01,1215.083818208463
2005-02,1213.2578611450563
2005-03,1197.6290917861481
2005-04,1195.2523714870852
2005-05,1255.600766608427
2005-06,1304.6051738244234
2005-07,1384.4291356443666
2005-08,1314.1752403272353
2005-09,1367.9004814225325
2005-10,1328.4036635548775
2005-11,1383.5761558652816
2005-12,1445.573411688166
2006-01,1501.520038997078
2006-02,1553.6673297992693
2006-03,1573.777188834837
2006-04,1618.7075092448617
2006-05,1469.1380966176507
2006-06,1468.4577189344636
2006-07,1510.8446099745836
2006-08,1554.1408434877826
2006-09,1615.102475461665
2006-10,1706.8190625318573
2006-11,1772.807189270234
2006-12,1844.7106520116222
2007-01,1945.8008501503248
2007-02,1922.842927397537
2007-03,2000.1209870630998
2007-04,2059.323229989259
2007-05,2192.5485609603907
2007-06,2211.802388529773
2007-07,2264.0399941750425
2007-08,2151.0890034365266
2007-09,2268.8824627122926
2007-10,2410.088191240851
2007-11,2257.4576467180223
2007-12,2316.5631124861184
2008-01,2127.8452117094625
2008-02,2168.6901343123304
2008-03,1993.5014245925865
2008-04,2074.119107321642
2008-05,2072.3675222777483
2008-06,1884.1729850707607
2008-07,1863.0141704487098
2008-08,1848.013855070175
2008-09,1669.7886319776487
2008-10,1328.8002007486282
2008-11,1281.2076477601129
2008-12,1277.1856413967776
2009-01,1321.360417081878
2009-02,1243.1472757089646
2009-03,1271.961949394653
2009-04,1511.0059426975197
2009-05,1648.2577472016096
2009-06,1709.9468171564602
2009-07,1930.008835592859
2009-08,1889.8442097403163
2009-09,1983.5629005581932
2009-10,1954.2145271187758
2009-11,1982.1943137833314
2009-12,2165.5598074130316
2010-01,2161.7470081697556
2010-02,2215.4360709911875
2010-03,2415.2012133337225
2010-04,2564.9912152213155
2010-05,2578.5550201639358
2010-06,2688.9483054310635
2010-07,2695.9158656830687
2010-08,2820.458084983931
2010-09,2884.2171479969597
2010-10,2912.9402050931317
2010-11,3013.0190248585673
2010-12,3066.943115110015
2011-01,2898.795252950879
2011-02,2856.027682538562
2011-03,2960.964378807066
2011-04,2969.0907411523904
2011-05,3020.4259691616444
2011-06,2987.58237374112
2011-07,3166.135015088347
2011-08,2901.311434706224
2011-09,2729.4920439314296
2011-10,2909.0820304721533
2011-11,2834.831760883524
2011-12,2976.531275087576
2012-01,3206.6011820911663
2012-02,3278.6802180542886
2012-03,3299.9639822145805
2012-04,3344.0203849087043
2012-05,3264.3191059085934
2012-06,3319.063398671176
2012-07,3597.6770218246875
2012-08,3489.3713871590016
2012-09,3550.3519908260473
2012-10,3542.0375998766053
2012-11,3524.0544064933756
2012-12,3598.484365437309
2013-01,3538.915288975091
2013-02,3792.1204295498446
2013-03,3920.92170376852
2013-04,3946.5623238588555
2013-05,3890.572579861941
2013-06,3714.630976473058
2013-07,3597.192597263283
2013-08,3322.3632370311425
2013-09,3385.034713290206
2013-10,3566.2210308502804
2013-11,3389.4074091935117
2013-12,3286.6357982404265
2014-01,3240.1373246761946
2014-02,3330.722876178394
2014-03,3437.145955921363
2014-04,3513.2221876306926
2014-05,3596.964914920181
2014-06,3625.466940384402
2014-07,3826.5119702733214
2014-08,3915.099737958936
2014-09,3962.435184507368
2014-10,3979.7939633446636
2014-11,3983.707001872432
2014-12,3982.993335652915
2015-01,4254.065355212951
2015-02,4341.277579600578
2015-03,4517.836787117025
2015-04,4380.741297933907
2015-05,4314.393223420317
2015-06,4119.162254415878
2015-07,3993.6371427396757
2015-08,3522.1788475476224
2015-09,3340.829779796529
2015-10,3650.8881578880255
2015-11,3720.06476513281
2015-12,3622.421334892598
2016-01,3565.6357620951953
2016-02,3635.6590119062607
2016-03,3803.254328662473
2016-04,3751.6747285715246
2016-05,3730.653465182009
2016-06,3922.8852510630363
2016-07,3993.58803873748
2016-08,4035.06229737079
2016-09,3960.803322115225
2016-10,3982.029261886625
2016-11,3896.171990226939
2016-12,3962.1470707089948
2017-01,4038.862940124655
2017-02,4174.780684135844
2017-03,4278.778092097877
2017-04,4290.974042182677
2017-05,4258.4455727035875
2017-06,4237.7780122394415
2017-07,4200.498088564862
2017-08,4186.252106801527
2017-09,4226.937697057003
2017-10,4380.582508713834
2017-11,4362.177706260988
2017-12,4529.124228062055
2018-01,4614.375915619058
2018-02,4645.467461450264
2018-03,4505.260514195363
2018-04,4624.23613365375
2018-05,4536.072409819335
2018-06,4221.71803197119
2018-07,4392.579017681198
2018-08,4438.588997832154
2018-09,4443.636579916169
2018-10,4270.7840586865395
2018-11,4412.217713465141
2018-12,4359.83632870936
2019-01,4625.61147896974
2019-02,4615.974631654074
2019-03,4663.909906334703
2019-04,4787.824504018738
2019-05,4631.832726916178
2019-06,4851.752880752598
2019-07,4913.280238823044
2019-08,4767.058145117024
2019-09,4780.288732817592
2019-10,4780.958422750669
2019-11,4758.51619968216
2019-12,4829.748243500755
2020-01,4642.8913465389505
2020-02,4262.695469187569
2020-03,3438.6762679468916
2020-04,3799.6210905161747
2020-05,3807.5317096959475
2020-06,3931.1157091237824
2020-07,3787.176008597437
2020-08,3735.5540058784254
2020-09,3588.706993530732
2020-10,3631.062194333002
2020-11,4096.613713843995
2020-12,4156.449462336498
2021-01,4109.982923709014
2021-02,4183.136039144728
2021-03,4328.466677894057
2021-04,4283.095801230497
2021-05,4225.462884973461
2021-06,4217.6449662375335
2021-07,4075.7373435806817
2021-08,4345.515066290827
2021-09,4341.424200860137
2021-10,4535.621942303934
2021-11,4433.242398732515
2021-12,4481.393497779155
2022-01,4524.8266074870135
2022-02,4639.278816207144
2022-03,4706.32608514345
2022-04,4764.971865018947
2022-05,4626.843175108055
2022-06,4330.223513679816
2022-07,4566.051296877938
2022-08,4718.466461804932
2022-09,4540.742231045393
2022-10,4564.561749537469
2022-11,4759.724077070169
2022-12,4579.806122995843
2023-01,4723.262561331484
2023-02,4567.07113883098
2023-03,4632.336433235315
2023-04,4568.473619558607
2023-05,4508.206727575582
2023-06,4404.102659852998
2023-07,4661.341762698428
