Date,WORLD ex UK
1998-12,100.0
1999-01,106.06061735675657
1999-02,106.22030574640004
1999-03,112.65433407038613
1999-04,119.51302054111807
1999-05,117.1032168019087
1999-06,124.56772786906824
1999-07,119.43951763482312
1999-08,120.85676262617056
1999-09,118.81165883973986
1999-10,126.95986386937265
1999-11,136.4995814450532
1999-12,148.58542052023972
2000-01,144.0723287976962
2000-02,147.2983568201498
2000-03,158.39839234016952
2000-04,159.3117975793107
2000-05,152.73871898141454
2000-06,153.16070111776963
2000-07,153.43451615847974
2000-08,165.51391918931492
2000-09,157.47105925962953
2000-10,160.81519333904023
2000-11,147.06847042335647
2000-12,137.83717868547362
2001-01,142.41599517406726
2001-02,131.58150544879123
2001-03,127.61151315986967
2001-04,136.84257007291052
2001-05,141.68012822540734
2001-06,137.475948776922
2001-07,131.05866257998497
2001-08,119.67610260203458
2001-09,108.55921661068284
2001-10,111.87737865265129
2001-11,119.71811382015538
2001-12,120.91385106541927
2002-01,121.45843003422536
2002-02,119.80343223066693
2002-03,124.03819860614108
2002-04,115.54006723658271
2002-05,111.94990957159476
2002-06,99.25802165615264
2002-07,91.35576076550122
2002-08,91.66691029356008
2002-09,80.91029279293622
2002-10,86.67111504427
2002-11,91.2225251419103
2002-12,82.00812296083686
2003-01,78.1642751844328
2003-02,76.50982927842031
2003-03,75.34634345761852
2003-04,80.11688303482467
2003-05,80.36557449435938
2003-06,83.85857642602863
2003-07,87.45957083687436
2003-08,91.92715753764963
2003-09,86.9252539404833
2003-10,92.17628184137364
2003-11,90.62227068201788
2003-12,91.4203098397458
2004-01,94.55261598052911
2004-02,95.82810582120456
2004-03,96.48918836715129
2004-04,96.79242508376713
2004-05,95.80908943054663
2004-06,98.42033257222042
2004-07,95.97429690201884
2004-08,95.52286209572512
2004-09,95.12224852191368
2004-10,95.17436151145908
2004-11,95.78816917325348
2004-12,97.33362764391593
2005-01,99.03512956673552
2005-02,100.1821847643566
2005-03,100.47038726616088
2005-04,98.87904081891043
2005-05,105.66642892677193
2005-06,108.66125638590901
2005-07,112.3873486519315
2005-08,111.57859544418174
2005-09,116.9326700411897
2005-10,114.96731612291026
2005-11,121.18849011577964
2005-12,123.74664017620282
2006-01,125.37996295655797
2006-02,127.64817903501896
2006-03,128.4851777505351
2006-04,126.81845346617568
2006-05,120.01199696539885
2006-06,120.42076354176633
2006-07,121.18304246398822
2006-08,124.04445665562788
2006-09,127.15299515461028
2006-10,130.6478495873338
2006-11,128.9536711888301
2006-12,132.21974406506607
2007-01,136.01666622005305
2007-02,133.10391011467544
2007-03,134.31891226359735
2007-04,136.87366811710916
2007-05,143.04937978387088
2007-06,141.12238983357142
2007-07,136.23495455145687
2007-08,136.8891427535761
2007-09,137.69447963072244
2007-10,139.048703254557
2007-11,131.74165498680728
2007-12,130.83029385575753
2008-01,119.55238965975212
2008-02,115.84872685441259
2008-03,110.14485193737784
2008-04,117.93329839060459
2008-05,120.4108087804056
2008-06,109.10876229661702
2008-07,107.73247200458643
2008-08,112.86447293972591
2008-09,104.67623173915399
2008-10,93.99810211522659
2008-11,87.92188082297673
2008-12,83.41011467261261
2009-01,82.34359047773302
2009-02,74.46538580354257
2009-03,76.93979649835549
2009-04,85.71346578770356
2009-05,87.21831961773296
2009-06,87.73756908214689
2009-07,94.1088059429145
2009-08,96.71142310565138
2009-09,98.89456940172991
2009-10,95.92326017470782
2009-11,98.30041162799887
2009-12,104.65095024103367
2010-01,103.66521862013036
2010-02,107.4542733756273
2010-03,115.18042635846531
2010-04,117.44264616720605
2010-05,115.37853396644606
2010-06,111.52199570668208
2010-07,112.93956412165315
2010-08,111.27677354300995
2010-09,113.33929767803922
2010-10,115.47535880118814
2010-11,121.07415517047811
2010-12,126.16977839062751
2011-01,126.31863676796499
2011-02,129.72725688849783
2011-03,125.27828069589202
2011-04,124.64796903784628
2011-05,126.12592517176496
2011-06,123.31017810735416
2011-07,121.94460048975694
2011-08,113.22280623571446
2011-09,111.07971597909079
2011-10,117.7403701055216
2011-11,119.1284636326116
2011-12,123.49896321853126
2012-01,128.85510735884225
2012-02,132.28599001102145
2012-03,135.0236654129702
2012-04,134.07490031688033
2012-05,131.7155556041453
2012-06,134.67653930239905
2012-07,140.62109788857975
2012-08,140.82846947538658
2012-09,141.89817126314583
2012-10,139.77783211449054
2012-11,141.10631423071496
2012-12,141.8745192551673
2013-01,145.0442819895861
2013-02,151.34851917377725
2013-03,157.96683555285423
2013-04,158.8333038523673
2013-05,161.7820511959406
2013-06,157.84254375059925
2013-07,162.4985842806095
2013-08,159.95657497451873
2013-09,163.58509473042383
2013-10,169.36770727346374
2013-11,172.33455013072827
2013-12,173.85173632513673
2014-01,171.21149467690384
2014-02,175.29833845649904
2014-03,176.60522619176803
2014-04,176.86869374616654
2014-05,183.64526689330447
2014-06,186.59391063428077
2014-07,187.88028600222134
2014-08,195.47241258875547
2014-09,198.85932634016072
2014-10,202.40039424139232
2014-11,207.81560001164883
2014-12,210.94647854276502
2015-01,222.00377119897902
2015-02,236.47433889226053
2015-03,244.19381974819322
2015-04,238.7813256291644
2015-05,245.21354162886996
2015-06,236.04032427261518
2015-07,242.40915641465276
2015-08,223.47686085650523
2015-09,216.30817462372886
2015-10,236.0865390022079
2015-11,246.19398374448932
2015-12,235.6825454646438
2016-01,222.52669396347252
2016-02,220.1196975216149
2016-03,224.6138287391098
2016-04,226.83909078565586
2016-05,235.11297540652794
2016-06,233.54133210732743
2016-07,242.14728226545643
2016-08,243.44248902116354
2016-09,242.57092377869935
2016-10,244.5187365505411
2016-11,256.65441724644717
2016-12,264.0884922196153
2017-01,264.23819259727884
2017-02,276.4787896439699
2017-03,277.70293629321986
2017-04,276.824295706988
2017-05,273.5459875870641
2017-06,271.2951209103302
2017-07,268.7790088925464
2017-08,267.2295600531551
2017-09,274.68537563042025
2017-10,284.3515079368236
2017-11,284.3897436896677
