Date,WORLD ex UK
2017-12,285.6044350727839
2018-01,290.3377138652701
2018-02,284.85655717019847
2018-03,276.1836547897452
2018-04,283.8393899584739
2018-05,296.22830657160216
2018-06,296.327728815205
2018-07,305.4684713273958
2018-08,312.25885345992316
2018-09,314.4382862617151
2018-10,298.6225178376222
2018-11,302.9289688188236
2018-12,276.62756302204656
2019-01,297.2528128326402
2019-02,308.6293040012182
2019-03,317.3715053869433
2019-04,329.70405837184234
2019-05,312.8118241627758
2019-06,326.7020553988013
2019-07,336.37120956907626
2019-08,333.8219417209615
2019-09,344.16125387853964
2019-10,344.91706357745704
2019-11,359.10880588846584
2019-12,363.0210052497764
2020-01,366.2555441038777
2020-02,339.15916659423766
2020-03,295.3254534895749
2020-04,329.22878572899134
2020-05,340.66654409498267
2020-06,346.65437444458445
2020-07,345.63547279016274
2020-08,365.19718475480875
2020-09,359.9999746766486
2020-10,351.6930171030274
2020-11,385.854879577233
2020-12,393.1552928757561
2021-01,391.98265631013123
2021-02,402.343526458359
2021-03,429.70581130920743
2021-04,439.30834101797956
2021-05,438.5270339397951
2021-06,459.8166848919209
2021-07,468.3814946536583
2021-08,482.7022238703788
2021-09,471.02160961073423
2021-10,498.90414731380247
2021-11,502.56438104252885
2021-12,518.2367462331665
2022-01,496.63398474112023
2022-02,482.5730495117644
2022-03,501.40748518137707
2022-04,484.05632858608226
2022-05,477.0747370089411
2022-06,446.6753988346829
2022-07,495.36637593989474
2022-08,481.8413046133811
2022-09,448.71810391086507
2022-10,477.0559377005068
2022-11,489.2461790031808
2022-12,451.35684723541783
2023-01,475.1660372057522
2023-02,474.530281499957
2023-03,478.6540311325614
2023-04,478.81033168677396
2023-05,492.5392858883942
2023-06,511.05004081944855
2023-07,522.8000771404911
