Date,FM GCC COUNTRIES
2014-06,952.6259242727156
2014-07,996.9001603835942
2014-08,1027.5076527178098
2014-09,1072.9241015767432
2014-10,1035.8144761815756
2014-11,996.8644639194273
2014-12,954.9535305884301
2015-01,1032.0237984996695
2015-02,1076.6685316708047
2015-03,1045.5778520741264
2015-04,1041.5331283471737
2015-05,1014.401166005423
2015-06,1009.532899407555
2015-07,1013.7949340063292
2015-08,910.9980586888422
2015-09,923.4786078591864
2015-10,927.3205240457903
2015-11,948.9620892233319
2015-12,900.3778831237704
2016-01,815.7280970946829
2016-02,854.1432137570744
2016-03,842.9734448069444
2016-04,861.6416975858032
2016-05,855.4708292152847
2016-06,834.9237268168342
2016-07,843.8182193374258
2016-08,834.2773022791257
2016-09,839.7244207242572
2016-10,865.0461250988438
2016-11,922.9837302784221
2016-12,967.0131274440146
2017-01,1047.7702351173566
2017-02,1049.809972916476
2017-03,1042.923529713067
2017-04,1012.2632124387707
2017-05,979.0255556934344
2017-06,944.9704293728702
2017-07,967.907360762644
2017-08,1013.6818626486721
2017-09,1029.0688164741996
2017-10,1014.6152995869089
2017-11,958.2012710562078
2017-12,954.6301568502541
2018-01,951.5204880596152
2018-02,982.7385852038665
2018-03,987.8944721855614
2018-04,973.4922541066936
2018-05,989.2642039770509
2018-06,1029.170199671506
2018-07,1104.4039861441486
2018-08,1104.2947353877428
2018-09,1127.8901374365275
2018-10,1129.0271004462575
2018-11,1142.4835938747892
2018-12,1120.3003323758262
2019-01,1150.9086529772273
2019-02,1173.6702924853182
2019-03,1297.7844160136387
2019-04,1351.0434861094418
2019-05,1404.087309865443
2019-06,1404.743218110677
2019-07,1523.341647536164
2019-08,1501.6259943401997
2019-09,1432.9287493717584
2019-10,1414.3236234393441
2019-11,1489.1941603300809
2019-12,1570.8106795464537
2020-01,1596.7003893304104
2020-02,1537.9150738118606
2020-03,1192.8117979885021
2020-04,1258.3886421058046
2020-05,1273.2716917839518
2020-06,1300.9137570331648
2020-07,1207.7862982928332
2020-08,1307.9638097557495
2020-09,1355.4846075166256
2020-10,1353.3351070878684
2020-11,1321.3166528074455
2020-12,1284.0343886616217
2021-01,1295.059729732764
2021-02,1299.8061864309789
2021-03,1342.4972249118978
2021-04,1363.7926032848097
2021-05,1384.2487575035348
2021-06,1532.6717832418917
2021-07,1564.3267414483157
2021-08,1639.445944245332
2021-09,1749.421072658105
2021-10,1814.84634261774
2021-11,1739.1242390491577
2021-12,1794.4549614219616
2022-01,1869.0187720741071
2022-02,1961.030773791894
2022-03,2187.5507727234326
2022-04,2393.350276891729
2022-05,2148.1997577081675
2022-06,2150.522463762851
2022-07,2437.4971044926087
2022-08,2481.1889657377255
2022-09,2505.9230378716934
2022-10,2428.9804027159203
2022-11,2337.091112995749
2022-12,2301.5464690525846
2023-01,2270.3381348419794
2023-02,2370.099952585161
2023-03,2385.783669440831
2023-04,2331.8525569047383
2023-05,2447.773505417773
2023-06,2443.7430764217024
2023-07,2451.6259119260667
