Date,AC FAR EAST ex JAPAN
1998-12,100.0
1999-01,100.02082604508635
1999-02,101.64141984698952
1999-03,114.96756001716201
1999-04,144.40935279705334
1999-05,139.91285785816265
1999-06,166.03091149539128
1999-07,153.85317486318962
1999-08,158.44293155257705
1999-09,144.57070805383728
1999-10,153.53643064509419
1999-11,176.25846395169933
1999-12,189.91205054758342
2000-01,190.39638332129786
2000-02,183.28474384342485
2000-03,193.16612082322925
2000-04,186.32692666055203
2000-05,168.2176001617657
2000-06,170.4949177598772
2000-07,170.08049290444427
2000-08,175.03890435483748
2000-09,155.95306487982566
2000-10,149.68646364468194
2000-11,138.48301533178528
2000-12,128.1501699911523
2001-01,146.7585750709265
2001-02,141.21334209441102
2001-03,131.2841912239973
2001-04,131.41605261855943
2001-05,136.67815661733812
2001-06,133.98288848588703
2001-07,124.70468999040577
2001-08,118.20143201602316
2001-09,99.14308420008437
2001-10,105.39027067193291
2001-11,120.64521518507037
2001-12,132.3068039930243
2002-01,142.46857428383487
2002-02,142.1910495671342
2002-03,151.2846054199646
2002-04,148.5541718875921
2002-05,140.50996660583186
2002-06,125.78364469935052
2002-07,122.09119990659325
2002-08,119.36260120462282
2002-09,104.98630889031183
2002-10,110.37152237202412
2002-11,115.42435217255138
2002-12,101.89543224381107
2003-01,100.78760199352385
2003-02,95.98622750497321
2003-03,90.48292102888863
2003-04,91.70812638954655
2003-05,94.566309873504
2003-06,102.49933241236722
2003-07,113.58521831421808
2003-08,124.99612485789213
2003-09,118.3885118513525
2003-10,128.6420011199612
2003-11,122.87919948776312
2003-12,122.88582167976351
2004-01,133.23066356400037
2004-02,138.17865834396287
2004-03,136.96725754586373
2004-04,132.24559077471685
2004-05,126.80562053704372
2004-06,126.05974562788653
2004-07,124.01871927786655
2004-08,129.32535476338003
2004-09,130.99920952718787
2004-10,128.44388706373093
2004-11,133.51891777732146
2004-12,134.10067715236812
2005-01,141.08498342490134
2005-02,146.69845279052544
2005-03,142.80957390573838
2005-04,142.3612950719607
2005-05,152.38465105590103
2005-06,159.06954018811726
2005-07,169.06214692470365
2005-08,161.6464324977697
2005-09,173.257903067908
2005-10,163.46941037613158
2005-11,177.95552285139757
2005-12,188.28332012137193
2006-01,196.20193300069045
2006-02,199.36470663335993
2006-03,198.56505851020418
2006-04,204.40647737679595
2006-05,186.97245090973934
2006-06,186.7187506123698
2006-07,187.42239678180826
2006-08,192.43164125464173
2006-09,200.3243284507547
2006-10,204.03195208234783
2006-11,212.08555244209478
2006-12,222.64646873854392
2007-01,222.4668660002051
2007-02,220.58462547017365
2007-03,223.7752981858418
2007-04,226.27539091795907
2007-05,242.46757316245964
2007-06,254.92441579897158
2007-07,270.17633159034716
2007-08,268.4213834751265
2007-09,287.4629609772101
2007-10,310.7928745242753
2007-11,277.7654370543759
2007-12,274.94662361137785
2008-01,234.1029649238497
2008-02,244.28074231385665
2008-03,221.69032411632995
2008-04,243.29175956364205
2008-05,237.83117332820797
2008-06,208.68826479632932
2008-07,207.51842237973926
2008-08,203.49788127965493
2008-09,178.41065536175216
2008-10,151.02349765325386
2008-11,142.73905588187583
2008-12,143.47429479581973
2009-01,146.67769884818955
2009-02,138.9871148663598
2009-03,151.53564938282167
2009-04,176.8657109580023
2009-05,188.74014667934367
2009-06,190.0096782388998
2009-07,213.54355023596162
2009-08,203.63271682001164
2009-09,217.0984921314956
2009-10,214.86321979119012
2009-11,215.4116928721711
2009-12,235.4533415940257
2010-01,228.1964465868218
2010-02,233.40912874647043
2010-03,251.8744269384793
2010-04,261.6952214403656
2010-05,259.73628745377437
2010-06,263.79234347526057
2010-07,264.28396043258135
2010-08,268.02845164204547
2010-09,276.25640731405645
2010-10,278.8422227661632
2010-11,295.3132187183381
2010-12,301.65470693593517
2011-01,296.87971937762467
2011-02,282.65237832316905
2011-03,290.9246653113944
2011-04,290.41672905875555
2011-05,296.7102427710651
2011-06,286.20351546455953
2011-07,293.4994245229852
2011-08,264.8779694373496
2011-09,244.80610097510132
2011-10,264.70964077191024
2011-11,253.82316998837004
2011-12,266.50190049434053
2012-01,290.2449276082354
2012-02,301.4810770650879
2012-03,294.017033795563
2012-04,297.3650784870828
2012-05,288.53014910975713
2012-06,288.6043292142232
2012-07,306.2928477713971
2012-08,297.4012692259873
2012-09,309.81884989739257
2012-10,307.8903285384375
2012-11,314.7152905377808
2012-12,321.1741643080091
2013-01,316.1723174031792
2013-02,330.38379761218886
2013-03,329.0652553247031
2013-04,325.4289080856512
2013-05,327.4553711997918
2013-06,308.26607721653096
2013-07,308.80763889761096
2013-08,308.97729990614124
2013-09,316.47922213828724
2013-10,327.32443605898357
