Date,KUKJE INDEX (ACWI ex Korea)
2005-09,1205.6575540715298
2005-10,1181.6105997731893
2005-11,1243.6981111301884
2005-12,1272.8527544347571
2006-01,1296.910086503209
2006-02,1319.9632539286756
2006-03,1328.7944103811428
2006-04,1319.1564124535578
2006-05,1244.4211815797046
2006-06,1250.302971508017
2006-07,1261.7314154820178
2006-08,1291.159572145005
2006-09,1319.959086500268
2006-10,1360.1572831120388
2006-11,1346.8884235215942
2006-12,1384.9441427052705
2007-01,1420.6809355702505
2007-02,1389.918283217465
2007-03,1407.3126178437328
2007-04,1434.0738312160086
2007-05,1498.030065846147
2007-06,1488.0631563908962
2007-07,1443.4137416436124
2007-08,1446.9501305912265
2007-09,1461.4563905914517
2007-10,1492.1863552969942
2007-11,1407.5841254944546
2007-12,1397.991705325903
2008-01,1268.964993581871
2008-02,1240.6925309395542
2008-03,1172.3078642905796
2008-04,1260.26386377374
2008-05,1284.4304282433793
2008-06,1164.081653505729
2008-07,1145.1855430346181
2008-08,1190.141847468096
2008-09,1091.7218724453776
2008-10,971.0368663159632
2008-11,908.5131599919212
2008-12,858.2991327099425
2009-01,851.185878861484
2009-02,776.2410129759324
2009-03,802.430235184781
2009-04,898.5288569997017
2009-05,926.775995357724
2009-06,930.437961596071
2009-07,1000.5433849629082
2009-08,1024.6432771042446
2009-09,1051.2371986579074
2009-10,1026.4200664471425
2009-11,1051.2116829690378
2009-12,1122.031793482704
2010-01,1108.3757740072144
2010-02,1144.032244168952
2010-03,1228.097304298748
2010-04,1251.3643173936446
2010-05,1229.5576651054191
2010-06,1193.343481873432
2010-07,1213.7629155449902
2010-08,1200.9840021238515
2010-09,1224.9640090574005
2010-10,1247.3997110844525
2010-11,1302.239742074314
2010-12,1355.6273643304885
2011-01,1347.353764110333
2011-02,1379.2892686043854
2011-03,1338.854452454602
2011-04,1333.155156917852
2011-05,1347.922367874907
2011-06,1316.0970929440846
2011-07,1305.7610111180227
2011-08,1210.242676702601
2011-09,1177.495518951955
2011-10,1253.3797280421495
2011-11,1261.3301087984703
2011-12,1306.1729610200534
2012-01,1369.8020376833072
2012-02,1408.6116512984895
2012-03,1425.397123234868
2012-04,1418.351573492831
2012-05,1384.2602837768345
2012-06,1416.529190312487
2012-07,1479.498131083754
2012-08,1478.5577193354495
2012-09,1493.8611832299762
2012-10,1474.303767797095
2012-11,1487.977160988726
2012-12,1501.0239570230576
2013-01,1527.9672507115088
2013-02,1585.4597653950186
2013-03,1646.4044908503806
2013-04,1652.0369248673892
2013-05,1677.1968870745504
2013-06,1625.6009978128898
2013-07,1668.3128697690938
2013-08,1644.0890850027051
2013-09,1684.4139096990923
2013-10,1744.82429660006
2013-11,1767.6730207037851
2013-12,1778.441092212854
2014-01,1745.4040569591361
2014-02,1787.7895821216703
2014-03,1800.559635033216
2014-04,1807.5631764376417
2014-05,1876.877378187504
2014-06,1906.9591224774474
2014-07,1927.269330403648
2014-08,2002.8048014955536
2014-09,2023.2337595257732
2014-10,2056.0765612326613
2014-11,2103.2138562991
2014-12,2126.0180414621373
2015-01,2243.2247721484223
2015-02,2385.312397408668
2015-03,2452.97109487275
2015-04,2419.063376681444
2015-05,2473.4585957832137
2015-06,2378.3506797694413
2015-07,2423.4951603531326
2015-08,2226.4436019640466
2015-09,2153.2183306505276
2015-10,2346.0438147189375
2015-11,2435.666014772297
2015-12,2326.2765048397464
2016-01,2194.9646520705937
2016-02,2172.62303315352
2016-03,2224.4413861227968
2016-04,2247.8614826832913
2016-05,2319.357710660244
2016-06,2309.703721136958
2016-07,2393.5756478511184
2016-08,2411.4340056188034
2016-09,2405.2762880814275
2016-10,2425.380231173082
2016-11,2527.9774347521675
2016-12,2598.9253812758166
2017-01,2604.4868405532234
2017-02,2724.233498201825
2017-03,2739.70441227014
2017-04,2734.3477669237614
2017-05,2706.152458097521
2017-06,2681.064862315327
2017-07,2666.893017563778
2017-08,2657.502224449348
2017-09,2725.142540765578
2017-10,2820.4889558726827
2017-11,2811.301148457427
2017-12,2836.783635107545
2018-01,2890.2579326160344
2018-02,2830.4384422477674
2018-03,2746.21948018856
2018-04,2822.789516087234
2018-05,2930.9103038840485
2018-06,2918.8780977863003
2018-07,3003.7194144719188
2018-08,3045.1986750375477
2018-09,3064.984441381059
2018-10,2910.7951846354085
2018-11,2955.9998262872496
2018-12,2720.243290283132
2019-01,2923.7938406725843
2019-02,3028.6966767651707
2019-03,3114.156465822912
2019-04,3228.6028015782645
2019-05,3058.788162443776
2019-06,3189.5184899815563
2019-07,3276.1066259178283
2019-08,3236.4275501369875
2019-09,3337.280920316729
2019-10,3350.4065564033826
2019-11,3476.2108450708747
2019-12,3533.0176788592166
2020-01,3542.1768550415554
2020-02,3286.026660862487
2020-03,2846.6192757365934
2020-04,3159.684005158809
2020-05,3249.4025392157846
2020-06,3320.2151831281762
2020-07,3320.7572551789153
2020-08,3487.5804434804027
2020-09,3440.294955585519
2020-10,3378.380169916352
2020-11,3693.7194497279966
2020-12,3772.933969323106
2021-01,3782.2070540107898
2021-02,3875.9422666826895
2021-03,4113.736151341895
2021-04,4194.641010870653
2021-05,4197.309626942444
2021-06,4385.780301640892
2021-07,4422.495318921379
2021-08,4558.070387671927
2021-09,4454.61662763595
2021-10,4695.098785997513
2021-11,4713.858268440673
2021-12,4852.2497647848495
2022-01,4685.303000271554
2022-02,4554.612986750047
2022-03,4701.588944140046
2022-04,4562.5385341912315
2022-05,4500.486942391402
2022-06,4230.600744826095
2022-07,4642.788718711222
2022-08,4536.198455540264
2022-09,4217.742005179053
2022-10,4432.8244987310045
2022-11,4583.268069012515
2022-12,4250.099755624101
2023-01,4474.144720075791
2023-02,4454.810086547429
2023-03,4484.511140200931
2023-04,4480.156848191671
2023-05,4589.558493826233
2023-06,4750.412117688544
2023-07,4872.391842027957
