Date,NEXT 11 ex IRAN
2002-05,1000.0
2002-06,895.498577146449
2002-07,865.7243960386807
2002-08,872.1694364377846
2002-09,753.6244176963897
2002-10,786.2685256308752
2002-11,870.0221392571676
2002-12,738.9140243982308
2003-01,690.6640303826947
2003-02,664.2801439736976
2003-03,609.1744200708875
2003-04,683.362784972969
2003-05,681.6471744801244
2003-06,745.9333453396918
2003-07,820.7868867061522
2003-08,875.8855465545477
2003-09,802.4833680401024
2003-10,874.0007676729152
2003-11,847.5720542957614
2003-12,836.5030236794925
2004-01,936.5411232472792
2004-02,975.6168362278111
2004-03,1022.2929682628284
2004-04,992.9942321135057
2004-05,930.480839764953
2004-06,927.5209540581425
2004-07,890.0610868202317
2004-08,935.0458972388969
2004-09,958.6855801822591
2004-10,967.4153193323191
2004-11,1010.1509579260807
2004-12,1034.4854639403343
2005-01,1144.333413409313
2005-02,1225.6811199600745
2005-03,1168.2909407654556
2005-04,1129.3579981098787
2005-05,1253.6058043059372
2005-06,1302.9996409004373
2005-07,1438.773007678003
2005-08,1376.8607316890077
2005-09,1563.8678343932368
2005-10,1498.2821990779107
2005-11,1680.914847776261
2005-12,1831.4281234313635
2006-01,1947.9749390886868
2006-02,1941.498517507338
2006-03,1894.031130535537
2006-04,1941.0774083970603
2006-05,1718.7998866105377
2006-06,1708.5625144851267
2006-07,1756.8597667585018
2006-08,1814.0513124970892
2006-09,1889.4674950393044
2006-10,1909.48275681432
2006-11,1920.564062950607
2006-12,1969.5443811613115
2007-01,1966.9175326367492
2007-02,1966.2980881536798
2007-03,2036.0297934339185
2007-04,2083.16165333341
2007-05,2293.998223241505
2007-06,2331.2197383941134
2007-07,2459.9786903480144
2007-08,2364.3841170974947
2007-09,2428.6393248397803
2007-10,2564.0055925107044
2007-11,2353.7753229922873
2007-12,2354.3043807370377
2008-01,2085.2281613372747
2008-02,2124.4007034811384
2008-03,1962.303360681972
2008-04,2076.627613493705
2008-05,2081.0907907955575
2008-06,1837.6190867372798
2008-07,1848.0929876313776
2008-08,1756.383239799105
2008-09,1623.0147446414358
2008-10,1280.5510264279453
2008-11,1121.0341498987568
2008-12,1157.1880671236934
2009-01,1157.6926897647406
2009-02,1000.6914972592958
2009-03,1151.8025206285813
2009-04,1391.524473978593
2009-05,1420.1608521837722
2009-06,1435.7277472066953
2009-07,1655.977424495834
2009-08,1673.2035287762053
2009-09,1784.9577383042129
2009-10,1697.1899040918488
2009-11,1697.89768866748
2009-12,1906.1926066074839
2010-01,1903.5728271058645
2010-02,1928.8484743492584
2010-03,2138.8593813280036
2010-04,2278.3239076372092
2010-05,2198.6078572044867
2010-06,2214.824673931609
2010-07,2237.4263285214943
2010-08,2229.6991653533128
2010-09,2320.8590863001714
2010-10,2354.057683998653
2010-11,2479.063324407801
2010-12,2597.326343701517
2011-01,2510.46876200265
2011-02,2403.286854254208
2011-03,2550.1292432025407
2011-04,2571.993718878579
2011-05,2565.636805820873
2011-06,2523.1133265915023
2011-07,2584.2913914913934
2011-08,2298.984056820025
2011-09,2173.965603889633
2011-10,2352.4952104129206
2011-11,2305.7032292022723
2011-12,2354.158588379151
2012-01,2557.1819725551863
2012-02,2607.4486496190298
2012-03,2640.218165221721
2012-04,2656.483989353879
2012-05,2531.909005973425
2012-06,2607.681075442409
2012-07,2784.5893313443125
2012-08,2696.523431888123
2012-09,2805.8341406515847
2012-10,2765.6070201290518
2012-11,2796.5566399307027
2012-12,2889.665350623608
2013-01,2799.3541656095913
2013-02,3004.1021341344326
2013-03,3027.5559905271366
2013-04,2913.0428859466438
2013-05,2920.4191093173263
2013-06,2695.800914815157
2013-07,2680.356673157272
2013-08,2634.2067735537594
2013-09,2700.4366794923753
2013-10,2824.066865109236
2013-11,2813.0210534451753
2013-12,2727.289828927752
2014-01,2648.4079315423437
2014-02,2654.888565265754
2014-03,2728.746861938064
2014-04,2765.323267513394
2014-05,2912.1639040445025
2014-06,2928.4076731556675
2014-07,3070.8575973155043
2014-08,3128.2224088999974
2014-09,3052.2232954775654
2014-10,3029.580480506239
2014-11,2986.6389628189495
2014-12,2978.2920624590524
2015-01,3201.081322835173
2015-02,3259.9360440374476
2015-03,3405.7180382620986
2015-04,3364.622952622192
2015-05,3331.7031048360946
2015-06,3165.306356472544
2015-07,2998.2246604257552
2015-08,2763.2646619984957
2015-09,2741.269749917004
2015-10,3046.089024683446
2015-11,3075.3105257866227
2015-12,2946.7063267248327
2016-01,2829.753671424447
2016-02,2808.6473026510985
2016-03,3001.5657513383494
2016-04,2982.4871734477824
2016-05,2920.1232542470425
2016-06,3032.4090622303024
2016-07,3133.9370973036307
2016-08,3217.4354907646198
2016-09,3194.0630521819585
2016-10,3220.3270623689823
2016-11,3109.0187618227474
2016-12,3175.710811962955
2017-01,3270.1012554804483
2017-02,3421.3031335324054
2017-03,3581.3657937247294
2017-04,3584.2007338100643
2017-05,3670.987043537433
2017-06,3689.3808242318073
2017-07,3679.504791156416
2017-08,3595.7441100859096
2017-09,3629.904687495876
2017-10,3842.7519554239702
2017-11,3746.3325764993583
2017-12,3855.9397212044105
2018-01,3869.731790854843
2018-02,3728.795821625217
2018-03,3720.2213870391724
2018-04,3827.938508155295
2018-05,3709.819101544923
2018-06,3542.582667646837
2018-07,3548.2130276693642
2018-08,3568.029166707266
2018-09,3588.3115173123765
2018-10,3214.3801616746623
2018-11,3325.7067910742303
2018-12,3271.0303807166256
2019-01,3583.7269112524623
2019-02,3528.6738166530513
2019-03,3499.329750270808
2019-04,3541.9616653493213
2019-05,3302.430234713661
2019-06,3457.7884195729434
2019-07,3395.2584376827067
2019-08,3290.4206167801294
2019-09,3483.352094329356
2019-10,3528.8203269720007
2019-11,3515.938455092024
2019-12,3737.2963783238597
2020-01,3635.2219757257644
2020-02,3361.5730490847986
2020-03,2797.826753862133
2020-04,3032.556162829633
2020-05,3078.037271093858
2020-06,3254.353454734028
2020-07,3256.017758027903
2020-08,3279.333074203551
2020-09,3387.128204577612
2020-10,3463.5239430185165
2020-11,3948.4335649607624
2020-12,4405.83302098563
2021-01,4438.134563197543
2021-02,4459.417475537419
2021-03,4604.377503373204
2021-04,4616.047161109907
2021-05,4612.654345390094
2021-06,4782.876647466109
2021-07,4564.139196190035
2021-08,4607.999709461244
2021-09,4435.073081258431
2021-10,4409.000856429756
2021-11,4338.201856960138
2021-12,4556.629134801256
2022-01,4266.44521432192
2022-02,4322.1207346068395
2022-03,4422.1462244198865
2022-04,4394.25021153505
2022-05,4386.107415958254
2022-06,3830.0147056587907
2022-07,4091.669134808342
2022-08,4078.6852576095503
2022-09,3619.402791849542
2022-10,3863.257054143043
2022-11,4145.75965782867
2022-12,3822.51261526667
2023-01,4159.179936240073
2023-02,4050.5214492400087
2023-03,4110.044958999991
2023-04,4057.3092863327115
2023-05,4295.58913192856
2023-06,4244.537475762671
2023-07,4450.3801407805195
