Date,ACWI ex MEXICO
2015-12,2328.693290177908
2016-01,2197.129803207558
2016-02,2174.044384963268
2016-03,2227.629687725214
2016-04,2250.5520386641833
2016-05,2321.1782206481535
2016-06,2312.9588872115182
2016-07,2398.0355997882234
2016-08,2416.892935408845
2016-09,2411.399326796894
2016-10,2430.081850588152
2016-11,2532.9553843370722
2016-12,2603.6826639877563
2017-01,2611.2422194597807
2017-02,2731.350042593562
2017-03,2747.7406223908315
2017-04,2742.1733652874073
2017-05,2716.6723576968243
2017-06,2691.1564801743693
2017-07,2676.939973438233
2017-08,2666.0572289401925
2017-09,2734.6010138296338
2017-10,2834.433830664525
2017-11,2824.421338871467
2017-12,2850.8719996624995
2018-01,2903.3988096741336
2018-02,2842.446252421758
2018-03,2759.941636066733
2018-04,2837.689481755977
2018-05,2944.7861795555004
2018-06,2928.4932210322595
2018-07,3010.7497098209647
2018-08,3053.2749340779724
2018-09,3072.9758488415046
2018-10,2915.8573654181437
2018-11,2962.5481908363154
2018-12,2727.914636285951
2019-01,2932.951015162438
2019-02,3036.563894556902
2019-03,3120.167211461943
2019-04,3233.187252310473
2019-05,3061.5607211371976
2019-06,3193.6796830095063
2019-07,3277.636990217812
2019-08,3236.515016754979
2019-09,3339.567089934883
2019-10,3353.469336275329
2019-11,3477.884892728791
2019-12,3537.8375924910692
2020-01,3544.5620933603855
2020-02,3288.772921539104
2020-03,2851.345851851064
2020-04,3164.28389372729
2020-05,3253.035781691882
2020-06,3326.3343907531325
2020-07,3327.9042976023684
2020-08,3493.489057798561
2020-09,3449.04564518666
2020-10,3388.250022666387
2020-11,3706.8145368885334
2020-12,3793.395568392958
2021-01,3804.2871783066475
2021-02,3897.2314880385893
2021-03,4134.047228115542
2021-04,4214.45146613145
2021-05,4215.67879949623
2021-06,4405.3533891616335
2021-07,4437.192094311001
2021-08,4569.942079597249
2021-09,4464.645709889466
2021-10,4701.119085833022
2021-11,4718.751825328176
2021-12,4858.04372658386
2022-01,4687.172606328597
2022-02,4557.77251919593
2022-03,4702.575441183141
2022-04,4565.038382553682
2022-05,4503.401166347546
2022-06,4227.611996761802
2022-07,4639.569629004006
2022-08,4533.4016745328245
2022-09,4208.79259175619
2022-10,4423.748460167032
2022-11,4577.811839775838
2022-12,4244.8249225524305
2023-01,4470.327136891213
2023-02,4448.085970580194
2023-03,4478.741067676322
2023-04,4472.847123217605
2023-05,4585.752275414794
2023-06,4743.26220884834
2023-07,4866.658418753221
