Date,FAR EAST
1998-12,100.0
1999-01,103.49125138552286
1999-02,105.03645125079733
1999-03,121.47872889590676
1999-04,131.70346155183154
1999-05,126.11286042916237
1999-06,139.92090276779874
1999-07,146.21880877706485
1999-08,147.35422414489838
1999-09,153.53206284014115
1999-10,162.3915940352796
1999-11,177.91427404043245
1999-12,190.52181366560507
2000-01,185.67228203577116
2000-02,184.5985327558378
2000-03,199.80832833827776
2000-04,194.53419248097313
2000-05,179.74830148647666
2000-06,186.344533632966
2000-07,173.76253233521953
2000-08,191.8475588560643
2000-09,182.98957035805478
2000-10,179.72749289023034
2000-11,167.97629254853578
2000-12,148.4882089988731
2001-01,148.72824034109613
2001-02,144.0523694876008
2001-03,143.7031008932916
2001-04,151.95458085041048
2001-05,158.24710397217186
2001-06,149.4584555683911
2001-07,134.9319218071269
2001-08,126.41730293082615
2001-09,113.27818777352569
2001-10,114.64612712015256
2001-11,117.87659462070823
2001-12,112.28799734282788
2002-01,108.53266942229547
2002-02,111.33412512205801
2002-03,116.81216125876334
2002-04,119.24055758068799
2002-05,120.83377907770394
2002-06,108.25121683718473
2002-07,101.85144450842373
2002-08,100.51345668274051
2002-09,94.93071115389424
2002-10,89.30327090636115
2002-11,92.32840676550818
2002-12,84.96619820605717
2003-01,79.94571268984335
2003-02,79.95040758397955
2003-03,75.52134128072493
2003-04,73.34469927905475
2003-05,73.25491193934367
2003-06,80.1993554755471
2003-07,85.368134695444
2003-08,96.63258226682032
2003-09,96.42727330258317
2003-10,101.04391299237548
2003-11,95.21795572661546
2003-12,96.38259087933817
2004-01,100.26413497655548
2004-02,100.26139155397333
2004-03,113.0288194641406
2004-04,109.77244839857596
2004-05,104.3021205898573
2004-06,109.84373104716448
2004-07,105.1927847381969
2004-08,105.44305384501753
2004-09,101.30863146008812
2004-10,101.2364855263417
2004-11,101.79149438222866
2004-12,104.37219019841251
2005-01,106.31586947914975
2005-02,106.60669799541559
2005-03,106.62945360693884
2005-04,105.19063632774962
2005-05,109.12828467639547
2005-06,111.55763082246706
2005-07,112.95045127305283
2005-08,118.17883112167861
2005-09,132.0523098785181
2005-10,130.74952138990687
2005-11,138.38455282137713
2005-12,149.32973555538516
2006-01,152.4296342716086
2006-02,154.19280938410205
2006-03,155.68586114006152
2006-04,154.3159550138454
2006-05,141.89054816318426
2006-06,141.22598651576456
2006-07,140.95180945182162
2006-08,142.89552501446622
2006-09,142.51374540807868
2006-10,144.21531903951677
2006-11,140.60639674151975
2006-12,145.42102920448926
2007-01,149.06832031264878
2007-02,151.66326119454075
2007-03,149.2443597712839
2007-04,143.53387544224827
2007-05,148.186681101588
2007-06,147.47241276712595
2007-07,146.09407902045237
2007-08,142.73618712313638
2007-09,141.99917806111495
2007-10,140.77623032659505
2007-11,135.5683251534463
2007-12,131.54019213427938
2008-01,122.50985073978791
2008-02,120.14493677259293
2008-03,110.58674719260955
2008-04,120.77783817765085
2008-05,123.59463038586087
2008-06,113.1362284095606
2008-07,110.69884073863408
2008-08,112.27882355979335
2008-09,103.70852576517646
2008-10,96.52834084655159
2008-11,95.24010726622178
2008-12,93.69027607801715
2009-01,95.28931379028936
2009-02,84.84101583755997
2009-03,83.2390195215107
2009-04,92.19926913297999
2009-05,96.3404650094816
2009-06,98.52774864327591
2009-07,102.98849953463554
2009-08,104.36674157058299
2009-09,101.9921253506358
2009-10,99.09028635227789
2009-11,96.67547069744386
2009-12,102.34998527810829
2010-01,106.2917190879824
2010-02,109.71906967397439
2010-03,116.24573989516031
2010-04,118.26830900344308
2010-05,117.92750722875493
2010-06,116.70150491593616
2010-07,114.15786186479579
2010-08,114.82994836975348
2010-09,113.06847540905241
2010-10,113.44113167964834
2010-11,123.30110247994031
2010-12,127.617789067509
2011-01,125.21781829579697
2011-02,128.14534326793557
2011-03,115.70923851564606
2011-04,111.75565110269523
2011-05,113.71471715566449
2011-06,113.46054276296535
2011-07,118.43753070254148
2011-08,108.75502802698564
2011-09,111.94226980047543
2011-10,109.49615555814232
2011-11,107.80062432923417
2011-12,112.60035068214813
2012-01,118.01293443010057
2012-02,121.75075590612653
2012-03,123.02058525166765
2012-04,120.71199394608777
2012-05,117.45421618965362
2012-06,120.32891511923974
2012-07,122.74375952824516
2012-08,119.29419939101311
2012-09,120.50623972912254
2012-10,117.93359000882111
2012-11,120.35518471087092
2012-12,124.14028185196068
2013-01,125.130661779654
2013-02,132.60268794898235
2013-03,140.22807293060512
2013-04,147.03815014384958
2013-05,141.84959705198565
2013-06,142.12630037744464
2013-07,140.77936707624835
2013-08,138.56905744642773
2013-09,145.80344271366872
2013-10,145.82430489508994
2013-11,147.44576956763305
2013-12,146.57834849949631
2014-01,143.46754427914252
2014-02,140.46134684897078
2014-03,139.26528391685568
2014-04,136.23780505767968
2014-05,143.9799865526099
2014-06,149.75858031744977
2014-07,155.4366869049982
2014-08,154.80018476277527
2014-09,158.78429097743762
2014-10,159.51604251835136
2014-11,160.97797935608693
2014-12,163.0289816084381
2015-01,179.1064932389752
2015-02,189.04296871114641
2015-03,200.3610428270967
2015-04,200.4641838042745
2015-05,206.37652261976544
2015-06,199.3981840833169
2015-07,200.98482969015177
2015-08,184.48846427235054
2015-09,173.9029068708647
2015-10,193.11308073314018
2015-11,199.07671896617867
2015-12,194.34311040557637
2016-01,178.75677283273808
2016-02,174.14414114681415
2016-03,175.6437248218634
2016-04,181.73319570303096
2016-05,184.76302545299131
2016-06,181.91659072375862
2016-07,191.971562954973
2016-08,193.44535908663357
2016-09,195.48276071746747
2016-10,201.9695290178897
2016-11,204.27689210217628
2016-12,205.40198194142806
2017-01,209.2426031754218
2017-02,215.54982699226156
2017-03,214.7736581207989
2017-04,213.61974807742786
2017-05,213.26422171223646
2017-06,212.4245139047199
2017-07,210.3917406979865
2017-08,208.93610734540215
2017-09,213.51596068004758
2017-10,225.57447779494848
2017-11,227.18029241961312
2017-12,227.76517408360908
2018-01,229.8131024925211
2018-02,230.66147084793465
2018-03,224.1058127685335
2018-04,230.96113568771523
2018-05,236.62353339575915
2018-06,229.39481415300523
2018-07,230.30340131902182
2018-08,231.20063587511902
2018-09,237.85794110204128
2018-10,222.43145536672273
2018-11,225.5359789436166
2018-12,210.94280288400677
2019-01,223.39431546587946
2019-02,226.77469790757345
2019-03,231.84560167553065
2019-04,235.95240599663038
2019-05,226.48565905968135
2019-06,231.57208047374257
2019-07,235.93923677271363
2019-08,233.2788019288374
2019-09,243.802541694093
2019-10,249.82509836202405
2019-11,253.39129771630022
2019-12,254.81807042634668
2020-01,253.40467356798828
2020-02,234.8093838336856
2020-03,215.80949107159958
2020-04,228.57864196797354
2020-05,233.69909724449784
2020-06,234.52257660730237
2020-07,219.57688649950748
2020-08,233.24142454705623
2020-09,238.44816183137897
