Date,EFM AFRICA
2002-05,398.1117505088617
2002-06,338.6869510419852
2002-07,288.7428435537109
2002-08,301.5904937709205
2002-09,299.70638948279543
2002-10,308.0353169359413
2002-11,334.0873771894347
2002-12,335.06359611776793
2003-01,318.99031290570525
2003-02,320.3899317817696
2003-03,299.1424744270613
2003-04,309.0638102120441
2003-05,305.57199757259895
2003-06,325.80195838308987
2003-07,351.635068279768
2003-08,382.22734873991067
2003-09,365.7483474645669
2003-10,404.70563979283156
2003-11,420.42949261671737
2003-12,405.60579505972214
2004-01,411.47208229027825
2004-02,436.2385594558458
2004-03,456.17152131618593
2004-04,411.3260701830203
2004-05,434.4251195344313
2004-06,441.3109682444158
2004-07,449.7880245505407
2004-08,461.18394987957475
2004-09,486.77578030679814
2004-10,490.68310988040423
2004-11,527.6311648259883
2004-12,540.1948341069283
2005-01,540.000923775792
2005-02,568.7353681822365
2005-03,532.5459159706579
2005-04,533.7841430696019
2005-05,544.490794904593
2005-06,585.0397846359919
2005-07,630.6066793380671
2005-08,649.2556522142866
2005-09,731.9947684053278
2005-10,677.8775556504999
2005-11,737.4827226607812
2005-12,817.2774233382727
2006-01,914.8142036048014
2006-02,880.2833721684958
2006-03,921.386227989781
2006-04,911.939395821843
2006-05,770.1755275516381
2006-06,748.1887936280859
2006-07,761.845791145904
2006-08,771.0781638642994
2006-09,739.948422014048
2006-10,800.8407113041333
2006-11,817.7538953597727
2006-12,885.1888883644856
2007-01,901.9961796677737
2007-02,896.5405562543815
2007-03,938.4571082597371
2007-04,983.8369756182818
2007-05,971.6544800869946
2007-06,960.3301468996763
2007-07,951.8022218025649
2007-08,944.8324816884463
2007-09,965.2798697257659
2007-10,1066.3102171736202
2007-11,999.9999999999993
2007-12,982.8557106857181
2008-01,869.1978289556918
2008-02,904.1707149020183
2008-03,817.4391448846321
2008-04,912.0307781916736
2008-05,924.677003994627
2008-06,835.6087474227077
2008-07,854.6322745811069
2008-08,856.6057241683695
2008-09,769.176615392685
2008-10,627.2647598110996
2008-11,613.7550654534654
2008-12,621.0320501991303
2009-01,575.3123837211258
2009-02,553.2542424061597
2009-03,605.7055621758699
2009-04,680.0049303448544
2009-05,742.588652480287
2009-06,756.2589183478096
2009-07,778.892887727546
2009-08,808.6800547146917
2009-09,816.0782647246746
2009-10,802.1488225311558
2009-11,812.5888103411927
2009-12,890.4854219908591
2010-01,885.5517639241901
2010-02,900.4927019006374
2010-03,999.524982601656
2010-04,1035.3403207216147
2010-05,1037.1434208467697
2010-06,1001.4570991769967
2010-07,1050.116109867332
2010-08,1046.058111133434
2010-09,1101.778233803934
2010-10,1102.3369364545097
2010-11,1142.4948604446943
2010-12,1259.6384822595394
2011-01,1087.7002601408847
2011-02,1139.7511957347083
2011-03,1155.5767949704593
2011-04,1156.5438316974494
2011-05,1142.9511718853473
2011-06,1111.6846510428081
2011-07,1108.9979794462902
2011-08,1086.6199808214276
2011-09,997.3701840254462
2011-10,1043.2553407272783
2011-11,1075.9040003174237
2011-12,1091.807718944034
2012-01,1170.5665469216497
2012-02,1227.0695967961801
2012-03,1190.9444050572415
2012-04,1208.6868292768
2012-05,1163.9944545601484
2012-06,1185.0965951244234
2012-07,1261.8139628470906
2012-08,1232.4349586835465
2012-09,1262.4284067393814
2012-10,1224.791270895127
2012-11,1204.102102669658
2012-12,1302.8078594114083
2013-01,1209.2295374695602
2013-02,1233.9534900286603
2013-03,1239.744953484928
2013-04,1206.2181304442292
2013-05,1179.6757690232187
2013-06,1140.4361045768635
2013-07,1148.68407335116
2013-08,1136.5515970920626
2013-09,1189.9580326426003
2013-10,1247.744548610458
2013-11,1205.0869897032428
2013-12,1205.860289229063
2014-01,1119.3867609964889
2014-02,1179.0152090514182
2014-03,1251.3151384737746
2014-04,1249.1685864152234
2014-05,1295.8650253453764
2014-06,1324.005497467749
2014-07,1370.7580090209096
2014-08,1418.6920595910417
2014-09,1364.021453068024
2014-10,1439.8153170398252
2014-11,1443.2605203011296
2014-12,1431.504983843594
2015-01,1587.0146920068523
