Date,EFM AFRICA
2015-02,1604.3102139141556
2015-03,1653.5171897520677
2015-04,1665.4906986435528
2015-05,1571.2360087927195
2015-06,1582.0978124356861
2015-07,1500.2411608833593
2015-08,1373.3378668253104
2015-09,1303.466259938624
2015-10,1395.688324207551
2015-11,1361.4306195262861
2015-12,1203.8620677681213
2016-01,1153.5970224036578
2016-02,1155.74342771623
2016-03,1283.903278998486
2016-04,1334.002337339743
2016-05,1260.4510990730612
2016-06,1332.305027085734
2016-07,1432.2958761459909
2016-08,1337.131497305484
2016-09,1398.9228199930806
2016-10,1424.1009406504106
2016-11,1350.3912951895388
2016-12,1429.7684173593877
2017-01,1431.3696409805932
2017-02,1478.2450921745603
2017-03,1467.2465977282332
2017-04,1515.8053051698882
2017-05,1507.7223016928638
2017-06,1443.5217475230845
2017-07,1489.246306873961
2017-08,1528.2772274754482
2017-09,1446.3143334290294
2017-10,1499.6019988233397
2017-11,1586.7277416381046
2017-12,1702.3779384291488
2018-01,1691.5309007279302
2018-02,1722.2131862784527
2018-03,1611.7608662988398
2018-04,1624.168202651444
2018-05,1567.675895946362
2018-06,1507.2966579550757
2018-07,1570.923947307506
2018-08,1433.4866138857
2018-09,1404.3322268204613
2018-10,1292.1807371548127
2018-11,1395.497296394401
2018-12,1372.0431652929958
2019-01,1522.8673511018894
2019-02,1463.64160793251
2019-03,1461.775269129669
2019-04,1574.8398966626307
2019-05,1477.9949617016734
2019-06,1532.5125333086276
2019-07,1525.288297767327
2019-08,1421.2850861260342
2019-09,1422.5154121355781
2019-10,1432.8016569533174
2019-11,1452.248295490139
2019-12,1557.133774810635
2020-01,1456.5450658485524
2020-02,1291.8158928340722
2020-03,972.9414270682222
2020-04,1093.9568953981118
2020-05,1101.0824235982252
2020-06,1191.3930106041441
2020-07,1191.4386259056892
2020-08,1172.782217959692
2020-09,1186.5847379513207
2020-10,1203.7666244008822
2020-11,1291.2795538404325
2020-12,1377.8630348747245
2021-01,1425.2337241913006
2021-02,1462.3661886823193
2021-03,1591.1797135430002
2021-04,1558.1396473443376
2021-05,1636.0788104681824
2021-06,1566.5156676847819
2021-07,1545.949334066431
2021-08,1566.2815667932462
2021-09,1529.907568826692
2021-10,1537.8950739098102
2021-11,1509.5253309316815
2021-12,1555.127727813587
2022-01,1671.2820831784622
2022-02,1730.8743305186683
2022-03,1862.1206477799446
2022-04,1737.171733636693
2022-05,1718.0478290217227
2022-06,1548.5260357201971
2022-07,1592.3315147532646
2022-08,1555.3094184854865
2022-09,1463.4640213757573
2022-10,1487.1608782523924
2022-11,1687.9983178441348
2022-12,1571.927863980866
2023-01,1609.2732272784065
2023-02,1531.4744359516847
2023-03,1534.1570433899346
2023-04,1525.1553107051081
2023-05,1384.0061156023169
2023-06,1463.2130541835868
2023-07,1619.459130710211
