Date,EM ASIA
1998-12,100.0
1999-01,105.71789135803856
1999-02,105.13209976401203
1999-03,120.80965346557
1999-04,139.7513397563953
1999-05,145.89177994195578
1999-06,176.9523752722682
1999-07,166.4120564204787
1999-08,175.7395366690074
1999-09,158.1978384968942
1999-10,163.35726045227617
1999-11,184.98882613300134
1999-12,198.46515909042043
2000-01,216.35466599442384
2000-02,210.21521845632893
2000-03,216.99946529977615
2000-04,200.94299046522826
2000-05,187.2946118983428
2000-06,187.31625777605925
2000-07,177.41583692458653
2000-08,181.14297647860172
2000-09,158.44943012543223
2000-10,148.94084739487823
2000-11,138.67349433542486
2000-12,123.34673861218478
2001-01,148.85752373559018
2001-02,141.4998261800545
2001-03,131.46459275815405
2001-04,131.1605392998078
2001-05,138.34724599398328
2001-06,135.86216008677403
2001-07,124.27906067436547
2001-08,119.7303164878129
2001-09,101.47155826604062
2001-10,109.5221019954624
2001-11,125.90574895820585
2001-12,138.10373645410579
2002-01,149.5418014129787
2002-02,153.19321056726238
2002-03,162.75581604702734
2002-04,157.96531183839213
2002-05,149.67908193309856
2002-06,135.319053743357
2002-07,130.90041238471892
2002-08,129.4397132541121
2002-09,112.93035927299633
2002-10,118.11468202784806
2002-11,125.56377531716028
2002-12,111.6147799873162
2003-01,110.932515937121
2003-02,104.65600187808052
2003-03,98.18400241168885
2003-04,100.31913359715642
2003-05,103.36449273439203
2003-06,114.15384284476669
2003-07,127.27864694914133
2003-08,139.5929538437119
2003-09,130.37859890782647
2003-10,143.94979974356133
2003-11,137.5281867171406
2003-12,140.1909810203134
2004-01,149.84848783310971
2004-02,155.40375056214089
2004-03,156.1233779784977
2004-04,150.2067139049971
2004-05,140.83325042587472
2004-06,139.3970055776484
2004-07,135.93531946509557
2004-08,140.88255973113758
2004-09,143.75009364230658
2004-10,141.6465241673066
2004-11,148.6128565537556
2004-12,150.03439563878032
2005-01,159.27572389984732
2005-02,167.10606884556182
2005-03,161.56195804734176
2005-04,158.0787349249178
2005-05,171.4891117928498
2005-06,179.79586219305762
2005-07,190.93191659828983
2005-08,182.66020794271373
2005-09,198.32402937150587
2005-10,185.97508758870916
2005-11,205.30399503931463
2005-12,220.4294662181298
2006-01,230.8721474144487
2006-02,234.65834683191454
2006-03,235.60427886451987
2006-04,242.18372137351653
2006-05,219.1642539772042
2006-06,218.5655077256987
2006-07,218.7753791672402
2006-08,225.8417496548858
2006-09,237.35431254298896
2006-10,242.0876017048461
2006-11,251.94360009068222
2006-12,262.6847925757009
2007-01,261.0954034423342
2007-02,257.3935938603759
2007-03,260.85860214138836
2007-04,266.836342039258
2007-05,288.3084604380686
2007-06,304.63874155704156
2007-07,324.38500003504544
2007-08,321.22835270050984
2007-09,344.14757301661007
2007-10,376.0254231163256
2007-11,335.85145695759525
2007-12,335.42041038388294
2008-01,283.90398698532454
2008-02,297.4428938471771
2008-03,265.8287907563252
2008-04,292.9568914113901
2008-05,281.48555871287397
2008-06,243.0709460944405
2008-07,243.72850766776494
2008-08,240.20207632721252
2008-09,210.0740432271992
2008-10,176.73007570151722
2008-11,164.11989627861328
2008-12,166.62766223299323
2009-01,169.3130283804613
2009-02,159.92675117357348
2009-03,177.34586359161054
2009-04,207.357845087379
2009-05,223.51470350214532
2009-06,224.93747015032332
2009-07,251.01716854020276
2009-08,241.2160507134543
2009-09,258.5931077502954
2009-10,253.73554358766881
2009-11,257.0308992769776
2009-12,281.23039578076686
2010-01,273.03469171095776
2010-02,278.26456522018634
2010-03,302.3577296854367
2010-04,314.96282927294834
2010-05,312.0470400802694
2010-06,316.88687072605245
2010-07,314.958282254937
2010-08,318.2854816767478
2010-09,329.7000558355668
2010-10,332.34144267002415
2010-11,348.06753012806763
2010-12,358.97859818175806
2011-01,346.36527698371043
2011-02,330.62317767030567
2011-03,344.7819787530541
2011-04,342.3576045515945
2011-05,347.9178446782074
2011-06,337.6861297215035
2011-07,343.52374611064613
2011-08,307.1868781476451
2011-09,287.95749754086586
2011-10,310.4013274385015
2011-11,294.39748557929397
2011-12,307.3353518386638
2012-01,337.2464953607592
2012-02,349.0737868192465
2012-03,339.6061355320175
2012-04,341.2397786050406
2012-05,330.69199648845824
2012-06,330.5438678345748
2012-07,347.8168006167102
2012-08,337.5981632726753
2012-09,354.95137127243765
2012-10,350.94509992443324
2012-11,359.407189634462
2012-12,366.8962392891318
2013-01,360.22790260344567
2013-02,373.90218133383956
2013-03,371.82317074263443
2013-04,367.545927157071
2013-05,370.7179484225832
2013-06,348.18874940837406
2013-07,345.5627693711287
2013-08,343.95332530268104
2013-09,352.6866987387517
2013-10,368.0952136399042
2013-11,368.1297384628687
2013-12,359.13629991137765
2014-01,349.5156504433576
2014-02,352.5142161283899
2014-03,358.2010862374536
2014-04,356.71238515106876
2014-05,377.42090556302986
2014-06,386.8013959839404
2014-07,409.53653686116115
2014-08,420.68548007549623
2014-09,413.32899817469286
2014-10,422.85805855869563
2014-11,425.74139555264077
2014-12,430.5309203276387
2015-01,472.75015128528173
2015-02,487.11337065795874
2015-03,510.5815551580416
2015-04,523.4720809635182
2015-05,520.3819454629327
2015-06,491.96668883097504
2015-07,460.8153945006202
2015-08,412.74076871457993
2015-09,408.11674165739487
2015-10,444.43878033399574
2015-11,449.585971876684
2015-12,434.16674612800597
2016-01,404.07089785395334
2016-02,397.1610538151247
2016-03,422.03622668720857
2016-04,414.5825454576142
2016-05,421.43822845486375
2016-06,434.79585870750384
2016-07,453.06802032409513
2016-08,473.38961065920836
2016-09,475.54716788660846
2016-10,480.53585892611534
2016-11,480.03934046786014
2016-12,476.33555327487517
2017-01,492.1707641590777
2017-02,518.7829880401086
2017-03,532.6984493285089
2017-04,534.4711056976594
2017-05,541.0826842277828
2017-06,543.1874587622115
2017-07,555.252084456489
2017-08,558.4836241110427
2017-09,561.6042882280636
2017-10,600.1108712391853
2017-11,587.0071115458882
2017-12,599.419477697535
2018-01,624.1205078588213
2018-02,603.4205766080316
2018-03,590.3577076351403
2018-04,601.5326900394174
2018-05,614.3739051068949
2018-06,586.0766703768559
2018-07,589.4413719281147
2018-08,588.0492197804214
2018-09,579.2216898428486
2018-10,528.9273455918135
2018-11,556.6073962109074
2018-12,534.2050614529924
2019-01,571.1876964288058
2019-02,585.2419032640912
2019-03,604.3886031515664
2019-04,616.5406675233079
2019-05,565.6807504493321
2019-06,589.1693288327432
2019-07,593.5529240316165
2019-08,577.6811440508094
2019-09,595.3068928620016
2019-10,607.8497805622466
2019-11,618.309517556714
2019-12,650.9421316449951
2020-01,629.7606641539064
2020-02,617.1990107459882
2020-03,545.6204972636694
2020-04,596.7652083928023
2020-05,585.9713826827156
2020-06,628.5283444975678
2020-07,655.2455918805349
2020-08,668.8674249973047
2020-09,674.6624182996321
2020-10,701.6169435446473
2020-11,734.4025343009766
2020-12,768.9775055602665
2021-01,808.255031775935
2021-02,816.566102063477
2021-03,818.3247820901433
2021-04,818.2565677417822
2021-05,815.7507615844789
2021-06,842.0871663899762
2021-07,774.3639969122759
2021-08,798.6893996681132
2021-09,780.0518245147605
2021-10,791.1662532937803
2021-11,783.8965248947381
2021-12,787.6364153446118
2022-01,771.1933106108291
2022-02,751.7064890764186
2022-03,735.4019678860362
2022-04,736.2460811360202
2022-05,728.0798216511105
2022-06,710.6427233797939
2022-07,720.0413820582015
2022-08,733.0398396814331
2022-09,653.2192773730059
2022-10,609.6015092889982
2022-11,694.6642384314522
2022-12,665.0587764629179
2023-01,709.9879046391337
2023-02,677.208742147444
2023-03,685.0566429582708
2023-04,658.3577653480628
2023-05,674.7171164616628
2023-06,677.842297065238
2023-07,713.1172674133865
