Date,EM EUROPE & MIDDLE EAST
1998-12,100.0
1999-01,109.85222647294668
1999-02,116.49634602840541
1999-03,124.36337443872699
1999-04,135.71179147921902
1999-05,141.5699480952683
1999-06,146.16174821789224
1999-07,148.58103794568066
1999-08,150.57073426691164
1999-09,150.9877506524108
1999-10,154.67901237556416
1999-11,173.1285679775756
1999-12,210.4159779512107
2000-01,210.67516947040622
2000-02,229.27287955406806
2000-03,227.267088453997
2000-04,230.87394296184212
2000-05,222.41114191379094
2000-06,206.7618953666085
2000-07,211.95802540793008
2000-08,220.7231708855615
2000-09,216.29183553678794
2000-10,211.52074135536733
2000-11,168.327220815177
2000-12,174.55797184177712
2001-01,182.09005563252225
2001-02,155.82907317790605
2001-03,144.84966929281697
2001-04,163.21600151299006
2001-05,165.116415270997
2001-06,159.8882794673869
2001-07,145.11769379845498
2001-08,133.59467306299268
2001-09,110.69472503599489
2001-10,126.98050320401455
2001-11,142.34781804843016
2001-12,154.48879556730216
2002-01,166.2465237316956
2002-02,148.45628225775218
2002-03,157.78443243685464
2002-04,151.85608177477744
2002-05,146.61333351215237
2002-06,125.65561451540421
2002-07,121.4052848573097
2002-08,124.15683749325571
2002-09,117.50547011319652
2002-10,125.77078392580587
2002-11,136.7507713306213
2002-12,120.75814585649434
2003-01,115.53728564867056
2003-02,119.99576479460292
2003-03,114.7222456891566
2003-04,132.3682560357122
2003-05,140.00369859885936
2003-06,149.08071060821496
2003-07,147.3150282811488
2003-08,165.34801148152718
2003-09,161.89922425733647
2003-10,163.8351185773032
2003-11,162.4673855084183
2003-12,167.17916741539906
2004-01,177.54343711767558
2004-02,189.89581677352828
2004-03,204.03059905262253
2004-04,191.1409325982283
2004-05,183.88591758890044
2004-06,190.77753512906688
2004-07,182.99026463065826
2004-08,185.69556822595217
2004-09,191.63914219618775
2004-10,196.459789156342
2004-11,195.654586733443
2004-12,203.97345203421807
2005-01,215.5845562936714
2005-02,235.32798723355026
2005-03,222.3971246636903
2005-04,216.47273664580206
2005-05,233.84667725248343
2005-06,244.35231598305828
2005-07,265.61609298602264
2005-08,282.5507952615402
2005-09,317.1827243339152
2005-10,301.21809130531796
2005-11,329.7091473750923
2005-12,341.2774208967675
2006-01,368.05672081534186
2006-02,386.4538343320262
2006-03,372.57822466497953
2006-04,390.43384504061055
2006-05,337.75766449482995
2006-06,334.44039943001343
2006-07,352.02358529275745
2006-08,359.9247663247562
2006-09,347.0995297660581
2006-10,361.114299995257
2006-11,374.383502809458
2006-12,386.89911209416135
2007-01,385.6953341351097
2007-02,374.15025980068697
2007-03,390.3251887692919
2007-04,388.6838851670574
2007-05,385.5731109285152
2007-06,408.8055099689074
2007-07,420.4422993197896
2007-08,405.17140348328
2007-09,422.7018290017142
2007-10,453.99727841328394
2007-11,442.4122968399743
2007-12,459.2961498139831
2008-01,387.21314815261263
2008-02,400.3920911524512
2008-03,372.39981545004633
2008-04,394.3217112227578
2008-05,438.3610161637477
2008-06,404.0612289503891
2008-07,378.6084123234104
2008-08,354.9845418471529
2008-09,303.2810721255526
2008-10,228.50614457935646
2008-11,197.12463834376945
2008-12,178.24186090942354
2009-01,170.8745733546837
2009-02,167.1409937599623
2009-03,180.0494264822988
2009-04,213.27403752291212
2009-05,241.5852271125401
2009-06,228.88169860627477
2009-07,255.57327918323253
2009-08,259.1633098954822
2009-09,274.2036146281921
2009-10,279.28260793352996
2009-11,282.0741710620224
2009-12,308.1987680608089
2010-01,322.89081209027034
2010-02,314.26315864118294
2010-03,349.4454395805961
2010-04,351.7825468898531
2010-05,340.97691812242795
2010-06,327.6275348398999
2010-07,349.4196639309495
2010-08,345.9059317321973
2010-09,353.0670433799007
2010-10,363.56730163449555
2010-11,370.5534411518069
2010-12,389.9213181401501
2011-01,389.135237036453
2011-02,401.4049213665175
2011-03,411.983165146429
2011-04,409.77864743410964
2011-05,394.98014701306647
2011-06,390.64749530743075
2011-07,393.97215755946974
2011-08,340.77928549092087
2011-09,297.5284524797666
2011-10,327.42909045814804
2011-11,330.0353884173904
2011-12,308.91404586599805
2012-01,352.8155737860214
2012-02,374.01147215261193
2012-03,359.378769627516
2012-04,351.7594227110048
2012-05,310.2070355990035
2012-06,338.46732310030166
2012-07,356.27853494374307
2012-08,357.0377669027726
2012-09,366.4592783757031
2012-10,362.0429394646616
2012-11,362.574441486704
2012-12,380.57900971860835
2013-01,383.2977353278851
2013-02,379.92944636086486
2013-03,380.44015716594447
2013-04,368.8512636245009
2013-05,369.6558995850697
2013-06,343.17755947944863
2013-07,344.1999930381647
2013-08,338.83485094759845
2013-09,361.8630284837613
2013-10,378.1999050709273
2013-11,363.88743928300113
2013-12,350.0870522727242
2014-01,325.1504173381074
2014-02,323.9726030499912
2014-03,327.19725652411176
2014-04,316.0544966637546
2014-05,347.8420510718189
2014-06,345.0658342677314
2014-07,338.63573091074477
2014-08,340.94442098671294
2014-09,338.89499920655965
2014-10,335.1945796216462
2014-11,324.9259738133722
2014-12,285.4559388780108
2015-01,294.39453587913624
2015-02,323.1798252372404
2015-03,324.41815864037517
2015-04,347.0633603663077
2015-05,337.58519478411995
2015-06,327.1890994347533
2015-07,317.8473214514288
2015-08,291.6108863178014
2015-09,281.5604206692479
2015-10,296.1346961361922
2015-11,292.8014534608047
2015-12,271.2942112608953
2016-01,260.7200863471988
2016-02,267.8358533153147
2016-03,291.1593074761193
2016-04,299.3958959305937
2016-05,287.0330905056749
2016-06,288.4083427286369
2016-07,293.944415400623
2016-08,300.4813982715324
2016-09,299.66524725825457
2016-10,308.4190366652885
2016-11,313.8854657576281
2016-12,343.13828054172626
2017-01,340.3295943737933
2017-02,341.4205141928136
2017-03,343.54324840720307
2017-04,349.54260030837884
2017-05,333.83691557229304
2017-06,326.2711559381366
2017-07,332.57363119821537
2017-08,345.76593621425275
2017-09,341.7706484587659
2017-10,346.5744180656725
2017-11,335.2095945086296
2017-12,351.13936419039214
2018-01,369.9568342829991
2018-02,366.1775628372153
2018-03,349.1771828043566
2018-04,343.1891440038044
2018-05,338.10303020555057
2018-06,336.1963883144911
2018-07,351.721182619679
2018-08,332.8104016494156
2018-09,350.5511900198298
2018-10,346.63791529690064
2018-11,352.5027443099603
2018-12,341.68105216769686
2019-01,373.402342826501
2019-02,368.4393809410202
2019-03,369.54859826979015
2019-04,381.32681446082955
2019-05,380.95569152246725
2019-06,393.92802204915677
2019-07,406.8515289277627
2019-08,384.87086659705625
2019-09,395.63833122316754
2019-10,396.7850204552498
2019-11,401.07682764440847
2019-12,417.3951857689295
2020-01,410.0670682119338
2020-02,365.1720557998115
2020-03,294.69339298729113
2020-04,324.8854648383075
2020-05,334.9345907066351
2020-06,334.1373751791395
2020-07,324.30271708604573
2020-08,328.2918661467178
2020-09,323.9143267296954
2020-10,306.5997588966892
2020-11,345.17744657171687
2020-12,355.3601228934526
2021-01,359.38319503317166
2021-02,365.1569868974358
2021-03,394.23199675394227
2021-04,398.0173419133357
2021-05,413.253305423088
2021-06,435.39606224836984
2021-07,438.81394102048546
2021-08,460.81812855859135
2021-09,481.0092012589862
2021-10,497.9350643236329
2021-11,472.3523637461495
2021-12,475.8088594804191
2022-01,489.48070955348015
2022-02,416.21981998991606
2022-03,372.70532166173274
2022-04,397.131761063422
2022-05,366.88076243799645
2022-06,339.65141161273937
2022-07,365.0180531317043
2022-08,371.8786015981818
2022-09,353.3317766402214
2022-10,366.99119490905315
2022-11,350.2682539089786
2022-12,328.4385057377339
2023-01,327.2525634119329
2023-02,325.7539518857736
2023-03,318.7740279014911
2023-04,330.0722250294012
2023-05,331.6926814282062
2023-06,336.118661582078
2023-07,349.54484643929675
