Date,EFM ASEAN
2006-11,1000.0
2006-12,1013.9847659476449
2007-01,1069.566831564737
2007-02,1046.3563645762422
2007-03,1079.3629375680562
2007-04,1114.959601977134
2007-05,1195.5183560736673
2007-06,1206.5567539138967
2007-07,1261.1549032811874
2007-08,1182.9248627097095
2007-09,1234.389716341048
2007-10,1347.9903880032214
2007-11,1295.8829413178498
2007-12,1348.0036055320913
2008-01,1289.9373467228447
2008-02,1316.2856882769172
2008-03,1161.8968717218038
2008-04,1173.9489554181507
2008-05,1163.6204487016475
2008-06,1055.7379420145912
2008-07,1033.8139934997582
2008-08,1042.2589504303
2008-09,951.4491878070885
2008-10,764.4880783672127
2008-11,731.952630063593
2008-12,741.7773183301266
2009-01,772.8604029382653
2009-02,750.2210579278103
2009-03,760.9199143918646
2009-04,909.4129520619921
2009-05,943.8409239885652
2009-06,1002.8740273310891
2009-07,1120.6263855055743
2009-08,1111.759506055301
2009-09,1174.7840161532592
2009-10,1159.986660656722
2009-11,1159.3663867953267
2009-12,1256.0913435887292
2010-01,1279.8187986531143
2010-02,1309.906272575426
2010-03,1462.212974349808
2010-04,1539.7843198223934
2010-05,1567.672275764993
2010-06,1637.9301217478953
2010-07,1626.8465765941714
2010-08,1732.2671509159998
2010-09,1788.1392518870364
2010-10,1800.5864573436206
2010-11,1844.446974481663
2010-12,1876.5699944269852
2011-01,1737.1771985497244
2011-02,1759.3129904134066
2011-03,1841.8498398891459
2011-04,1837.1488751526597
2011-05,1872.9140450967705
2011-06,1868.8121851027977
2011-07,1981.7303412865447
2011-08,1832.1130528854173
2011-09,1741.8712459411304
2011-10,1856.792574274452
2011-11,1832.052683375148
2011-12,1963.831915461232
2012-01,2056.1579760741747
2012-02,2099.297718466527
2012-03,2122.490072983921
2012-04,2149.5648637791815
2012-05,2117.346411570347
2012-06,2131.0974233072943
2012-07,2275.8910756018527
2012-08,2202.245170671606
2012-09,2251.0028133099254
2012-10,2270.461811727913
2012-11,2235.2786836723385
2012-12,2289.7116776380385
2013-01,2251.888106222812
2013-02,2451.1491396419046
2013-03,2536.3315197754723
2013-04,2550.9127469135233
2013-05,2541.0135664934955
2013-06,2430.6971914422693
2013-07,2299.141567271595
2013-08,2090.5691356441203
2013-09,2106.531964707175
2013-10,2244.910276870974
2013-11,2094.2135074750527
2013-12,2024.31772580487
2014-01,2033.8868590853303
2014-02,2110.845016827839
2014-03,2181.5693469412136
2014-04,2215.5541793909497
2014-05,2255.1612689465574
2014-06,2287.436573362352
2014-07,2402.246160919227
2014-08,2482.001662324677
2014-09,2525.195178553684
2014-10,2545.307094242922
2014-11,2526.5665194898565
2014-12,2496.1785803227517
2015-01,2689.5381557637734
2015-02,2764.234832098219
2015-03,2866.0866989035685
2015-04,2702.742175826054
2015-05,2687.371389563502
2015-06,2546.515742107906
2015-07,2482.314335014422
2015-08,2201.074491044891
2015-09,2076.641239939623
2015-10,2255.243730793859
2015-11,2329.6144541868052
2015-12,2264.1318914040044
2016-01,2304.602376183118
2016-02,2338.3041013529137
2016-03,2425.480117449555
2016-04,2379.17963907885
2016-05,2378.1404457540125
2016-06,2506.0379892264004
2016-07,2576.0515846342223
2016-08,2631.6280772120863
2016-09,2554.795999011533
2016-10,2591.2300371213346
2016-11,2454.2187078194934
2016-12,2524.3743413587827
2017-01,2531.033865444232
2017-02,2606.27390486464
2017-03,2683.9503612296944
2017-04,2711.829123586135
2017-05,2674.5126068187305
2017-06,2660.3763528235486
2017-07,2602.3029009782863
2017-08,2609.5220186218717
2017-09,2658.75508541593
2017-10,2724.7628023171515
2017-11,2702.499437991637
2017-12,2855.0909599181687
2018-01,2904.935620235861
2018-02,2932.9827356342116
2018-03,2846.143522346501
2018-04,2840.4635667571797
2018-05,2790.545240247063
2018-06,2612.861496489045
2018-07,2742.1744595843556
2018-08,2796.4438983707196
2018-09,2775.8310003129827
2018-10,2692.052326425394
2018-11,2783.8473352533138
2018-12,2753.2316470092233
2019-01,2926.2052604557402
2019-02,2922.3637322336403
2019-03,2940.8890647958497
2019-04,2967.689417915754
2019-05,2935.3614714293008
2019-06,3030.5033007504016
2019-07,3074.138313894279
2019-08,3010.320023871374
2019-09,2998.821370317503
2019-10,2961.136946485862
2019-11,2942.525844010853
2019-12,2980.4311499428636
2020-01,2847.1890754287074
2020-02,2593.9847373925904
2020-03,2093.700581175272
2020-04,2335.430727945824
2020-05,2400.2157753354504
2020-06,2467.2752641967795
2020-07,2384.637957355817
2020-08,2340.866155803687
2020-09,2233.4915926141243
2020-10,2294.5977047462047
2020-11,2550.727460796041
2020-12,2603.3054741930578
2021-01,2545.689356870998
2021-02,2589.38073350348
2021-03,2628.652708251731
2021-04,2590.5992602126507
2021-05,2563.3703808889645
2021-06,2564.817244668414
2021-07,2421.592087999522
2021-08,2656.9427764997345
2021-09,2637.722604486891
2021-10,2760.137578903706
2021-11,2739.189517540874
2021-12,2789.7835173733865
2022-01,2817.120854593931
2022-02,2928.9582279611122
2022-03,2967.1117226685283
2022-04,3053.2166098884168
2022-05,2974.233835836731
2022-06,2768.281599154644
2022-07,2868.052430723393
2022-08,3022.920014351293
2022-09,2882.670528084671
2022-10,2890.6528270224953
2022-11,2971.0395447920378
2022-12,2861.62376640487
2023-01,2922.9678164065785
2023-02,2810.908083820503
2023-03,2838.055285497024
2023-04,2808.567697749176
2023-05,2805.928157027134
2023-06,2724.2419669081028
2023-07,2853.912257301211
