Date,WORLD ex EMU
1998-12,100.0
1999-01,106.35500828316401
1999-02,107.64426040886418
1999-03,114.96973270050572
1999-04,122.26079732711712
1999-05,119.73028527455993
1999-06,127.2262809119656
1999-07,122.2388075650445
1999-08,123.05333271195666
1999-09,120.75766728720507
1999-10,128.9875332460939
1999-11,138.22114546284433
1999-12,148.4612573797367
2000-01,143.53201562194707
2000-02,143.3748759228687
2000-03,156.703335998404
2000-04,157.84865212641023
2000-05,150.3947000311758
2000-06,150.58056887006123
2000-07,151.4564445673341
2000-08,164.96382057891628
2000-09,157.26405047908506
2000-10,160.86353809807838
2000-11,146.35900574769323
2000-12,136.40845784004176
2001-01,140.814586719008
2001-02,130.82397223286105
2001-03,127.47438238036207
2001-04,136.32851236180232
2001-05,142.378432215934
2001-06,138.30551055074193
2001-07,131.58194141841778
2001-08,120.41344037653417
2001-09,110.47538992775203
2001-10,113.30711551989513
2001-11,120.96417689170485
2001-12,121.94981059723193
2002-01,122.90359668265799
2002-02,121.2117670524525
2002-03,125.21254604042572
2002-04,116.75173795249478
2002-05,112.93904651004523
2002-06,99.82456485518213
2002-07,93.0575955358046
2002-08,93.12121903034539
2002-09,83.121714591201
2002-10,88.42549955536923
2002-11,92.64077488099134
2002-12,83.56467947016787
2003-01,79.24996319636183
2003-02,77.87898024222919
2003-03,77.03084638739618
2003-04,81.22053363306068
2003-05,81.34018394344623
2003-06,84.81780078986284
2003-07,88.24283237838934
2003-08,92.74531129836356
2003-09,88.0410289255889
2003-10,93.24521944963568
2003-11,91.31009473625494
2003-12,91.87163193407363
2004-01,94.77818600882671
2004-02,96.35131288786877
2004-03,97.35335329513775
2004-04,97.68991127491496
2004-05,96.73992710385092
2004-06,99.07246912634866
2004-07,96.97031647133734
2004-08,96.63441186091806
2004-09,95.99076392136774
2004-10,95.62177624936007
2004-11,96.02068095091361
2004-12,97.28228454463179
2005-01,99.1604229295808
2005-02,100.246895315511
2005-03,100.53389329186119
2005-04,99.3857329224448
2005-05,105.927531485654
2005-06,108.86494356014923
2005-07,112.08544609925553
2005-08,111.66874470266742
2005-09,116.89226628152085
2005-10,115.13009407387585
2005-11,121.12710560971419
2005-12,123.431643361331
2006-01,124.73713949928691
2006-02,126.67383717630324
2006-03,127.11819726970481
2006-04,125.62066341070255
2006-05,118.93738595012512
2006-06,119.4563367096531
2006-07,120.41240751188998
2006-08,122.9593764652114
2006-09,125.67490514821618
2006-10,129.2865213059442
2006-11,127.1986226153884
2006-12,130.14828538715483
2007-01,133.7914804784965
2007-02,130.8439903646125
2007-03,131.7786513848514
2007-04,133.50963597455973
2007-05,139.33638649867424
2007-06,137.69025538618598
2007-07,132.89987467337423
2007-08,133.67287638270258
2007-09,133.99699269986635
2007-10,135.29716240890465
2007-11,127.36810342855583
2007-12,126.14444001424404
2008-01,116.19907362784842
2008-02,112.2857102966745
2008-03,106.01880100741069
2008-04,113.88313912805036
2008-05,116.09700193032604
2008-06,106.02303767540006
2008-07,104.48244049852471
2008-08,109.92316604360333
2008-09,102.36181894682481
2008-10,92.9755180774546
2008-11,86.97102080106252
2008-12,81.08097481137337
2009-01,81.13870485907908
2009-02,73.75949745241918
2009-03,75.78391433695933
2009-04,83.91830782450816
2009-05,85.3543394828669
2009-06,86.12514490137785
2009-07,92.11132330828899
2009-08,94.34642506190637
2009-09,95.95453240520271
2009-10,93.70901313344189
2009-11,96.02622059524104
2009-12,102.47300194975749
2010-01,102.12173943924384
2010-02,106.45630004024002
2010-03,113.94830359335019
2010-04,116.85275747628734
2010-05,115.28561119350839
2010-06,111.19542208565939
2010-07,112.2502071513168
2010-08,111.26981997470023
2010-09,112.67367806401091
2010-10,114.48421826555186
2010-11,121.45907783018558
2010-12,126.35249403699167
2011-01,125.5890308334168
2011-02,129.2488379450621
2011-03,124.41109498770453
2011-04,123.31927255824358
2011-05,125.39157978579415
2011-06,122.10055826346651
2011-07,121.94018208483457
2011-08,114.27506052566702
2011-09,112.72469202272745
2011-10,119.29873774359508
2011-11,121.25382043766534
2011-12,126.37053986642573
2012-01,131.43230104998995
2012-02,134.69856915959733
2012-03,137.46476073975725
2012-04,137.65623246911744
2012-05,135.56108665812624
2012-06,138.23753020884615
2012-07,144.56295037041778
2012-08,144.21811442305625
2012-09,145.1380817282807
2012-10,142.59055988063918
2012-11,143.60462824074745
2012-12,144.04178243282792
2013-01,146.87783356298254
2013-02,153.841403295704
2013-03,161.23462213903508
2013-04,161.54780849610628
2013-05,164.18308398914732
2013-06,160.32424665041358
2013-07,164.56072120986005
2013-08,162.18351285089486
2013-09,165.12665202329103
2013-10,170.43773250263317
2013-11,173.36153655473956
2013-12,175.01114921706633
2014-01,172.39953778322277
2014-02,176.2936572514832
2014-03,177.0441688342002
2014-04,177.69447783058584
2014-05,184.50489372674573
2014-06,187.8754149281464
2014-07,190.34866237603205
2014-08,198.28793171235372
2014-09,201.40382538019327
2014-10,205.5343191760153
2014-11,210.20495817767713
2014-12,214.17889645249716
2015-01,224.97682703650054
2015-02,239.4952040311182
2015-03,246.31421581011534
2015-04,241.56944094804814
2015-05,248.5770099075306
2015-06,239.01433298210927
2015-07,244.80824987609526
2015-08,225.69109592020067
2015-09,218.70135923897976
2015-10,238.39452045474727
2015-11,248.5897304172976
2015-12,237.95578657904443
2016-01,224.88094088967088
2016-02,222.98376178371632
2016-03,226.93782820223902
2016-04,229.43601128971636
2016-05,237.90308596845077
2016-06,237.38596267319383
2016-07,245.41259048510904
2016-08,246.4826901111832
2016-09,245.57466087445331
2016-10,246.7080555573073
2016-11,260.3791117240798
2016-12,266.9866054476273
2017-01,267.24695222191434
2017-02,280.1138657470066
2017-03,279.73170137951627
2017-04,277.97773221372535
2017-05,274.04486471042776
2017-06,271.89585634287926
2017-07,268.9384996514346
2017-08,267.13601496792296
2017-09,274.1893050268148
2017-10,283.9619814825908
2017-11,284.3451792854838
2017-12,286.8593316356684
2018-01,290.5060931453711
2018-02,285.2454624990643
2018-03,276.56197327174056
2018-04,284.1418335399835
2018-05,298.3553463106053
2018-06,298.5700231244132
2018-07,307.0930414565742
2018-08,314.63223783415424
2018-09,317.47486340653256
2018-10,302.20311223769124
2018-11,306.78244468209977
2018-12,279.9196084316272
2019-01,301.0383846266759
2019-02,312.5874206948877
2019-03,321.9417855667031
