Date,AC ASIA ex JAPAN
1998-12,100.0
1999-01,101.75248760071678
1999-02,103.21597492767685
1999-03,117.53043957317843
1999-04,141.85544547278326
1999-05,140.79831310072146
1999-06,164.63822100853898
1999-07,155.1439895436268
1999-08,161.08764403085286
1999-09,148.59133116546246
1999-10,155.4020466762907
1999-11,177.63738151190367
1999-12,192.9050488604004
2000-01,196.678462605848
2000-02,195.68149693571405
2000-03,201.5134346348943
2000-04,192.1973913450202
2000-05,172.4272051304317
2000-06,175.63880492834474
2000-07,173.92661782753683
2000-08,179.9314689310414
2000-09,160.5023541736944
2000-10,153.95829372606914
2000-11,144.10936534358848
2000-12,133.40769773177684
2001-01,152.02769695138375
2001-02,146.4757551678175
2001-03,135.12183838813476
2001-04,134.93481270129303
2001-05,140.9187547153487
2001-06,137.71220637579006
2001-07,128.1996791169572
2001-08,121.5557041954827
2001-09,102.18739908469834
2001-10,108.89426799395976
2001-11,124.1935162549374
2001-12,135.26748957152125
2002-01,145.49554774464053
2002-02,145.8807364592418
2002-03,154.35234571691564
2002-04,150.94934747602056
2002-05,142.3050123480723
2002-06,127.9305414209985
2002-07,123.97993984960976
2002-08,121.74789008652206
2002-09,107.51550056559756
2002-10,112.73985246614184
2002-11,118.19858486300514
2002-12,105.21430358092528
2003-01,103.69543123129185
2003-02,99.11330410276427
2003-03,93.3103583313501
2003-04,94.11584216091181
2003-05,97.00838857257644
2003-06,105.61652895686566
2003-07,116.93918481796696
2003-08,129.0882837694589
2003-09,122.62220170199515
2003-10,133.36216793120815
2003-11,127.74197376439461
2003-12,128.6582848285596
2004-01,138.59206362989306
2004-02,143.25853324465947
2004-03,142.4289131430788
2004-04,137.991798377707
2004-05,130.92122841272717
2004-06,130.25537678246317
2004-07,129.00027734200194
2004-08,134.01457190486994
2004-09,136.17913705897408
2004-10,133.8307674205883
2004-11,139.46054083681838
2004-12,140.551681709198
2005-01,147.60280082846603
2005-02,153.18686430324988
2005-03,149.28498674939937
2005-04,148.31535130654524
2005-05,159.46313616221775
2005-06,167.27143596297887
2005-07,177.57121087406045
2005-08,170.34400479732645
2005-09,183.24025444129046
2005-10,172.34213178316793
2005-11,187.99757254893385
2005-12,199.49062276891806
2006-01,207.94050654247263
2006-02,211.92918887181438
2006-03,212.69135813067234
2006-04,218.14108668049028
2006-05,197.97621058176014
2006-06,198.17544055721388
2006-07,198.9395062006352
2006-08,205.35073170333067
2006-09,214.74912579557738
2006-10,219.5999227683955
2006-11,227.69608391726035
2006-12,238.6516238126897
2007-01,239.54390331165192
2007-02,235.26761259685404
2007-03,238.8808801884745
2007-04,243.41210551036036
2007-05,261.1355885349488
2007-06,273.3402704309164
2007-07,289.30133309440765
2007-08,286.725619320713
2007-09,308.38428374941566
2007-10,335.5025752089393
2007-11,302.44358788829635
2007-12,302.46533411600143
2008-01,257.408742928139
2008-02,265.751667192744
2008-03,239.0460110680702
2008-04,263.10314131053224
2008-05,254.82005567228188
2008-06,221.46723350471848
2008-07,221.85338062373958
2008-08,218.98913563903898
2008-09,191.54745964280937
2008-10,161.142275647361
2008-11,151.50051849050757
2008-12,151.98316002242657
2009-01,155.95657679531135
2009-02,147.12334200107114
2009-03,160.16968161322768
2009-04,187.39003045450815
2009-05,203.7005185415455
2009-06,204.6386642473748
2009-07,228.97432390680868
2009-08,218.90583530475675
2009-09,233.9440636585928
2009-10,230.54268181175894
2009-11,232.66602230740503
2009-12,254.05389651208557
2010-01,246.4589744211551
2010-02,252.3470753326192
2010-03,272.9533312004398
2010-04,283.52650761556833
2010-05,281.5480547085774
2010-06,286.87409001999987
2010-07,285.57592997033044
2010-08,289.4984924965215
2010-09,300.05487084378444
2010-10,302.4711840081647
2010-11,318.2184593320289
2010-12,325.8492402085959
2011-01,315.7831661402971
2011-02,301.371638456365
2011-03,311.7852881705539
2011-04,309.53518982372236
2011-05,315.2120894586624
2011-06,305.4387814447169
2011-07,311.97398461087124
2011-08,280.68655757507776
2011-09,261.5617628661222
2011-10,281.81891152034746
2011-11,267.72234904748893
2011-12,279.25267476269556
2012-01,306.7730276053836
2012-02,318.27656612974033
2012-03,309.68528913423063
2012-04,311.7353854208861
2012-05,301.83067986324477
2012-06,303.08048098436933
2012-07,320.7204931782813
2012-08,311.87606712809867
2012-09,327.1203744064941
2012-10,323.8997044186893
2012-11,331.6250550912908
2012-12,337.3921718320761
2013-01,333.2007845974436
2013-02,345.6385290443401
2013-03,344.951411334558
2013-04,341.91139261856205
2013-05,343.4636488992601
2013-06,323.01528696259766
2013-07,322.19234164044036
2013-08,319.66903150366045
2013-09,328.34790302119103
2013-10,341.25077395644206
2013-11,341.322265848748
2013-12,333.57565814669556
2014-01,323.86807326621215
2014-02,327.22864325389054
2014-03,331.23799829061477
2014-04,331.6633366529514
2014-05,350.68233900318745
2014-06,357.78392126158974
2014-07,380.1849966592804
2014-08,388.9775810244045
2014-09,381.81572262496763
2014-10,392.49549379222526
2014-11,395.6896384512889
2014-12,399.2813615710717
2015-01,438.9011324487418
2015-02,449.96154217156163
2015-03,471.9216505863116
2015-04,485.0731440666776
2015-05,482.8692874621871
2015-06,457.8562525418978
2015-07,432.6693464107271
2015-08,384.8581666827466
2015-09,379.60204257288547
2015-10,414.12670623687524
2015-11,418.515021940441
2015-12,405.1806018781471
2016-01,375.70930510795387
2016-02,370.7125049279571
2016-03,393.21037414039813
2016-04,387.7393867346669
2016-05,393.64571482332497
2016-06,405.3869625279939
2016-07,422.44162306289525
2016-08,438.5807789945497
2016-09,441.8396256919904
2016-10,446.10990608646273
2016-11,447.7223245408065
2016-12,441.3439588478757
2017-01,457.46200774861995
2017-02,481.02626903000873
2017-03,493.582507240312
2017-04,495.35989418899317
2017-05,500.6086644529908
2017-06,501.71782182920316
2017-07,511.66031641160953
2017-08,514.3405910981556
2017-09,516.7103738440439
2017-10,549.1061652807389
2017-11,539.8987896820464
2017-12,550.791604862122
2018-01,571.104458502852
2018-02,554.3424006531532
2018-03,541.5172594223494
2018-04,555.1677145306041
2018-05,567.1112774948439
2018-06,540.130815103109
2018-07,543.9328935329734
2018-08,541.5459586684195
2018-09,535.0739240324135
2018-10,489.0147134993113
2018-11,515.3593326630677
2018-12,496.8873660428575
2019-01,531.2270456870416
2019-02,546.5035681948477
2019-03,563.7861918704762
2019-04,575.6474425221993
2019-05,529.6695811475844
2019-06,552.7799342473114
2019-07,555.7927964634703
2019-08,537.4649610494859
2019-09,552.0913400929198
2019-10,564.0563870969052
2019-11,572.144023216939
2019-12,599.7208718981542
2020-01,580.4450197846437
2020-02,568.8024773428244
2020-03,500.9068178927441
2020-04,546.7947440473159
2020-05,532.2335294396084
2020-06,571.5222302332456
2020-07,589.4000685765888
2020-08,603.6021294540568
2020-09,606.4746658937835
2020-10,627.6402725022366
2020-11,660.3287684074285
2020-12,689.7286759411107
2021-01,723.175021258623
2021-02,732.8865586680466
2021-03,737.8078648866027
2021-04,738.2588038127375
2021-05,735.8328843775029
2021-06,757.9781446755177
2021-07,701.5997034235304
2021-08,721.1169870589003
2021-09,704.0172385375557
2021-10,714.661828754051
2021-11,706.3631432321195
2021-12,708.989356293607
2022-01,696.9465580265821
2022-02,679.356721074346
2022-03,667.0118690508061
2022-04,667.2006806123687
2022-05,660.1992995961022
2022-06,646.7103062288415
2022-07,655.6098002714966
2022-08,664.9520872280942
2022-09,595.6686700055594
2022-10,554.463123075601
2022-11,632.3704109547442
2022-12,609.2427542890323
2023-01,647.9046983388719
2023-02,618.3182855033185
2023-03,624.7404465474153
2023-04,602.0846410370843
2023-05,612.1880427249416
2023-06,615.0129072602624
2023-07,646.2945511831531
