Date,EAFE
2009-07,110.17024047077837
2009-08,114.77559053129647
2009-09,117.01875332153091
2009-10,114.48496738377425
2009-11,114.79036440832681
2009-12,121.86447081718897
2010-01,120.25815473730957
2010-02,121.65559592072111
2010-03,130.43544705688385
2010-04,130.44377511597634
2010-05,125.28322507416532
2010-06,124.28218236339221
2010-07,127.94280318640925
2010-08,127.09509771186666
2010-09,129.94174473911053
2010-10,132.25018390788438
2010-11,134.44332158038347
2010-12,141.02992713774412
2011-01,141.27518409331435
2011-02,144.88797413565908
2011-03,137.92179653272453
2011-04,139.9418336146938
2011-05,140.36681745232826
2011-06,137.4723068743067
2011-07,136.52006197916793
2011-08,123.96756292607607
2011-09,120.39800844882573
2011-10,126.98742397862958
2011-11,125.22811534718467
2011-12,128.64396762852832
2012-01,134.4018503518462
2012-02,139.11047285697512
2012-03,139.17234743042886
2012-04,137.45003142061364
2012-05,130.42828212938986
2012-06,136.03624521480901
2012-07,141.78531410309085
2012-08,142.26402834406443
2012-09,143.5613615279765
2012-10,143.72849182354557
2012-11,146.6721979786367
2012-12,149.3391756201604
2013-01,152.72507891351296
2013-02,157.10755943104948
2013-03,161.35267733705973
2013-04,165.53189301712212
2013-05,164.5104787584756
2013-06,158.234214131431
2013-07,163.08309112206277
2013-08,162.07247476202997
2013-09,169.58377931437468
2013-10,174.5345437252321
2013-11,175.6359235158541
2013-12,176.16950607044566
2014-01,172.777258075078
2014-02,178.12169622011825
2014-03,177.4867191892195
2014-04,179.1218627314803
2014-05,185.20629323427283
2014-06,186.42060633227825
2014-07,187.02610554379427
2014-08,189.7036228249906
2014-09,190.26838886684294
2014-10,189.06085789434488
2014-11,192.61605133285735
2014-12,191.6198955006789
2015-01,206.4988909260694
2015-02,220.19356465405826
2015-03,226.6786761690536
2015-04,226.3073921934163
2015-05,230.38432797712537
2015-06,220.3351098457062
2015-07,226.82307158447048
2015-08,207.22595782240245
2015-09,197.52767600117048
2015-10,215.21697909765751
2015-11,221.6248218091507
2015-12,212.61003366322572
2016-01,198.0300432604266
2016-02,193.66550500333943
2016-03,196.83463360714543
2016-04,201.72197042849066
2016-05,205.91222763686918
2016-06,199.49820242334295
2016-07,208.25662016737834
2016-08,209.27342878798484
2016-09,210.0434400101873
2016-10,210.94266309108409
2016-11,213.66660757351377
2016-12,222.28089950090558
2017-01,223.24861331442054
2017-02,230.33434626400785
2017-03,235.39914815258703
2017-04,237.25944217126144
2017-05,238.50643264771094
2017-06,234.80025290952037
2017-07,233.70696866983192
2017-08,231.7055400032672
2017-09,238.91098007065068
2017-10,246.15057098616597
2017-11,243.04911168494144
2017-12,245.25990331388337
2018-01,248.2813927141658
2018-02,242.1864192965445
2018-03,236.08347005260933
2018-04,246.06052086333543
2018-05,249.301923718682
2018-06,246.27812697941155
2018-07,251.8179251227031
2018-08,248.37659306241144
2018-09,251.0704019463978
2018-10,236.90765680561623
2018-11,236.80983612185793
2018-12,223.21595313581685
2019-01,237.02829701015406
2019-02,244.9662868807726
2019-03,250.26185810888487
2019-04,258.0372161845934
2019-05,247.415002986989
2019-06,256.5445042428636
2019-07,259.09396868208904
2019-08,255.20144275170426
2019-09,265.30378475861284
2019-10,268.5926061432291
2019-11,274.87642586145546
2019-12,278.82308615379185
2020-01,276.5467465369894
2020-02,253.819177896832
2020-03,220.4391254966112
2020-04,235.2791579489552
2020-05,241.90508429901658
2020-06,247.8265601183422
2020-07,240.9257113929523
2020-08,250.4935207446467
2020-09,248.94518010076297
2020-10,240.63223938079923
2020-11,270.67698879992565
2020-12,276.9734721958992
2021-01,275.9959764734076
2021-02,282.48040444295145
2021-03,298.72288260074583
2021-04,300.6697826004314
2021-05,305.9683392254715
2021-06,311.98570444840385
2021-07,314.3917484137469
2021-08,321.41642904034694
2021-09,318.12027432797026
2021-10,326.50117031884605
2021-11,320.1053604082784
2021-12,333.09494589326795
2022-01,321.6052012404554
2022-02,315.33185673198204
2022-03,320.7338754355562
2022-04,316.6788614998771
2022-05,314.6425255351862
2022-06,292.56259441098945
2022-07,314.94255367433755
2022-08,304.22442940112495
2022-09,283.2013331862042
2022-10,295.8277868755144
2022-11,315.9903327151126
2022-12,305.1896370879515
2023-01,324.2279793231922
2023-02,325.1464289208805
2023-03,325.6500874103733
2023-04,329.8529695231667
2023-05,327.56695810135216
2023-06,334.75003135613264
2023-07,342.00023183403573
