Date,WORLD WITH USA GROSS
2001-09,1000.0
2001-10,1030.5498651145153
2001-11,1098.1893544298732
2001-12,1111.377425264011
2002-01,1114.7645751078564
2002-02,1100.037395597591
2002-03,1139.1478855005457
2002-04,1065.8121779838445
2002-05,1030.3817401812298
2002-06,915.7791997868322
2002-07,844.8617859065372
2002-08,846.359468754421
2002-09,747.7197670374519
2002-10,801.3709157394055
2002-11,840.9780198546073
2002-12,758.7060269615806
2003-01,719.2434768714654
2003-02,704.1278564537893
2003-03,693.5701442024235
2003-04,738.7243492361239
2003-05,741.3473316360843
2003-06,772.7172074105142
2003-07,804.527701322849
2003-08,842.8064278793887
2003-09,799.610720686715
2003-10,848.7155003538772
2003-11,835.8147159062427
2003-12,844.3711209638252
2004-01,871.2649692434817
2004-02,886.0235852167494
2004-03,890.2345999773131
2004-04,894.4402282753072
2004-05,886.6395425936422
2004-06,908.5722662058016
2004-07,888.422152363725
2004-08,884.3449211383778
2004-09,881.9798909533657
2004-10,882.4269836751271
2004-11,889.3211299700828
2004-12,903.020704918228
2005-01,920.5833526802749
2005-02,933.1262038562694
2005-03,934.9094871259489
2005-04,921.3601886669904
2005-05,981.1498461081444
2005-06,1009.7818044730773
2005-07,1041.837995741136
2005-08,1037.1957122946574
2005-09,1085.800375821627
2005-10,1066.6624194770461
2005-11,1120.3694386819923
2005-12,1144.893775028137
2006-01,1162.0071311117865
2006-02,1182.2326375951443
2006-03,1190.8828638628333
2006-04,1179.431019060614
2006-05,1118.1843741528974
2006-06,1123.3903232917414
2006-07,1132.8601207042423
2006-08,1159.3028326588965
2006-09,1185.7807632052247
2006-10,1220.296373267864
2006-11,1204.385805028474
2006-12,1235.6269584404856
2007-01,1268.93639250167
2007-02,1242.3019009175362
2007-03,1255.873183666601
2007-04,1279.717043681223
2007-05,1335.5136398136367
2007-06,1320.8711357359673
2007-07,1274.6166726761712
2007-08,1279.4380177512512
2007-09,1285.1904584659828
2007-10,1302.360693662663
2007-11,1231.7514988501805
2007-12,1221.0412809179754
2008-01,1113.8699091669728
2008-02,1080.5932509986933
2008-03,1025.8630659717005
2008-04,1099.7968117761538
2008-05,1119.9876117941599
2008-06,1016.9897602426878
2008-07,1002.1303249636934
