Date,WORLD WITH USA GROSS
2008-08,1047.592125588495
2008-09,967.8860924836814
2008-10,869.1491497343953
2008-11,812.9449130486108
2008-12,766.2876410738719
2009-01,758.617894822694
2009-02,687.6221439877764
2009-03,707.757258552378
2009-04,789.4138063354679
2009-05,806.9157488484548
2009-06,810.9492838749577
2009-07,870.5083199027846
2009-08,895.875175509831
2009-09,914.9021341248646
2009-10,890.4444908990997
2009-11,911.2848542851029
2009-12,971.0168817784921
2010-01,961.0790996626286
2010-02,993.0501299619776
2010-03,1064.148452816784
2010-04,1083.6726670404062
2010-05,1062.9180785112762
2010-06,1028.673205487339
2010-07,1045.82942862184
2010-08,1032.451319300832
2010-09,1051.1684232372547
2010-10,1071.2042440418243
2010-11,1119.5873870521143
2010-12,1166.6066401532048
2011-01,1167.6039954610796
2011-02,1200.0733602326852
2011-03,1157.0405326292937
2011-04,1154.4561876748644
2011-05,1167.8866465233978
2011-06,1140.1455678081184
2011-07,1129.7880851742939
2011-08,1048.6166592636189
2011-09,1028.5429956458408
2011-10,1092.0051171178575
2011-11,1104.4937620479677
2011-12,1145.1290492072592
2012-01,1192.9158052770597
2012-02,1225.0346834121947
2012-03,1247.0518355346608
2012-04,1241.3565941326983
2012-05,1215.3641337395577
2012-06,1245.0719694573957
2012-07,1299.832934741442
2012-08,1302.8185023967453
2012-09,1312.1286711568616
2012-10,1294.2786638216053
2012-11,1306.7104658991552
2012-12,1314.004419561458
2013-01,1341.6569227064635
2013-02,1396.0165376309974
2013-03,1455.3179641555914
2013-04,1463.1019545868678
2013-05,1490.273434001891
2013-06,1449.8405848033833
2013-07,1494.40093873652
2013-08,1473.4937849293658
2013-09,1507.688245177231
2013-10,1560.3201385585712
2013-11,1586.381453637779
2013-12,1601.2559036482214
2014-01,1575.932382424785
2014-02,1616.5829476843066
2014-03,1623.2501940994678
2014-04,1630.952709415836
2014-05,1691.4159189084082
2014-06,1716.6148476796318
2014-07,1728.968644472485
2014-08,1795.6922995509306
2014-09,1822.3338018233555
2014-10,1849.7132607145988
2014-11,1897.1175177107473
2014-12,1923.7939732601178
2015-01,2026.012882859616
2015-02,2158.730454311017
2015-03,2220.673535485131
2015-04,2179.4366523739213
2015-05,2237.1092066953615
2015-06,2150.979944073223
2015-07,2208.842099887431
2015-08,2034.759122964454
2015-09,1968.0920467032354
2015-10,2146.9348381162026
2015-11,2235.4417065346233
2015-12,2136.072642709107
2016-01,2016.7165081875535
2016-02,1994.6406366835624
2016-03,2032.3247394822404
2016-04,2055.312341582537
2016-05,2128.3940977794127
2016-06,2109.9247093997783
2016-07,2185.273851453201
2016-08,2197.036273007925
2016-09,2189.9372243896632
2016-10,2202.204869184775
2016-11,2309.657948149875
2016-12,2379.3342075794144
2017-01,2378.7893177686606
2017-02,2487.6182286031076
2017-03,2499.549813146115
2017-04,2492.5826791890536
2017-05,2467.182379202622
2017-06,2442.7484980736735
2017-07,2420.3690406504916
2017-08,2404.805235145373
2017-09,2473.666351511773
2017-10,2558.3678089811947
2017-11,2555.017301406455
2017-12,2572.140452344468
2018-01,2610.7987848407624
2018-02,2557.319671740402
2018-03,2482.4731198698364
2018-04,2557.554582067114
2018-05,2666.266272261838
2018-06,2665.3913745668783
2018-07,2743.4396479128795
2018-08,2794.3124874474606
2018-09,2815.8818972532304
2018-10,2675.314684393021
2018-11,2709.017247425749
2018-12,2480.17772784016
2019-01,2663.9700840513824
2019-02,2766.512722609002
2019-03,2844.32012994096
2019-04,2952.4666610922864
2019-05,2800.633346752412
2019-06,2922.2429627935367
2019-07,3004.545687289101
2019-08,2977.014999026621
2019-09,3072.6172363576575
2019-10,3079.7660170309723
2019-11,3204.4900267951634
2019-12,3243.1837892622793
2020-01,3265.9647137531447
2020-02,3017.863085890671
2020-03,2623.317064454182
2020-04,2916.521247868581
2020-05,3012.443468842744
2020-06,3063.6587332768654
2020-07,3050.0752591181513
2020-08,3218.4655348553583
2020-09,3170.4519232290377
2020-10,3094.5937473882427
2020-11,3400.055056072853
2020-12,3466.155863434492
2021-01,3456.9707786665163
2021-02,3549.9347703740464
2021-03,3790.321535923709
2021-04,3874.49325390887
2021-05,3871.929569880375
2021-06,4052.73452517239
2021-07,4126.657887164647
2021-08,4249.82113613232
2021-09,4150.831856701577
2021-10,4393.5066150762195
2021-11,4419.567445621092
2021-12,4562.76349926079
2022-01,4384.722919605556
2022-02,4266.872499770707
2022-03,4428.220900677211
2022-04,4284.3053835998135
2022-05,4225.552623606932
2022-06,3956.3255341080785
2022-07,4379.657535650005
2022-08,4257.1386116489775
2022-09,3965.2735359118865
2022-10,4213.689355712694
2022-11,4327.89817390249
2022-12,3999.686545963646
2023-01,4209.620539111025
2023-02,4209.078877295147
2023-03,4238.484012464885
2023-04,4246.354711042694
2023-05,4356.7733119722025
2023-06,4516.430758861225
2023-07,4620.377046503435
