Date,FM LATIN AMERICA & CARIBBEAN INDEX
2009-05,1000.0
2009-06,1175.371771177435
2009-07,1223.3598107555144
2009-08,1322.148077409082
2009-09,1342.4405340155797
2009-10,1401.275052846389
2009-11,1333.6868330604748
2009-12,1451.0196974263317
2010-01,1459.5919189064803
2010-02,1430.7674245147173
2010-03,1605.0697347904893
2010-04,1640.840051686734
2010-05,1623.376124332242
2010-06,1694.286386991228
2010-07,1796.3694528735407
2010-08,1900.14367166681
2010-09,2004.662993756427
2010-10,2226.7413758015973
2010-11,2449.27066449691
2010-12,2492.012888244392
2011-01,2443.8340007784454
2011-02,2262.1534520037117
2011-03,2137.747336691447
2011-04,2018.0296104632805
2011-05,2121.7334614721535
2011-06,2205.4430116657645
2011-07,2145.9362073031148
2011-08,1887.684643130113
2011-09,1626.9901191351018
2011-10,1593.2288210455022
2011-11,1643.0252462486792
2011-12,1636.9870839748482
2012-01,1837.9933781799596
2012-02,1484.7755873423625
2012-03,1495.434957879788
2012-04,1057.3296314563854
2012-05,959.0718345116293
2012-06,900.2336619592763
2012-07,915.9459763709843
2012-08,894.977079018384
2012-09,895.4185626369941
2012-10,823.2670182833876
2012-11,865.5015616156128
2012-12,1014.620184877065
2013-01,1150.0762547637864
2013-02,945.6408347994602
2013-03,1070.0843948568906
2013-04,1093.4282636210828
2013-05,1073.1608226260478
2013-06,1034.516532024538
2013-07,1106.6338959577008
2013-08,1251.6900819829743
2013-09,1374.2355414763292
2013-10,1475.738587727295
2013-11,1775.630513442379
2013-12,1613.244691897864
2014-01,1255.2032183754384
2014-02,1463.5526232738637
2014-03,1707.5128253651271
2014-04,1733.6856444431485
2014-05,1830.1919534993397
2014-06,2040.0500966877207
2014-07,2219.2172550409873
2014-08,1958.5909552508695
2014-09,2281.9884503584435
2014-10,2373.767186978148
2014-11,2357.125206965997
2014-12,2189.773800083889
2015-01,2225.9516718829195
2015-02,2692.4334235138017
2015-03,3083.332662502234
2015-04,2918.190416110957
2015-05,2728.92501667236
2015-06,2568.9908326802465
2015-07,2330.913266550849
2015-08,2268.5908992195045
2015-09,1881.2515033664483
2015-10,2755.381152156924
2015-11,2597.023128226067
2015-12,2429.060608000676
2016-01,2526.7459410699626
2016-02,2726.1739724606227
2016-03,2509.693468861336
2016-04,2595.939618685256
2016-05,2679.397748567697
2016-06,2766.470809164564
2016-07,2741.8959938732614
2016-08,2692.533058301253
2016-09,2810.885237309989
2016-10,2858.0808047611818
2016-11,2686.1903698482383
2016-12,2629.1026941789814
2017-01,3038.738870723152
2017-02,3118.097053022684
2017-03,3494.8398600022874
2017-04,3522.600299
2017-05,3615.362009
2017-06,3441.540239
2017-07,3101.583571
2017-08,3419.018573
2017-09,3793.793469
2017-10,4065.138608
2017-11,3784.866793
2017-12,4009.82503
2018-01,3948.701224
2018-02,3828.647098
2018-03,3697.743638
2018-04,3588.00883043053
2018-05,2901.8963528250224
2018-06,2264.1660103992604
2018-07,2577.936435094588
2018-08,1980.1637044121615
2018-09,2069.265267152271
2018-10,2081.1730897427783
2018-11,2199.601518816856
2018-12,2074.9304923549194
2019-01,2474.811453373035
2019-02,2230.0839295663536
2019-03,2070.0224198151877
2019-04,1911.1303896634845
