Date,ACWI FM ex USA
2002-05,631.1695700112713
2002-06,571.0379156444625
2002-07,520.3248856997362
2002-08,521.170242486891
2002-09,462.4030966691341
2002-10,486.62286552554485
2002-11,507.3440395181045
2002-12,465.3468412199289
2003-01,438.28900456180685
2003-02,428.1390956911426
2003-03,414.64107789872327
2003-04,444.1123745591529
2003-05,447.771638231036
2003-06,470.89515515623816
2003-07,492.39373458255875
2003-08,518.9816979135743
2003-09,502.9792117543922
2003-10,535.9932317058409
2003-11,530.8195667794574
2003-12,542.7932459323134
2004-01,559.703295386215
2004-02,573.7985363942955
2004-03,583.766664178399
2004-04,579.7656542771815
2004-05,571.4007477952094
2004-06,585.5649960670983
2004-07,574.5564674101269
2004-08,573.7486760167615
2004-09,578.8567314990652
2004-10,585.2327761811349
2004-11,597.9966327324144
2004-12,609.5451335069794
2005-01,623.9391219267839
2005-02,643.0153355036522
2005-03,639.829241310944
2005-04,629.2404021023924
2005-05,661.79424673215
2005-06,688.4477537343213
2005-07,711.1336244222764
2005-08,720.7040012485247
2005-09,773.5126765176027
2005-10,751.761564688108
2005-11,788.6438149067641
2005-12,825.3976782274128
2006-01,856.2720343186934
2006-02,869.1488954485822
2006-03,879.7122428371979
2006-04,888.1941265527246
2006-05,832.1171312159731
2006-06,835.5671787751883
2006-07,846.8477377923671
2006-08,868.3771834760789
2006-09,877.6289034025606
2006-10,906.1070845548603
2006-11,902.3952651670294
2006-12,934.894690872273
2007-01,951.6789507951056
2007-02,942.0768996419079
2007-03,960.07466437806
2007-04,979.6829670392126
2007-05,1021.2598533144148
2007-06,1026.4636727739814
2007-07,1010.1115851832516
2007-08,998.6487069286477
2007-09,1020.7345731597354
2007-10,1059.965632626842
2007-11,1000.0
2007-12,989.457270022497
2008-01,883.019571705639
2008-02,886.4039483169861
2008-03,830.5598188809922
2008-04,897.3250726810098
2008-05,915.3830728072193
2008-06,829.5124475989409
2008-07,807.7588517810624
2008-08,815.8819146366856
2008-09,727.103246729246
2008-10,627.9156997006064
2008-11,591.0066886684496
2008-12,569.4722746782227
2009-01,562.7552055910136
2009-02,515.1269810845035
2009-03,532.5496680130236
2009-04,606.8613868162068
2009-05,646.0968627679009
2009-06,645.2355981516451
2009-07,700.4890918476132
2009-08,717.912183041739
2009-09,741.0366410885424
2009-10,724.9898466392592
2009-11,732.5182516998264
2009-12,782.646322244653
2010-01,768.6575632919744
2010-02,783.3336744928388
2010-03,844.2664138147118
2010-04,852.2373622334381
2010-05,827.4334459727269
2010-06,818.5064939195047
2010-07,839.0754570566327
2010-08,836.8547463981981
2010-09,856.6145678042974
2010-10,870.1766637416076
2010-11,893.6675908310469
2010-12,934.9659372138176
2011-01,923.9723530705394
2011-02,940.8406361979792
2011-03,914.0736605964668
2011-04,917.710393935765
2011-05,920.7709552502005
2011-06,900.0754126395183
2011-07,895.9477609040597
2011-08,817.9585579122411
2011-09,780.7690944511058
2011-10,829.7683746638382
2011-11,816.2043504492752
2011-12,837.0696315269722
2012-01,886.2246732235376
2012-02,916.0212901937873
2012-03,908.185775030185
2012-04,900.228585848795
2012-05,855.59766494474
2012-06,882.7742146480728
2012-07,922.7578153894684
2012-08,920.6127915440268
2012-09,936.0474956729072
2012-10,932.9880132709989
2012-11,947.3608225212122
2012-12,967.0531457969828
2013-01,977.8561112025886
2013-02,1004.8650875027131
2013-03,1025.6385217525765
2013-04,1036.6524737753982
2013-05,1031.662939307009
2013-06,984.2434612246656
2013-07,1005.950883424245
2013-08,999.1671997312395
2013-09,1040.9391730461198
2013-10,1074.5219837149527
2013-11,1075.049314049116
2013-12,1071.9101519771716
2014-01,1046.1224156739647
2014-02,1072.8860682866014
2014-03,1078.7994694434026
2014-04,1087.6525887851
2014-05,1128.1876649495566
2014-06,1143.623877107629
2014-07,1159.0968411645606
2014-08,1184.0346563052638
2014-09,1175.6019757309643
2014-10,1173.4528968942095
2014-11,1187.6493189385583
2014-12,1179.841725623993
2015-01,1263.1772185315658
2015-02,1338.7820189001764
2015-03,1376.6065839714763
2015-04,1386.88591399317
2015-05,1396.46645887247
2015-06,1336.5191070700444
2015-07,1344.185745946567
2015-08,1224.4656745268105
2015-09,1172.7591506753288
2015-10,1273.185958222212
2015-11,1304.1733556054855
2015-12,1244.5731828282755
2016-01,1164.6191793092337
2016-02,1147.1677564390407
2016-03,1183.2473996264227
2016-04,1209.2993058509094
2016-05,1224.5375562911688
2016-06,1208.8606020241332
2016-07,1260.397569997266
2016-08,1273.620370359124
2016-09,1278.4405675996752
2016-10,1291.9997767216234
2016-11,1304.4469510526287
2016-12,1345.946668673888
2017-01,1360.5214357478746
