Date,ACWI FM ex USA
2017-02,1405.8051643516324
2017-03,1433.3557604895857
2017-04,1438.718115403068
2017-05,1439.9679234102198
2017-06,1424.7181747032298
2017-07,1429.293881168804
2017-08,1425.3706247716655
2017-09,1460.611311065648
2017-10,1510.2416041205042
2017-11,1487.7599966944185
2017-12,1510.8445572444336
2018-01,1537.588253697378
2018-02,1496.994250244543
2018-03,1459.788058213161
2018-04,1510.4646876734366
2018-05,1528.2498508782671
2018-06,1499.7116374019536
2018-07,1532.854995894934
2018-08,1509.2351902936603
2018-09,1519.3125841598487
2018-10,1431.3415634108587
2018-11,1446.2343236691552
2018-12,1368.2489503695065
2019-01,1466.1147334587654
2019-02,1506.3474715438026
2019-03,1538.0501366996286
2019-04,1582.648303347752
2019-05,1508.610861470312
2019-06,1565.5671614025487
2019-07,1582.7128299534304
2019-08,1551.1928341259882
2019-09,1607.6293845568882
2019-10,1625.7726605783018
2019-11,1659.8106017132795
2019-12,1701.5404390231865
2020-01,1677.6302490864564
2020-02,1559.1525313051472
2020-03,1335.4431091425572
2020-04,1440.0178666769268
2020-05,1465.234987466619
2020-06,1517.1596145441358
2020-07,1505.5384554832428
2020-08,1552.8859504893815
2020-09,1545.6799698922919
2020-10,1523.069045222847
2020-11,1682.150382435996
2020-12,1733.9340433032557
2021-01,1750.3847075445753
2021-02,1786.795512180962
2021-03,1869.9386212233221
2021-04,1880.7153403361629
2021-05,1910.982483035815
2021-06,1958.2823084030786
2021-07,1926.812097683056
2021-08,1972.7288388450856
2021-09,1946.5216704041588
2021-10,1996.4929494574963
2021-11,1960.49734740948
2021-12,2021.0086671339448
2022-01,1974.9001618086704
2022-02,1932.0852665323478
2022-03,1955.2244442735687
2022-04,1934.2321133172513
2022-05,1919.886568028453
2022-06,1799.1237499620643
2022-07,1908.3319606042871
2022-08,1873.680420071592
2022-09,1732.0410098375842
2022-10,1767.8691707968103
2022-11,1897.2343334452173
2022-12,1817.389682424557
2023-01,1930.8701374701268
2023-02,1908.3026591823282
2023-03,1910.0718639297395
2023-04,1913.7423999508846
2023-05,1911.8255777266518
2023-06,1952.8670754773843
2023-07,2011.7656042414903
