Date,FM EMEA
2021-04,1277.2903372847372
2021-05,1312.9468672987125
2021-06,1378.0052664244006
2021-07,1410.79534978331
2021-08,1458.8214731133176
2021-09,1498.1335429777657
2021-10,1556.9680345971042
2021-11,1499.3196238557437
2021-12,1515.582041770699
2022-01,1479.9492122863408
2022-02,1400.147500349127
2022-03,1435.9851418144144
2022-04,1510.960707274383
2022-05,1403.4246088147543
2022-06,1381.6535687690634
2022-07,1468.412541207964
2022-08,1490.762492913934
2022-09,1409.157532233032
2022-10,1408.249758864787
2022-11,1428.162892545406
2022-12,1376.357294079885
2023-01,1388.1401915945396
2023-02,1439.9762245748898
2023-03,1397.9374941941323
2023-04,1399.738853656283
2023-05,1436.2435481885202
2023-06,1420.5150184490687
2023-07,1495.1827575412117
