Date,FM EMEA
2002-05,376.2988551549232
2002-06,364.15721874002463
2002-07,361.31180482019573
2002-08,373.468927027288
2002-09,357.9936499675331
2002-10,360.2496121940305
2002-11,378.9157222354885
2002-12,372.89441023472773
2003-01,372.8079942142998
2003-02,362.2472867794063
2003-03,368.8288773015521
2003-04,396.46697003754485
2003-05,388.57933314100217
2003-06,393.38851603714386
2003-07,417.62554214402985
2003-08,434.5682480428385
2003-09,438.95980430425533
2003-10,449.5716164642479
2003-11,449.4991182827227
2003-12,446.2573734526457
2004-01,465.708705065523
2004-02,470.97435949876314
2004-03,453.42593993880075
2004-04,471.388818544958
2004-05,467.77735880532407
2004-06,476.068141356811
2004-07,492.1643436630503
2004-08,488.0411955637042
2004-09,491.1108684517588
2004-10,485.21227005997827
2004-11,498.356256416348
2004-12,508.16675486484195
2005-01,565.6379414616794
2005-02,634.7902822740906
2005-03,699.7726011823218
2005-04,757.098467963123
2005-05,750.8830272280082
2005-06,901.2886141056437
2005-07,853.3866968084033
2005-08,932.041763713928
2005-09,1028.7894255736287
2005-10,1049.097084085479
2005-11,1052.779586759328
2005-12,1012.4028224535464
2006-01,973.8449681335187
2006-02,932.7513156876836
2006-03,890.0910102187863
2006-04,842.0145209586195
2006-05,775.3468812290101
2006-06,760.1004662703335
2006-07,756.2650237272311
2006-08,809.2205229034067
2006-09,823.2379411662284
2006-10,853.8664455693618
2006-11,764.4739653524059
2006-12,822.7924544910862
2007-01,850.0651394585858
2007-02,862.9066457033706
2007-03,882.6407170246939
2007-04,896.1801096184748
2007-05,990.8671835669477
2007-06,1017.78288829797
2007-07,1023.3586212109341
2007-08,1010.5179004879983
2007-09,1003.1767919620191
2007-10,1029.9029224002802
2007-11,1000.0
2007-12,1062.661457058637
2008-01,1039.882296765108
2008-02,1062.9572809607366
2008-03,970.1060565297644
2008-04,1021.3084371709011
2008-05,1028.2858860162253
2008-06,999.8429274041655
2008-07,978.9982999710855
2008-08,948.2606573837613
2008-09,860.7071025308692
2008-10,716.3524799696334
2008-11,626.4198931771961
2008-12,513.4774953480414
2009-01,453.36602018465027
2009-02,428.59551575199606
2009-03,443.48915917883147
2009-04,492.9512976776951
2009-05,545.6005064372351
2009-06,563.5507682308294
2009-07,565.8177060819121
2009-08,587.2017953881053
2009-09,592.2918776112817
2009-10,566.0843448656389
2009-11,522.66199147569
2009-12,538.9400499004956
2010-01,543.5947580069089
2010-02,590.1557387216977
2010-03,642.5762840348328
2010-04,652.0342872735137
2010-05,640.9859073369327
2010-06,632.6073447656541
2010-07,628.0384322932813
2010-08,647.541364282265
2010-09,648.2401630725631
2010-10,659.0903056423281
2010-11,692.667793806002
2010-12,704.534563514444
2011-01,692.7457492904473
2011-02,653.5222360060966
2011-03,640.8183411902235
2011-04,652.2769357003167
2011-05,644.49301681056
2011-06,627.0088326535399
2011-07,614.5995461365737
2011-08,585.7151071069716
2011-09,602.337858204644
2011-10,599.326073596695
2011-11,603.7537387871477
2011-12,624.597348628403
2012-01,618.9552487727734
2012-02,626.1302132537149
2012-03,644.3688553502909
2012-04,652.6089124585839
2012-05,665.4526372016929
2012-06,647.1356099905095
2012-07,675.096549301787
2012-08,672.471705487503
2012-09,688.1076136458712
2012-10,682.5428003549596
2012-11,693.139059871491
2012-12,691.2574724495175
2013-01,720.7039177584235
2013-02,753.4889028992395
2013-03,771.3752858091002
2013-04,782.3546001009638
2013-05,832.2774402871452
2013-06,784.3609379174542
2013-07,807.9074230968826
2013-08,792.5756631293285
2013-09,799.2511654919027
2013-10,811.7032554641559
2013-11,818.947080789454
2013-12,831.3128017769742
2014-01,863.5062216331748
2014-02,870.072901169294
2014-03,892.342925925674
2014-04,942.0628746543206
2014-05,1022.265144914235
2014-06,1007.1005479144177
2014-07,1042.5904458535583
2014-08,1062.3722076381953
2014-09,1104.2906963038854
2014-10,1046.9876997342344
2014-11,998.6494418262537
2014-12,979.2645387610031
2015-01,995.2700581822428
2015-02,1021.3967994617389
2015-03,1050.577277454386
2015-04,1049.6477431545661
2015-05,1038.0767231374007
2015-06,1019.0388772888674
2015-07,990.997731111268
2015-08,920.7504973796642
2015-09,936.2885898105026
2015-10,932.3788280504795
2015-11,947.5271463343781
2015-12,919.8529078257149
2016-01,842.1243977407688
2016-02,865.9916361352133
2016-03,864.4432368099006
2016-04,880.7441808969655
2016-05,913.5682069661676
2016-06,855.1795915601621
2016-07,857.2524765454813
2016-08,849.9077218128558
2016-09,866.5427199007837
2016-10,890.9327988780625
2016-11,914.6937539316878
2016-12,950.8646788269966
2017-01,981.9357891167525
2017-02,987.2931770849326
2017-03,986.8077374925936
2017-04,976.4790692131044
2017-05,992.8416611146973
2017-06,992.4860019769958
2017-07,1013.3718590288154
2017-08,1024.5687155243468
2017-09,1021.8220424424727
2017-10,1024.9623739486237
2017-11,1005.0861246309894
2017-12,1007.0834462871263
2018-01,1031.3161530126297
2018-02,1051.0598313144658
2018-03,1052.4555998334765
2018-04,1057.3294602404283
2018-05,1046.7328409519469
2018-06,1063.9901904999272
2018-07,1090.4016668934282
2018-08,1076.2013002880005
2018-09,1065.244243048893
2018-10,1064.540992840161
2018-11,1076.6686170714934
2018-12,1043.8457878499278
2019-01,1051.362005938876
2019-02,1083.1642536555444
2019-03,1144.3057366770033
2019-04,1176.4110092357491
2019-05,1194.4558603167468
2019-06,1205.2319052620637
2019-07,1262.7294593558522
2019-08,1254.0659770928069
2019-09,1233.1371905724536
2019-10,1220.9018380598093
2019-11,1261.294131379497
2019-12,1316.1261360058795
2020-01,1342.0645012561588
2020-02,1276.7956290932088
2020-03,998.657205241987
2020-04,1053.5578255659618
2020-05,1080.915833492592
2020-06,1101.8401745527724
2020-07,1042.403647105662
2020-08,1112.8284448915538
2020-09,1140.0531581023968
2020-10,1146.9567308286378
2020-11,1159.4810663503115
2020-12,1185.7883719141587
2021-01,1212.4503761807307
2021-02,1179.0234896099923
2021-03,1227.6424585233042
