Date,ASEAN
2006-11,1000.0
2006-12,1039.3992442119577
2007-01,1095.708257480169
2007-02,1074.444565744465
2007-03,1112.8302015108354
2007-04,1138.7710173955938
2007-05,1220.5873437090877
2007-06,1228.4829039862495
2007-07,1257.5568514564159
2007-08,1196.6665377747347
2007-09,1264.5576980455305
2007-10,1345.1569911527142
2007-11,1264.5613542263607
2007-12,1297.426499819135
2008-01,1190.764383213269
2008-02,1212.417565244355
2008-03,1113.199485617868
2008-04,1158.725171693654
2008-05,1158.763052070865
2008-06,1053.7588967055804
2008-07,1043.1124852854698
2008-08,1036.474239317845
2008-09,936.5237749672182
2008-10,745.6508715958079
2008-11,718.6203809281694
2008-12,716.1939334499376
2009-01,740.8523296777711
2009-02,696.0480144213619
2009-03,712.453171415049
2009-04,846.2758242892155
2009-05,923.1539178046378
2009-06,957.7555521013132
2009-07,1080.7295431497625
2009-08,1059.41265234662
2009-09,1111.4615567453438
2009-10,1095.440916943979
2009-11,1109.0623979896995
2009-12,1210.8867034171926
2010-01,1208.9527857561861
2010-02,1238.9179057366377
2010-03,1349.5631946516648
2010-04,1433.787637969177
2010-05,1441.7952802815948
2010-06,1503.2813272605656
2010-07,1506.1518559426336
2010-08,1574.8846320931007
2010-09,1609.3246910419812
2010-10,1625.628271625913
2010-11,1682.0338759551637
2010-12,1712.5319646006421
2011-01,1619.7479060305209
2011-02,1594.2634794052708
2011-03,1652.5653909886614
2011-04,1656.9196375611702
2011-05,1684.5459967826753
2011-06,1666.7466543088021
2011-07,1765.3276836290074
2011-08,1618.2308779143207
2011-09,1522.977039337676
2011-10,1622.167732933387
2011-11,1580.1755984935612
2011-12,1658.7941214613834
2012-01,1787.2942959443083
2012-02,1827.7641886057556
2012-03,1839.6430437905078
2012-04,1864.7809922592457
2012-05,1820.8101810120872
2012-06,1850.835529013012
2012-07,2005.522607732688
2012-08,1944.5536119507403
2012-09,1978.2572613055077
2012-10,1973.250591432074
2012-11,1962.8902366637133
2012-12,2004.9264518970945
2013-01,1973.1246629650352
2013-02,2113.6230770823054
2013-03,2185.3498001430285
2013-04,2198.7934859925276
2013-05,2168.447370613832
2013-06,2069.751062967363
2013-07,2004.405950314413
2013-08,1851.703470459199
2013-09,1886.59474738941
2013-10,1987.4078031702772
2013-11,1889.2221668521595
2013-12,1832.0867643258882
2014-01,1807.9851171344772
2014-02,1858.6173142702482
2014-03,1917.292636647756
2014-04,1958.8648784954748
2014-05,2005.6665857029393
2014-06,2021.0384990474224
2014-07,2133.2255687686625
2014-08,2183.4723829592144
2014-09,2209.2149324011243
2014-10,2218.845761876895
2014-11,2220.3330866642427
2014-12,2220.115012476963
2015-01,2371.6298810407015
2015-02,2420.503858618654
2015-03,2517.30092220077
2015-04,2441.159584177065
2015-05,2404.84410315695
2015-06,2297.380329805
2015-07,2228.621086135512
2015-08,1965.2246514991177
2015-09,1864.4831691801576
2015-10,2037.4032079856042
2015-11,2074.9166241126823
2015-12,2021.1611923538198
2016-01,1988.999585964209
2016-02,2027.0993116056131
2016-03,2119.523835171595
2016-04,2091.8853207405173
2016-05,2080.748280325562
2016-06,2187.570422537924
2016-07,2227.031490499566
2016-08,2250.1505334197805
2016-09,2208.1879398991978
2016-10,2219.7549092476097
2016-11,2172.428372920465
2016-12,2207.3439987776524
2017-01,2249.6949240569975
2017-02,2325.2350311161
2017-03,2384.0795795034946
2017-04,2389.953225854803
2017-05,2370.7064890034017
2017-06,2360.065066972707
2017-07,2338.1072491055183
2017-08,2331.229833626561
2017-09,2355.6608708615363
2017-10,2443.947544329533
2017-11,2441.970312793835
2017-12,2537.50150531921
2018-01,2588.45378951346
2018-02,2606.813657165236
2018-03,2534.8574723512033
2018-04,2593.9142483426353
2018-05,2541.152266221326
2018-06,2370.5990680932923
2018-07,2462.45709546545
2018-08,2488.1689458144015
2018-09,2492.52301754899
2018-10,2392.608995510235
2018-11,2471.5985464508562
2018-12,2439.1176266940693
2019-01,2585.9955815234102
2019-02,2587.6513657460723
2019-03,2614.839932101227
2019-04,2681.941049370961
2019-05,2595.922822335666
2019-06,2713.1680683586737
2019-07,2751.3097777199223
2019-08,2671.9049086766477
2019-09,2680.825576183821
2019-10,2679.0392670128276
2019-11,2666.2850882537136
2019-12,2701.488655989281
2020-01,2598.234096336302
2020-02,2387.1350881557873
2020-03,1922.8367679929327
2020-04,2127.647808044769
2020-05,2140.0055379456644
2020-06,2203.2817821330145
2020-07,2120.3156728204717
2020-08,2096.603328320058
2020-09,2020.2247891264021
2020-10,2048.5923715567687
2020-11,2303.2664990907133
2020-12,2340.1433799767924
2021-01,2312.9216683515633
2021-02,2359.304327750523
2021-03,2441.0008840576997
2021-04,2421.4214911367053
2021-05,2391.9048769877104
2021-06,2396.1391374714854
2021-07,2312.4165054314076
2021-08,2460.9342179981854
2021-09,2462.060898025727
2021-10,2574.173640214843
2021-11,2520.5763895080067
2021-12,2545.6820201869136
2022-01,2565.6093399664855
2022-02,2623.7615831007633
2022-03,2659.753394536185
2022-04,2688.9190018750223
2022-05,2604.572117364807
2022-06,2438.7349292399945
2022-07,2566.6554949178117
2022-08,2655.5173460535625
2022-09,2547.7200230462413
2022-10,2544.9385880124078
2022-11,2650.499462683133
2022-12,2546.7220286650295
2023-01,2631.064813717677
2023-02,2539.0525320395423
2023-03,2577.1872613062405
2023-04,2539.3906384395436
2023-05,2509.919329206219
2023-06,2456.3515434804167
2023-07,2602.1889578883984
