Date,KOKUSAI INDEX (WORLD ex JP)
1998-12,100.0
1999-01,105.84429310080289
1999-02,106.54542300945863
1999-03,111.71667634779723
1999-04,118.48130122580456
1999-05,116.10997277677573
1999-06,122.24316436061571
1999-07,115.95096790369317
1999-08,117.38091341342817
1999-09,114.10621226236657
1999-10,121.80909593037632
1999-11,130.4492711282706
1999-12,142.0569481154486
2000-01,136.91032576971818
2000-02,140.15167867265842
2000-03,150.48527559649793
2000-04,152.16887305024687
2000-05,146.3253037577109
2000-06,145.65147371285286
2000-07,148.3846523173815
2000-08,159.04196220285917
2000-09,151.65420901199673
2000-10,156.13779721740462
2000-11,142.4473285053018
2000-12,135.55697083700443
2001-01,140.0233802082361
2001-02,129.00677786339526
2001-03,124.81711462467506
2001-04,133.7851907164118
2001-05,138.02063463322534
2001-06,134.37455761726622
2001-07,129.2736968428944
2001-08,118.2452291699703
2001-09,107.62754082821918
2001-10,111.18643975457468
2001-11,119.09644512619889
2001-12,121.40544244507483
2002-01,122.3273409468717
2002-02,120.18518642782101
2002-03,124.30743967381578
2002-04,115.28233143830332
2002-05,110.76584485221537
2002-06,98.35676838531825
2002-07,90.59091867668462
2002-08,90.87164237992738
2002-09,79.67015422628083
2002-10,86.65714233253196
2002-11,91.05130290092389
2002-12,81.96105973658943
2003-01,77.77977619145382
2003-02,75.97331218661682
2003-03,75.14024767656105
2003-04,80.70042115156987
2003-05,81.04600982918974
2003-06,84.08444343911488
2003-07,87.39293553274804
2003-08,90.8675682652014
2003-09,85.75446024430079
2003-10,91.14528619058275
2003-11,90.18555533316604
2003-12,91.05010542894354
2004-01,93.9333526267387
2004-02,95.71218516913831
2004-03,94.83079164006641
2004-04,95.65615975073214
2004-05,95.28218500314159
2004-06,97.29617848711713
2004-07,95.43727437396166
2004-08,94.9736106244925
2004-09,95.15729422473198
2004-10,95.19130879080065
2004-11,95.9803369244031
2004-12,97.33127826194921
2005-01,99.23411152136917
2005-02,100.70600071321928
2005-03,100.91170460978056
2005-04,99.49894411452075
2005-05,106.26035953847826
2005-06,109.47619805219804
2005-07,113.23878709974525
2005-08,112.03043021806222
2005-09,116.31085968139783
2005-10,114.09294935350881
2005-11,119.71478138772673
2005-12,121.40441130709956
2006-01,123.13250025665276
2006-02,125.39728526812756
2006-03,126.2613610528579
2006-04,125.07655464767487
2006-05,119.0624292136832
2006-06,119.79100088006794
2006-07,120.98639866491555
2006-08,123.98794724656976
2006-09,127.27452009373341
2006-10,131.2845275530682
2006-11,129.8470771562373
2006-12,133.1481270943248
2007-01,136.7953661752487
2007-02,133.19235282197113
2007-03,135.1795955503152
2007-04,138.78663897408126
2007-05,145.0417902443004
2007-06,143.38012795925826
2007-07,138.03003871873466
2007-08,139.02341044077835
2007-09,140.02023973768303
2007-10,142.42338246466488
2007-11,134.3652976483658
2007-12,133.5990627147632
2008-01,121.44146298740225
2008-02,117.65149995408527
2008-03,112.0848841979668
2008-04,119.92229788346395
2008-05,122.00707473799308
2008-06,110.63389565863253
2008-07,109.14392390732591
2008-08,114.43850773922799
2008-09,105.63919597679168
2008-10,94.32328690699805
2008-11,87.65375410955566
2008-12,82.13224545539569
2009-01,81.08110970393949
2009-02,73.73926600342352
2009-03,76.40527182816619
2009-04,85.38319187749865
2009-05,87.16555792283988
2009-06,87.36590578885429
2009-07,94.2455516245597
2009-08,97.01826205451245
2009-09,99.73781084845669
2009-10,97.15316175275726
2009-11,99.98614030894274
2009-12,106.66011468975016
2010-01,104.8575050728192
2010-02,108.38673391585685
2010-03,116.2980648854359
2010-04,118.45987905806643
2010-05,115.98621412206728
2010-06,112.06233691338508
2010-07,114.49711223590144
2010-08,112.84461190204544
2010-09,115.46084136730505
2010-10,117.8718379702597
2010-11,122.62991280265366
2010-12,127.74831355692055
2011-01,128.1593029010987
2011-02,131.58088440150448
2011-03,128.02921560282434
2011-04,128.22808905061387
2011-05,129.67668112948903
2011-06,126.22374690891287
2011-07,124.40052390731641
2011-08,115.61164688072954
2011-09,112.48814538056138
2011-10,120.72594500598338
2011-11,122.36330084265305
2011-12,126.7580212000091
2012-01,132.1137350860117
2012-02,135.65667538421098
2012-03,138.08389857356272
2012-04,137.74871252815586
2012-05,134.91965817740254
2012-06,138.21693752367165
2012-07,144.81052898563746
2012-08,145.58347774937585
2012-09,146.67339870899
2012-10,144.83747089500753
2012-11,146.09586870739966
2012-12,146.47389014596325
2013-01,149.74878269823083
2013-02,155.46414754586152
2013-03,161.6812016010644
2013-04,161.69516829223227
2013-05,165.68397434466118
2013-06,160.51710775356187
2013-07,166.20556414357355
2013-08,163.89142222040186
2013-09,167.16909833184866
2013-10,173.66535616308073
2013-11,176.6214735707756
2013-12,178.50386129325787
2014-01,175.71136001391454
