Date,ACWI ex CANADA
1998-12,99.99999999999999
1999-01,105.39726696080287
1999-02,106.36075719205995
1999-03,113.02005511181366
1999-04,120.19144568379457
1999-05,117.60388540758619
1999-06,124.86567607513338
1999-07,119.7967210626651
1999-08,121.27405341149084
1999-09,118.89669362196094
1999-10,126.53105960401501
1999-11,136.15836229758136
1999-12,148.00590177383552
2000-01,143.27822578342912
2000-02,145.91778712623807
2000-03,156.3810715248302
2000-04,156.81650481113675
2000-05,150.06264143227324
2000-06,149.79817568129968
2000-07,150.17981207707632
2000-08,161.14980013112506
2000-09,153.64309978930297
2000-10,157.11684953419393
2000-11,143.60948667855845
2000-12,135.35543331011837
2001-01,140.03168139184083
2001-02,129.94288651299416
2001-03,126.14623204624259
2001-04,134.94861979613884
2001-05,139.48927884974552
2001-06,135.40485310952727
2001-07,128.91383824164356
2001-08,118.4883775270767
2001-09,107.39118655998485
2001-10,110.93606707993143
2001-11,118.39275626713587
2001-12,120.1499508956328
2002-01,120.80857732854429
2002-02,119.36060348388868
2002-03,123.71573781438354
2002-04,115.92112564483335
2002-05,111.91584524632442
2002-06,99.39865494482302
2002-07,91.79430960449922
2002-08,91.98374945362187
2002-09,81.21094616088011
2002-10,87.08884243020742
2002-11,91.43439155195045
2002-12,82.46549645758621
2003-01,78.15706451147884
2003-02,76.38278860306852
2003-03,75.17642200058243
2003-04,80.11679034223997
2003-05,80.3922501833599
2003-06,83.9040027890576
2003-07,87.54374682867298
2003-08,91.8155451566061
2003-09,87.08921743630928
2003-10,92.51989771693711
2003-11,91.06691416408457
2003-12,92.05111803794023
2004-01,95.07966063238901
2004-02,96.81002202402175
2004-03,97.3580424960091
2004-04,97.67203285484827
2004-05,96.64455323772427
2004-06,98.90664176758538
2004-07,96.69432220637601
2004-08,96.42828835696739
2004-09,96.20424348406728
2004-10,96.14685639351751
2004-11,97.11547480817883
2004-12,98.71409009088316
2005-01,100.82590250549286
2005-02,102.41288035649907
2005-03,102.22410052713632
2005-04,100.81270992186484
2005-05,107.43969567757571
2005-06,110.57265500725048
2005-07,114.25323612165221
2005-08,113.56939636234334
2005-09,119.25301784236964
2005-10,117.01224466398145
2005-11,123.2019235145795
2005-12,126.11920377372189
2006-01,128.4129364442718
2006-02,130.7243223398939
2006-03,131.5803472934259
2006-04,130.6182487465787
2006-05,123.10136902606945
2006-06,123.72774328573504
2006-07,124.86471860405194
2006-08,127.7113484222578
2006-09,130.78528752079015
2006-10,134.650385047422
2006-11,133.38074456388972
2006-12,137.2378500259918
2007-01,140.74063788044953
2007-02,137.71910067194466
2007-03,139.43002597240536
2007-04,142.02263886890196
2007-05,148.19816574683253
2007-06,147.27179339732334
2007-07,143.05053954137804
2007-08,143.28665945447923
2007-09,144.54714809776823
2007-10,147.36949272228466
2007-11,139.26793225658392
2007-12,138.11192614432372
2008-01,125.1494152741585
2008-02,122.18315067734295
2008-03,115.58860719863826
2008-04,124.22334996556938
2008-05,126.24012112009997
2008-06,114.08772902079632
2008-07,112.47967139924553
2008-08,116.67665416422379
2008-09,107.14774230945912
2008-10,95.56156074992205
2008-11,89.25081436033453
2008-12,84.66861235069518
2009-01,83.85438347911241
2009-02,76.33944589082631
2009-03,79.04723101049939
2009-04,88.55923995822356
2009-05,90.88975230726567
2009-06,91.44478519455528
2009-07,98.3416047834559
2009-08,100.88867658346761
2009-09,103.51431750017143
2009-10,101.14632086990582
2009-11,103.39669818053524
2009-12,110.41814280602323
2010-01,109.22751014103751
2010-02,112.49517483792381
2010-03,120.72069893745629
2010-04,123.05004136908225
2010-05,120.65687315369321
2010-06,117.31006893950854
2010-07,119.35537130047831
2010-08,118.0304278407317
2010-09,120.52479372090919
2010-10,122.71124683213012
2010-11,127.96313630404104
2010-12,133.2730824459682
2011-01,132.5586569691756
2011-02,135.19192451000012
2011-03,131.49956179680666
2011-04,131.18735086516074
2011-05,132.66519395941896
2011-06,129.60328852036622
2011-07,128.70776879335858
2011-08,118.89525919706823
2011-09,115.88995362402366
2011-10,123.4657273181585
2011-11,124.14491247185983
2011-12,128.64381234959583
2012-01,135.0177927274426
2012-02,138.9341498017481
2012-03,140.79456318009423
2012-04,140.02820850542378
2012-05,136.7137973554286
2012-06,139.9706454304035
2012-07,146.20171607693024
2012-08,145.88831151160775
2012-09,147.46497581156297
2012-10,145.44676309817925
2012-11,146.9502259060897
2012-12,148.36615070384545
2013-01,150.96011949834002
2013-02,156.88144521491458
2013-03,162.80366165538646
2013-04,163.4883906073855
2013-05,166.01653957001605
2013-06,160.9269994359147
2013-07,165.06546098342275
2013-08,162.7560717135013
2013-09,166.86835449573934
2013-10,172.91090049898338
2013-11,175.32465459924552
2013-12,176.29176074983064
2014-01,172.97612453056416
2014-02,177.16312105020413
2014-03,178.34955038501565
2014-04,178.93053459297616
2014-05,185.9393928519047
2014-06,188.59108328886126
2014-07,190.60973852502934
2014-08,197.97388573700158
2014-09,200.0854222264939
2014-10,203.4845379645023
2014-11,208.14276920803613
2014-12,210.39252695735817
2015-01,222.69125561033022
2015-02,236.58885616179987
2015-03,243.5488016031965
2015-04,239.99675883102594
2015-05,245.54915005974576
2015-06,236.08041265022158
2015-07,240.59192535055476
2015-08,221.03543899121235
2015-09,214.0119405048936
2015-10,233.533848428477
2015-11,242.43698340865535
2015-12,231.9256770760529
2016-01,218.61398329733092
2016-02,216.04497535461164
2016-03,221.24071447594912
2016-04,223.13255040467993
2016-05,230.3288552254979
2016-06,229.45489236010664
2016-07,237.917178019996
2016-08,239.80024583107067
2016-09,239.17473240316332
2016-10,241.02607145162227
2016-11,250.95011605681592
2016-12,257.973299162066
2017-01,258.6300357880133
2017-02,270.92470512335353
2017-03,272.7077758909697
2017-04,272.47388729212537
2017-05,270.1295227131489
2017-06,267.42912611924237
2017-07,265.9342118463706
2017-08,264.8807341099614
2017-09,271.47281884982635
2017-10,281.4821382529034
2017-11,280.57997457936034
2017-12,282.98999375920334
2018-01,288.6385062782213
2018-02,282.8326257793385
2018-03,274.54796017825544
2018-04,282.1673050349897
2018-05,292.5073937658091
2018-06,290.9048540986194
2018-07,299.185493467984
2018-08,303.5826754566113
2018-09,305.60103962376184
2018-10,289.89339658689505
2018-11,294.5827041925829
2018-12,271.45568307927743
2019-01,291.450753675113
2019-02,301.6693927501111
2019-03,310.1527342350968
2019-04,321.43554414019314
2019-05,304.16969928901534
2019-06,317.3106892333947
2019-07,325.6998006344145
2019-08,321.5075169516995
2019-09,331.73059944753
2019-10,333.42023818591775
2019-11,345.7441506861598
2019-12,351.8091027791575
2020-01,352.42305388217073
2020-02,326.885557566656
2020-03,284.0738477231345
2020-04,315.0751873442343
2020-05,324.0237940357122
2020-06,331.2603185808409
2020-07,331.3353889516881
2020-08,347.85498548755277
2020-09,343.6248719488918
2020-10,337.6822125017504
2020-11,369.3522256457056
2020-12,378.1008501613954
2021-01,379.2139570442739
2021-02,388.11962791108266
2021-03,411.4896624753304
2021-04,419.4717894882056
2021-05,419.185598691186
2021-06,438.1884809605065
2021-07,441.47348899530914
2021-08,455.01422088409885
2021-09,444.3023387464612
2021-10,467.44863831755026
2021-11,469.5231492194993
2021-12,483.3641364986405
2022-01,465.76066132456225
2022-02,452.58217869969434
2022-03,466.5757175332369
2022-04,452.774769197895
2022-05,446.5283744234468
2022-06,419.46567549343825
2022-07,460.5559535254647
2022-08,450.0556816154675
2022-09,417.7636992012826
2022-10,439.1079360545914
2022-11,454.6115333237216
2022-12,421.6437720522646
2023-01,443.89981823575516
2023-02,441.94201696266606
2023-03,445.3932101935082
2023-04,444.61249271705515
2023-05,456.44369803989593
2023-06,472.01920786272404
2023-07,484.36499621012524
