Date,WORLD ex AUSTRALIA
1998-12,99.99999999999999
1999-01,105.62795719660853
1999-02,106.3805582767132
1999-03,112.68688151362572
1999-04,119.44489041856653
1999-05,116.83985210144515
1999-06,123.6757399412864
1999-07,118.82329004798635
1999-08,120.2892927966896
1999-09,118.14470282482952
1999-10,126.05717655938372
1999-11,135.26453470869978
1999-12,146.9343130155763
2000-01,141.89506945949074
2000-02,144.64691160754796
2000-03,155.74332328894658
2000-04,156.62001818265094
2000-05,150.03168307269064
2000-06,149.8655011573463
2000-07,150.7540532458738
2000-08,162.29469382563678
2000-09,154.81410713852867
2000-10,158.59113538428352
2000-11,144.9145187393113
2000-12,136.52343078180033
2001-01,140.47020204274355
2001-02,129.98883021264382
2001-03,126.43881131626455
2001-04,135.3547524248406
2001-05,139.78148353921978
2001-06,135.46584161023793
2001-07,129.41596700712526
2001-08,118.60369795167722
2001-09,107.95207689238333
2001-10,111.14599042982888
2001-11,118.40978863010159
2001-12,119.8215534852426
2002-01,120.12271373656078
2002-02,118.50775954956022
2002-03,122.73834513264842
2002-04,114.79642522489834
2002-05,110.86903517374338
2002-06,98.51349338306093
2002-07,90.86798819167849
2002-08,90.99045707642794
2002-09,80.28930035686363
2002-10,86.08291691684407
2002-11,90.38179436734666
2002-12,81.49040585411628
2003-01,77.17728226523055
2003-02,75.54653226390904
2003-03,74.3508764510182
2003-04,79.2070274932428
2003-05,79.52603865903372
2003-06,82.85229303859326
2003-07,86.30514743677935
2003-08,90.40547739456503
2003-09,85.71233661410862
2003-10,90.92989463638085
2003-11,89.58087621333767
2003-12,90.45263812006
2004-01,93.36919675748246
2004-02,94.88961660084516
2004-03,95.29381994654162
2004-04,95.83039421699921
2004-05,95.0012708016359
2004-06,97.39442653463384
2004-07,95.16120016530125
2004-08,94.69229175263287
2004-09,94.34226186550781
2004-10,94.31443345162835
2004-11,94.98330012271795
2004-12,96.43715253059746
2005-01,98.24438264734968
2005-02,99.52832054572202
2005-03,99.76869311353
2005-04,98.31073810489403
2005-05,104.73795470154461
2005-06,107.6716459401081
2005-07,111.11993739886694
2005-08,110.61907224805984
2005-09,115.67313539347421
2005-10,113.74561428975606
2005-11,119.46278792985363
2005-12,122.07503836397494
2006-01,123.8238282077364
2006-02,126.01768519776402
2006-03,126.99287394876639
2006-04,125.59180958313956
2006-05,119.14017398705316
2006-06,119.67057175893521
2006-07,120.66197091680353
2006-08,123.46521215467051
2006-09,126.36542336151783
2006-10,129.90095744438037
2006-11,128.1539043320586
2006-12,131.43325793560288
2007-01,135.01197230495862
2007-02,132.03198163889306
2007-03,133.33830548963226
2007-04,135.811460466185
2007-05,141.78789370073798
2007-06,140.08534874640782
2007-07,135.14464033954616
2007-08,135.72741553509582
2007-09,135.93843736982373
2007-10,137.5557218596723
2007-11,130.25774767455005
2007-12,129.22376058670892
2008-01,117.94813247594871
2008-02,114.28674512135676
2008-03,108.66498160938553
2008-04,116.38557048637622
2008-05,118.49106340135181
2008-06,107.5246038784295
2008-07,106.12301671964143
2008-08,111.03624582863762
2008-09,102.78648688569798
2008-10,92.52111347289456
2008-11,86.56023176008009
2008-12,81.52432361721229
2009-01,80.82084278047178
2009-02,73.11253614983241
2009-03,75.04370618107687
2009-04,83.7032383177152
2009-05,85.54037118958811
2009-06,85.81025337866234
2009-07,92.05959266088207
2009-08,94.60836377145249
2009-09,96.34948019830686
2009-10,93.70319367171791
2009-11,95.93565122877591
2009-12,102.22825364885517
2010-01,101.30732666419352
2010-02,104.59622807091556
2010-03,111.99509581345214
2010-04,114.0795803942114
2010-05,112.26169955822922
2010-06,108.59273406832631
2010-07,110.24627210100071
2010-08,108.80780782681305
2010-09,110.60462228905222
2010-10,112.75255226205755
2010-11,117.91088942993774
2010-12,122.71413462170617
2011-01,123.0475009116104
2011-02,126.41742633254614
2011-03,121.72958980209559
2011-04,121.38750618158285
2011-05,122.95846539897056
2011-06,120.0123946444362
2011-07,118.94233939487849
2011-08,110.27166455443357
2011-09,108.45345948210937
2011-10,114.8784311656383
2011-11,116.40095326405059
2011-12,120.75110130003374
2012-01,125.61976285354548
2012-02,129.09307659398414
2012-03,131.61912400651408
2012-04,130.87163513605773
2012-05,128.36523577053472
2012-06,131.41901904813184
2012-07,136.89196762645798
2012-08,137.33087058422646
2012-09,138.3203357758548
2012-10,136.26723595416797
2012-11,137.585939280868
2012-12,138.29946775949645
2013-01,141.18951808235826
2013-02,146.6936274362792
2013-03,153.10384553523866
2013-04,153.83613457116843
2013-05,157.46893228598395
2013-06,153.4185800825915
2013-07,158.2599999119123
2013-08,155.85233449276112
2013-09,159.35529007660253
2013-10,164.82784022195224
2013-11,167.94283845904735
2013-12,169.73218225398873
2014-01,167.1442934325989
2014-02,171.31725123915226
2014-03,171.8157900406849
2014-04,172.58618154078187
2014-05,179.04071530432856
2014-06,181.8251517100543
2014-07,182.8647575715948
2014-08,189.99768423780958
2014-09,193.39802350133755
2014-10,196.02916927365828
2014-11,201.57609296238226
2014-12,204.45270881175847
2015-01,215.31523025867912
2015-02,229.30857245505936
2015-03,235.95826562021372
2015-04,231.65812095702492
2015-05,238.00584928013637
2015-06,228.99362125317379
2015-07,235.28261808066696
2015-08,217.03915554292618
2015-09,209.95886166363198
2015-10,229.152372401767
2015-11,238.52462282827057
2015-12,227.63607494906302
2016-01,215.0742740205363
2016-02,212.73229698813287
2016-03,216.44422561249945
2016-04,218.82022125820907
2016-05,226.79169726569214
2016-06,224.74988756476662
2016-07,232.53710808061598
2016-08,233.96825303764376
2016-09,233.09259397640616
2016-10,234.41295260504828
2016-11,245.92708222898472
2016-12,253.3364726141275
2017-01,253.15358611165038
2017-02,264.6661979068846
2017-03,265.82751169676834
2017-04,265.2536567757741
2017-05,262.9901984014858
2017-06,260.2153210156671
2017-07,257.69404027403516
2017-08,256.0634983817452
2017-09,263.6277398188137
2017-10,272.68944540020476
2017-11,272.4494242591193
2017-12,274.03837121602004
2018-01,278.3212016426081
2018-02,272.57244344687706
2018-03,264.8369416161306
2018-04,272.76349684387145
2018-05,284.3072361917681
2018-06,284.12002300973455
2018-07,292.50684255979786
2018-08,298.1566813340922
2018-09,300.5989919878868
2018-10,285.61228441127054
2018-11,289.24742393649626
2018-12,264.514963041941
2019-01,284.15613254849643
2019-02,295.0722585900692
2019-03,303.4311043834618
2019-04,315.1457454643971
2019-05,298.4572825896935
2019-06,311.51410984922364
2019-07,320.2794668549334
2019-08,317.52907842392995
2019-09,327.7061383079548
2019-10,328.5323272630534
2019-11,341.9813776559984
2019-12,346.22868790760003
2020-01,348.6061635033513
2020-02,322.33445982163016
2020-03,281.06129070283424
2020-04,312.2374756395503
2020-05,322.5258927939613
2020-06,327.727060261964
