Date,WORLD ex AUSTRALIA
2020-07,326.2965773092133
2020-08,344.3879608336074
2020-09,339.5018277036659
2020-10,331.16527693758957
2020-11,363.64581148743196
2020-12,370.5769198141711
2021-01,369.51096908923506
2021-02,379.4418332030669
2021-03,405.3676762677984
2021-04,414.34952664573075
2021-05,413.91948744161715
2021-06,433.517405613502
2021-07,441.71745268281876
2021-08,454.99721782636897
2021-09,444.30598651714206
2021-10,470.4445227881221
2021-11,473.66173685518174
2021-12,488.9330334926063
2022-01,470.1973820285828
2022-02,456.7842954620897
2022-03,473.25344251504555
2022-04,457.59924703453265
2022-05,451.4545766420666
2022-06,423.05392210247277
2022-07,468.45717160150195
2022-08,455.02761265015175
2022-09,424.0739521855908
2022-10,450.8209451458558
2022-11,462.5604943127961
2022-12,427.2567336423881
2023-01,449.33237079207686
2023-02,449.7376083896333
2023-03,453.25531911711516
2023-04,454.2536177687314
2023-05,466.45445136705655
2023-06,483.6387996164524
2023-07,494.7096874545782
