Date,SELECT OECD COUNTRIES
2008-06,1089.9041374848962
2008-07,1074.8487759387856
2008-08,1121.2178658458959
2008-09,1036.7784960537454
2008-10,928.741531969982
2008-11,866.7177478261724
2008-12,818.5174406188534
2009-01,809.4201944260097
2009-02,732.0531724686764
2009-03,755.8753849944906
2009-04,844.2253130096573
2009-05,861.2481891300706
2009-06,865.8588877582906
2009-07,930.679121836686
2009-08,959.0756379941291
2009-09,980.0411581350675
2009-10,952.7334195314546
2009-11,975.1751601500973
2009-12,1040.2561677090287
2010-01,1030.1358156977203
2010-02,1063.4071005706526
2010-03,1141.0400447053905
2010-04,1163.257272749234
2010-05,1139.7486251637968
2010-06,1102.6561227461127
2010-07,1122.0358138257905
2010-08,1107.0899455320916
2010-09,1127.739495676913
2010-10,1149.4596261051443
2010-11,1200.9955961573485
2010-12,1253.1216693209772
2011-01,1253.5255984998832
2011-02,1286.934530790033
2011-03,1244.0178280144864
2011-04,1242.3690678157532
2011-05,1255.5008732104525
2011-06,1226.1957479745365
2011-07,1214.7009708349249
2011-08,1125.558861747343
2011-09,1103.3685977404382
2011-10,1172.4285599555235
2011-11,1185.5320522842453
2011-12,1228.0053638996692
2012-01,1280.1189773037133
2012-02,1314.078869648648
2012-03,1338.372258223002
2012-04,1332.0511893439634
2012-05,1302.7142040834988
2012-06,1335.2890132445773
2012-07,1393.6715603124583
2012-08,1396.0539063428018
2012-09,1406.8253635150459
2012-10,1387.0766826511851
2012-11,1400.294413315425
2012-12,1409.8617061277855
2013-01,1436.7563597072674
2013-02,1495.931188446337
2013-03,1558.0454721956737
2013-04,1563.7775432770638
2013-05,1592.8159769536942
2013-06,1547.7692473914196
2013-07,1594.0745918735447
2013-08,1572.964537934761
2013-09,1609.75865190464
2013-10,1666.6107056243154
2013-11,1694.3218271066442
2013-12,1708.5607360433587
2014-01,1680.71291236883
2014-02,1723.2844992129767
2014-03,1731.6334605043278
2014-04,1739.419126375215
2014-05,1804.2449308783741
2014-06,1830.9325601259525
2014-07,1843.1380356059294
2014-08,1914.2394014041622
2014-09,1941.299041150181
2014-10,1967.6462580016075
2014-11,2016.0651232560404
2014-12,2043.061333187783
2015-01,2150.3362649889027
2015-02,2291.1524018667474
2015-03,2356.5874212825665
2015-04,2312.4775847834567
2015-05,2371.662949482956
2015-06,2279.6081395338815
2015-07,2337.6838027910403
2015-08,2155.9428455395287
2015-09,2086.7769082815403
2015-10,2276.857559217425
2015-11,2369.547797874291
2015-12,2263.015766601925
2016-01,2138.4946575906374
2016-02,2114.3467394652407
2016-03,2156.901459718998
2016-04,2180.4736894358625
2016-05,2254.9283606899808
2016-06,2236.3646439839076
2016-07,2315.8512403113023
2016-08,2329.556463772036
2016-09,2320.7460078083645
2016-10,2334.39289949458
2016-11,2444.6449873441484
2016-12,2520.9235777373833
2017-01,2520.6125901829228
2017-02,2636.528115947656
2017-03,2651.465217626703
2017-04,2644.151791862507
2017-05,2619.330787246105
2017-06,2594.369068299011
2017-07,2571.041545531383
2017-08,2553.628098068932
2017-09,2626.1851220949384
2017-10,2718.5682163954093
2017-11,2711.674999730457
2017-12,2731.443525510279
2018-01,2772.3313973811096
2018-02,2713.008507925198
2018-03,2636.0902999747473
2018-04,2715.1027170705856
2018-05,2824.489600208692
2018-06,2823.1920375030504
2018-07,2904.762117920696
2018-08,2958.7174138163837
2018-09,2981.971426961914
2018-10,2829.545084934663
2018-11,2864.068592196478
2018-12,2623.3072249052043
2019-01,2819.591165303043
2019-02,2923.2980721133245
2019-03,3002.321609511599
2019-04,3115.1362573613715
2019-05,2953.995536873434
2019-06,3082.2681248329504
2019-07,3166.75209401429
2019-08,3138.811591610478
2019-09,3243.477902505178
2019-10,3250.602858911787
2019-11,3380.933431654746
2019-12,3425.625918792996
2020-01,3448.5803047484305
2020-02,3183.333887400956
2020-03,2766.0128484027905
2020-04,3074.8720755674954
2020-05,3180.337990468223
2020-06,3234.140141971816
2020-07,3223.097750283842
2020-08,3397.3676517860326
2020-09,3350.8912217601605
2020-10,3272.0095472618555
2020-11,3599.2176824076596
2020-12,3678.1521568240064
2021-01,3668.519572198804
2021-02,3764.1932182654596
2021-03,4017.481107946959
2021-04,4105.674752812298
2021-05,4103.680933415609
2021-06,4296.186830458982
2021-07,4370.213181567701
2021-08,4500.013607199661
2021-09,4393.0544358749985
2021-10,4644.4241420043445
2021-11,4671.224103113482
2021-12,4826.84830979803
2022-01,4632.756318887262
2022-02,4510.617108588052
2022-03,4681.749538242886
2022-04,4529.014656032867
2022-05,4468.684552438325
2022-06,4173.125119794017
2022-07,4621.716091013977
2022-08,4492.5674102194935
2022-09,4179.167593349632
2022-10,4450.599968033522
2022-11,4570.77674955082
2022-12,4219.844158861045
2023-01,4446.442601428223
2023-02,4445.875911669931
2023-03,4477.378641645835
2023-04,4485.238926962555
2023-05,4609.085248839719
2023-06,4776.028153545736
2023-07,4888.276375415945
