Date,WORLD
2019-06,315.9412642468488
2019-07,324.83950684993164
2019-08,321.8629985424503
2019-09,332.1991314758737
2019-10,332.9720291549877
2019-11,346.4566920760902
2019-12,350.6401074826729
2020-01,353.1030902585732
2020-02,326.2793309180295
2020-03,283.62258731275267
2020-04,315.3226552297116
2020-05,325.69338351952206
2020-06,331.23057382165365
2020-07,329.76198272460607
2020-08,347.96766831634426
2020-09,342.77662795747705
2020-10,334.5751442739681
2020-11,367.6004037315377
2020-12,374.7469596173664
2021-01,373.7539048540364
2021-02,383.8048011838315
2021-03,409.794460354186
2021-04,418.89477108558367
2021-05,418.6175957844862
2021-06,438.1655070582452
2021-07,446.15780637851935
2021-08,459.47372606180187
2021-09,448.77139963363345
2021-10,475.00842747076746
2021-11,477.8260206190793
2021-12,493.30780731447345
2022-01,474.0587693187609
2022-02,461.3172515501457
2022-03,478.7615976964627
2022-04,463.2020254811853
2022-05,456.849911195521
2022-06,427.742151126025
2022-07,473.51112019061253
2022-08,460.2648623551435
2022-09,428.7095734240248
2022-10,455.5673019449128
2022-11,467.91510425513843
2022-12,432.430170937894
2023-01,455.1273977078293
2023-02,455.06883539077285
2023-03,458.24800142835477
2023-04,459.09894999452115
2023-05,471.03696911825904
2023-06,488.2984960545139
2023-07,499.53675445724855
