Date,EM ex ASIA
1998-12,100.0
1999-01,99.44157779329161
1999-02,106.92608854054222
1999-03,123.15532787402243
1999-04,140.5132681373409
1999-05,138.6779881335004
1999-06,148.30154058410946
1999-07,138.66371660595317
1999-08,138.14615389117827
1999-09,138.94391601060977
1999-10,144.00831724101224
1999-11,164.33209744966277
1999-12,193.25211854570566
2000-01,191.42452502993274
2000-02,205.37676053399773
2000-03,204.70257146766417
2000-04,198.12276616661924
2000-05,187.9456281157874
2000-06,188.53736728709546
2000-07,191.81570758037762
2000-08,205.83564497113366
2000-09,197.52808249375465
2000-10,194.88139480491753
2000-11,166.68840116020735
2000-12,167.52946239189302
2001-01,184.42946757701964
2001-02,168.84228790295884
2001-03,159.79900717860264
2001-04,174.39863897803423
2001-05,185.11835397343796
2001-06,181.3295104242355
2001-07,162.97666324179664
2001-08,153.9572283283024
2001-09,129.11513796226097
2001-10,137.94806700682182
2001-11,147.92691587602144
2001-12,158.6520547612702
2002-01,167.18992546488545
2002-02,166.5977301212526
2002-03,172.834900945841
2002-04,169.25259155564405
2002-05,160.97997414357806
2002-06,135.168994090831
2002-07,119.27822145646113
2002-08,125.61546858829608
2002-09,113.47102427295451
2002-10,123.17099016343914
2002-11,131.2179766334412
2002-12,125.06108214964281
2003-01,118.5127077809095
2003-02,118.83552100234836
2003-03,117.2015474627738
2003-04,130.7529214776627
2003-05,131.0900726712407
2003-06,138.82010098149377
2003-07,145.69165857463943
2003-08,158.90803518846752
2003-09,153.96227995739378
2003-10,164.24008780719188
2003-11,166.56063609606542
2003-12,169.73312667559935
2004-01,174.9253836202393
2004-02,184.85965827552613
2004-03,193.63043972351838
2004-04,177.56090879338447
2004-05,176.3402919668461
2004-06,181.72739625314136
2004-07,184.09279753988093
2004-08,189.13189460967172
2004-09,198.85805400570254
2004-10,201.93778055289053
2004-11,210.44752112048573
2004-12,219.58459005934333
2005-01,225.6659910311869
2005-02,246.31370339280022
2005-03,231.32862208585087
2005-04,227.0911047859856
2005-05,245.1050270319532
2005-06,260.7337171505603
2005-07,280.03716161060083
2005-08,293.2581398978119
2005-09,337.1527237630735
2005-10,318.37988108997735
2005-11,348.88544129741433
2005-12,363.51180440506505
2006-01,406.7059354166813
2006-02,414.32997082114707
2006-03,407.33699192828976
2006-04,419.8586794901553
2006-05,356.11579666899667
2006-06,359.1571317001848
2006-07,371.8465436028712
2006-08,376.45288880239417
2006-09,370.6735085981134
2006-10,393.7469517989358
2006-11,404.6935990234918
2006-12,428.82475773098463
2007-01,435.6055121637148
2007-02,422.31196335138577
2007-03,444.66949401499835
2007-04,453.82107815350065
2007-05,474.6271116982398
2007-06,488.1438626238539
2007-07,492.7351074646686
2007-08,480.0929245958463
2007-09,506.9503734168402
2007-10,553.984380430185
2007-11,523.3958548179595
2007-12,533.0298421779099
2008-01,472.43232019849086
2008-02,494.9050406438035
2008-03,456.9643855766834
2008-04,502.09510913171533
2008-05,546.4237981966563
2008-06,498.579251924129
2008-07,470.6929865314886
2008-08,454.4070717164095
2008-09,388.4824601499321
2008-10,297.9725036805003
2008-11,273.77599001453274
2008-12,259.5233925973294
2009-01,263.1086852117367
2009-02,253.10098401112649
2009-03,272.2735846440954
2009-04,318.0962665593767
2009-05,356.58755683195744
2009-06,350.0949256422055
2009-07,378.67461794016947
2009-08,385.2633123955186
2009-09,412.1268210305114
2009-10,414.69958990278684
2009-11,431.43643422478243
2009-12,465.9975211385604
2010-01,456.5962115958128
2010-02,468.57227719835134
2010-03,512.8292064734387
2010-04,520.9388409133137
2010-05,513.5565158271073
2010-06,495.8302847796042
2010-07,523.551873515354
2010-08,522.8001132857863
2010-09,539.8700226641037
2010-10,547.7899352537178
2010-11,563.7219655556307
2010-12,592.6554261812978
2011-01,553.9776818971462
2011-02,567.5617999702487
2011-03,575.8637885031287
2011-04,562.8804395899678
2011-05,557.4078274680874
2011-06,549.3291768130999
2011-07,542.7486848531556
2011-08,505.23190824385915
2011-09,448.8732043792499
2011-10,496.55150603938245
2011-11,493.57233772931176
2011-12,492.48538805665083
2012-01,548.8802750774593
2012-02,571.2100067139919
2012-03,553.2310676105193
2012-04,541.9596983460266
2012-05,500.9410298762955
2012-06,517.0713867759569
2012-07,542.8606626241103
2012-08,531.7627164083888
2012-09,542.8529218924647
2012-10,534.2193252894365
2012-11,526.6300039416857
2012-12,556.6254198511623
2013-01,550.70809147027
2013-02,554.1905698359908
2013-03,560.1312157469604
2013-04,544.0113276000016
2013-05,524.8884718447102
2013-06,485.80014062497816
2013-07,478.5536123970864
2013-08,469.6254770259372
2013-09,497.16864059954787
2013-10,519.5834203430225
2013-11,497.5563294808312
2013-12,483.1584865985842
2014-01,447.3315400228483
2014-02,451.62583818752637
2014-03,480.2379241709314
2014-04,480.6768633325133
2014-05,500.497170570253
2014-06,511.2515571925131
2014-07,521.0951009024323
2014-08,552.0961209400241
2014-09,517.6676429979942
2014-10,525.634426636288
2014-11,511.34256338138823
2014-12,476.8054453760481
2015-01,496.27763102639136
2015-02,522.0138720686251
2015-03,517.7478766206597
2015-04,542.6163767539601
2015-05,517.6442326740237
2015-06,512.8409640974361
2015-07,484.4213054943039
2015-08,436.2057586985608
2015-09,410.89973495224115
2015-10,438.91775722704904
2015-11,434.7005802475121
2015-12,397.72358834755715
2016-01,381.8724064337594
2016-02,390.7848062699839
2016-03,438.42190899033073
2016-04,457.07109802134704
2016-05,427.06551600473534
2016-06,457.52143732193986
2016-07,479.85153562176777
2016-08,476.4415657148845
2016-09,477.8519471843948
2016-10,511.5855161810514
2016-11,488.55534536142767
2016-12,512.6748532798847
2017-01,523.196293945651
2017-02,541.1846542985812
2017-03,540.8398550044019
2017-04,543.6961954576975
2017-05,521.5039022863217
2017-06,509.48962153206134
2017-07,527.64843298803
2017-08,546.88083424442
2017-09,542.6908483722912
2017-10,544.2500772406582
2017-11,534.1534888340034
2017-12,561.6869360858404
2018-01,591.3814884447406
2018-02,588.4069489134745
2018-03,565.314012672022
2018-04,564.8881368312167
2018-05,528.7109443620094
2018-06,514.9874978850555
2018-07,548.5805977315758
2018-08,507.6790102790513
2018-09,524.3391876474808
2018-10,525.7226309600563
2018-11,533.3540767660311
2018-12,522.1545264413003
2019-01,586.3037710499774
2019-02,569.8127581880618
2019-03,567.0753660802962
2019-04,585.3305963949929
2019-05,571.7577192740732
2019-06,593.1954387634585
2019-07,605.468293161052
2019-08,564.9640265294848
2019-09,580.5457182922854
2019-10,587.3392469564835
2019-11,583.2024901042232
2019-12,621.6103526481068
2020-01,597.3076104030669
2020-02,530.1645898754388
2020-03,388.3116317607739
2020-04,424.66342279397696
2020-05,438.4044279194434
2020-06,451.9937327250911
2020-07,456.0920409484757
2020-08,443.21656587658396
2020-09,436.09088384585954
2020-10,425.9080420758774
2020-11,485.2198991074866
2020-12,515.1271055708447
2021-01,508.5879254060332
2021-02,509.4362892854485
2021-03,551.5717892798131
2021-04,553.844247131131
2021-05,581.5991501488145
2021-06,602.7022340463327
2021-07,594.0655526504341
2021-08,611.6965902172537
2021-09,602.4682553897636
2021-10,603.2926312182851
2021-11,584.9697222203616
2021-12,599.2634955159775
2022-01,633.0089410744641
2022-02,598.8070695206069
2022-03,609.9901334155552
2022-04,596.9545082942795
2022-05,591.5351608058842
2022-06,526.5660788074496
2022-07,560.4939569958524
2022-08,571.9384469635906
2022-09,552.0213482102793
2022-10,582.7061852388015
2022-11,575.8452763236814
2022-12,536.6096125898162
2023-01,555.0903534973754
2023-02,539.7947549516632
2023-03,532.2675359946159
2023-04,542.2440051726655
2023-05,539.8466091030119
2023-06,569.344295433383
2023-07,598.3395271180952
