Date,AC PACIFIC
1998-12,99.99999999999999
1999-01,103.97279385765437
1999-02,105.28565585952464
1999-03,120.31431682867479
1999-04,132.64386403556944
1999-05,126.88811091162611
1999-06,142.0171710114128
1999-07,145.17747601215805
1999-08,146.18469066832586
1999-09,149.23320031010985
1999-10,157.1531389878693
1999-11,172.80439475182712
1999-12,184.67125025450716
2000-01,181.814860031815
2000-02,179.07923488397114
2000-03,192.7706624552004
2000-04,187.65483162471372
2000-05,174.18008886842478
2000-06,180.1744557348452
2000-07,169.04929043359675
2000-08,183.5975573265764
2000-09,173.12041212692168
2000-10,168.95539949493642
2000-11,158.20645519185368
2000-12,140.74506299794328
2001-01,145.70088072896934
2001-02,140.58284878987814
2001-03,138.34520710410865
2001-04,145.82222523313646
2001-05,152.1056527817763
2001-06,145.7429929542836
2001-07,132.00086524049047
2001-08,124.6226510318312
2001-09,110.47486889368167
2001-10,113.73013940824764
2001-11,119.72212896086128
2001-12,117.61760609379458
2002-01,116.96788872063014
2002-02,119.50576472420427
2002-03,125.54484527239727
2002-04,126.17628405483073
2002-05,126.71113516247438
2002-06,113.66931302316586
2002-07,107.2848834733452
2002-08,106.34713598584281
2002-09,99.13997679487348
2002-10,96.25852437788458
2002-11,99.73981615230235
2002-12,91.30789274785862
2003-01,87.45460081767976
2003-02,86.3806927757484
2003-03,82.56673819257006
2003-04,81.99996789794366
2003-05,82.08034002532787
2003-06,89.53052407311547
2003-07,95.30914645749925
2003-08,106.06690676392451
2003-09,104.42769406649353
2003-10,110.85890118416575
2003-11,105.08587777502215
2003-12,106.63117452279712
2004-01,111.15490214910801
2004-02,112.68521238451336
2004-03,122.92744928031937
2004-04,118.9960705787225
2004-05,113.70906690695064
2004-06,117.84674127342284
2004-07,113.90424299790872
2004-08,114.96822692522213
2004-09,112.78810010559681
2004-10,112.98172742768983
2004-11,114.91838528886036
2004-12,117.32977187277356
2005-01,120.9754352321975
2005-02,123.0076679165214
2005-03,121.86049425195883
2005-04,120.20502434387896
2005-05,125.68734176802744
2005-06,129.99947478266208
2005-07,133.05615565561115
