Date,ACWI ex THAILAND
2015-12,2339.0153505066864
2016-01,2206.669966481839
2016-02,2183.3951654019074
2016-03,2237.5583470116176
2016-04,2260.4431210376492
2016-05,2330.5226772259257
2016-06,2322.3053765676564
2016-07,2407.108412844144
2016-08,2425.9456418219443
2016-09,2420.281470076005
2016-10,2439.736121055945
2016-11,2541.687966902861
2016-12,2612.512038220835
2017-01,2619.983444615366
2017-02,2740.6904438427314
2017-03,2757.8236269920126
2017-04,2752.25741004542
2017-05,2726.5289817978237
2017-06,2701.4553482812917
2017-07,2687.3445154382666
2017-08,2676.2126987397996
2017-09,2744.313520854897
2017-10,2843.3943669121118
2017-11,2833.116593773626
2017-12,2859.2361169225464
2018-01,2911.916929658875
2018-02,2849.9345568645385
2018-03,2767.4656946805694
2018-04,2845.6515316650202
2018-05,2952.0160579763315
2018-06,2937.389369160736
2018-07,3020.106819236457
2018-08,3062.217132597027
2018-09,3081.8746037171395
2018-10,2923.1838309327322
2018-11,2969.5643643308595
2018-12,2734.9394193007006
2019-01,2940.5303134781234
2019-02,3043.999373978132
2019-03,3127.9643527025323
2019-04,3241.564065751991
2019-05,3069.018980380546
2019-06,3200.8661534787016
2019-07,3284.9426309239016
2019-08,3243.934432118248
2019-09,3347.6184366621683
2019-10,3362.0955612258094
2019-11,3486.6870978824177
2019-12,3547.197939453252
2020-01,3555.0327264097764
2020-02,3298.7209708458563
2020-03,2858.8671129445943
2020-04,3171.800778635149
2020-05,3260.9031409963095
2020-06,3334.250638945923
2020-07,3336.377668578461
2020-08,3502.7093484965562
2020-09,3458.9760844304606
2020-10,3398.3342952692187
2020-11,3717.492451147361
2020-12,3804.640223585324
2021-01,3815.179324048172
2021-02,3908.2732392490707
2021-03,4146.276684990515
2021-04,4227.310964458544
2021-05,4229.357844527436
2021-06,4419.771371082911
2021-07,4452.5737131014475
2021-08,4585.3354176494495
2021-09,4479.746824752437
2021-10,4716.662473871412
2021-11,4734.324337718743
2021-12,4874.768273925212
2022-01,4702.794752873294
2022-02,4573.02751603802
2022-03,4719.444872743336
2022-04,4580.680434408042
2022-05,4519.253068043983
2022-06,4242.330953292681
2022-07,4655.82706420572
2022-08,4548.247999418085
2022-09,4223.190190817364
2022-10,4440.184462235258
2022-11,4594.351638339243
2022-12,4259.040504995138
2023-01,4486.717177035832
2023-02,4465.450155561595
2023-03,4496.084577054124
2023-04,4490.8097023621
2023-05,4604.174398408896
2023-06,4763.080109177954
2023-07,4886.706672147506
