Date,EFM EUROPE + CIS (E+C) ex RU
2013-02,870.2163088587839
2013-03,893.4756947550666
2013-04,886.1232856824556
2013-05,895.1819140743205
2013-06,804.6545738144353
2013-07,797.5324586379818
2013-08,763.417793455407
2013-09,805.227981013682
2013-10,848.8910223462881
2013-11,838.630471945944
2013-12,766.2133802584619
2014-01,725.1501864143029
2014-02,764.2057395960571
2014-03,798.7414044719025
2014-04,806.82263576402
2014-05,854.8467639570397
2014-06,842.399033428426
2014-07,839.8172285108612
2014-08,849.0209659894987
2014-09,835.8315212093441
2014-10,834.5607726083855
2014-11,856.8397530851544
2014-12,806.6472506749849
2015-01,813.9511290820061
2015-02,813.103702060525
2015-03,812.8610267335537
2015-04,835.8878915116334
2015-05,826.3137187276735
2015-06,796.0880867524637
2015-07,779.1712178909088
2015-08,699.5471540780876
2015-09,671.1739608870413
2015-10,711.6986210734128
2015-11,683.5376820519699
2015-12,649.1771979121991
2016-01,619.1310234568936
2016-02,623.0035705804227
2016-03,695.4633352628138
2016-04,689.4482107154718
2016-05,658.3237925070379
2016-06,635.9155381068125
2016-07,637.3264347262121
2016-08,645.7756722708749
2016-09,633.6399759625738
2016-10,660.6256900205673
2016-11,626.9212461458584
2016-12,660.4320819578552
2017-01,677.0615267917277
2017-02,716.6714637999617
2017-03,719.1315903238586
2017-04,776.2855287127115
2017-05,783.0318753944188
2017-06,793.549631012689
2017-07,813.7809304771109
2017-08,846.2951275895778
2017-09,795.2672142295102
2017-10,820.3222264287386
2017-11,778.4155193902628
2017-12,831.474302962024
2018-01,864.2836438038607
2018-02,826.6990284398923
2018-03,775.9846368563467
2018-04,778.5652325766423
2018-05,710.0164631124849
2018-06,699.8185386535858
2018-07,720.87251840257
2018-08,669.0486925958897
2018-09,686.1329577230683
2018-10,656.8821137520633
2018-11,704.1337909221005
2018-12,680.9072356657538
2019-01,729.6577763407788
2019-02,722.9567505778899
2019-03,702.1922375994709
2019-04,708.9191608020309
2019-05,699.3828862670771
2019-06,725.16845052104
2019-07,745.8632521580097
2019-08,696.8368512770799
2019-09,726.8252896488659
2019-10,731.2953276333587
2019-11,741.92512992774
2019-12,755.3858727773013
2020-01,733.6395728760722
2020-02,634.0226288350682
2020-03,496.9985876221241
2020-04,535.2563692558901
2020-05,564.0619803869491
2020-06,577.0615822820678
2020-07,559.0681200365004
2020-08,557.2817362908391
2020-09,527.2388005077773
2020-10,470.3045963100551
2020-11,573.4411490582796
2020-12,621.1559309187528
2021-01,619.4901105541171
2021-02,613.6044001171074
2021-03,606.1818256555085
2021-04,629.9537621212586
2021-05,681.5070393172473
2021-06,681.0228667904674
2021-07,697.6822645948535
2021-08,746.8217345532349
2021-09,726.0845619058683
2021-10,748.3505176183259
2021-11,698.1519907762855
2021-12,717.2546032857275
2022-01,724.5007505880415
2022-02,647.247790389138
2022-03,676.5373696059225
2022-04,652.4652986664915
2022-05,629.3908376953691
2022-06,583.2019507518207
2022-07,606.8538789000087
2022-08,603.4574830163299
2022-09,552.7020610149666
2022-10,623.5293289413279
2022-11,690.6490938751215
2022-12,699.1062364706452
2023-01,712.6681723710734
2023-02,744.7444244327237
2023-03,703.9040906980325
2023-04,728.9057586751359
2023-05,740.9366199515079
2023-06,773.6510824347857
2023-07,839.4422335553796
