Date,EFM EUROPE + CIS (E+C) ex RU
2002-05,266.9970996506131
2002-06,222.12169820355984
2002-07,212.35048189515058
2002-08,223.56816820030244
2002-09,210.07997977020668
2002-10,229.44657783802276
2002-11,259.89448943099376
2002-12,230.03366771556114
2003-01,223.47925762397486
2003-02,223.03968158276675
2003-03,205.9628867485349
2003-04,233.05386821172493
2003-05,239.27474283734193
2003-06,229.834459182665
2003-07,246.1820400124665
2003-08,277.5570585301902
2003-09,271.1054670806399
2003-10,289.28681282524303
2003-11,270.91228052382377
2003-12,296.80558482835784
2004-01,306.51215524962265
2004-02,327.04244045622886
2004-03,349.172052358536
2004-04,337.2885909427501
2004-05,328.9465662203776
2004-06,343.0107321903619
2004-07,356.45047512063525
2004-08,365.0179247486441
2004-09,385.28754219935763
2004-10,405.71568743318363
2004-11,429.76756627684733
2004-12,468.1239451334698
2005-01,492.3003553575356
2005-02,561.5887876186287
2005-03,510.678335295036
2005-04,473.36945571800595
2005-05,507.9440153243412
2005-06,557.8413319614031
2005-07,608.3586263910736
2005-08,639.2672591254137
2005-09,703.8455574326364
2005-10,645.0927813590538
2005-11,705.6464903650598
2005-12,726.595155262639
2006-01,782.0336703547139
2006-02,819.5212640445901
2006-03,765.6684733918307
2006-04,804.5899992096442
2006-05,671.3195775449526
2006-06,654.4998849183243
2006-07,717.8065803491073
2006-08,706.4609988397101
2006-09,699.2537482010015
2006-10,765.7085449833372
2006-11,773.0811645811642
2006-12,821.949296029568
2007-01,845.1571900411059
2007-02,813.1988462024082
2007-03,867.2117263286
2007-04,902.1012740536486
2007-05,942.2726296246248
2007-06,986.8864952069638
2007-07,1015.8459719040839
2007-08,962.7047288544533
2007-09,1011.7810773186324
2007-10,1072.0992995632757
2007-11,1000.0000000000002
2007-12,1019.4962257942507
2008-01,850.1320346625857
2008-02,853.8603304858844
2008-03,787.2563947324749
2008-04,829.5966904144298
2008-05,860.0609285226743
2008-06,784.0641313927147
2008-07,878.3874591923111
2008-08,827.2504842159801
2008-09,729.4991505289934
2008-10,534.4765460041348
2008-11,481.21423024832325
2008-12,458.1912912068906
2009-01,407.6328252970289
2009-02,352.71043082248775
2009-03,379.7342290760995
2009-04,472.1947247210044
2009-05,503.67717014169983
2009-06,525.0505663663894
2009-07,625.8044102072597
2009-08,657.5857829885966
2009-09,663.243940016094
2009-10,663.9138515671167
2009-11,660.4481531120741
2009-12,721.5819411117266
2010-01,753.5549368784388
2010-02,710.7788245849952
2010-03,804.7246609969545
2010-04,837.6702250602035
2010-05,777.5527921937638
2010-06,748.8989241652189
2010-07,815.1956242965225
2010-08,811.7011063952182
2010-09,867.3946769454526
2010-10,889.4578528580241
2010-11,851.5855654470064
2010-12,863.7125400007668
2011-01,838.7116802473386
2011-02,832.0406244494085
2011-03,855.5881876566178
2011-04,899.9836680462466
2011-05,864.2144340564599
2011-06,842.9374174834632
2011-07,819.1331984640269
2011-08,713.696255786298
2011-09,668.7621728199182
2011-10,684.6685765116417
2011-11,658.0883744174065
2011-12,629.5496095145257
2012-01,716.3028680855887
2012-02,741.696338252806
2012-03,736.7352411231441
2012-04,722.457768263989
2012-05,659.3719364541832
2012-06,742.1866278657857
2012-07,773.7012316364364
2012-08,795.0924354028976
2012-09,808.1241526144943
2012-10,832.8424145013344
2012-11,840.904776802174
2012-12,883.3840851833163
2013-01,860.845176671088
