Date,EAFE + EM
1998-12,100.0
1999-01,103.0083608637038
1999-02,104.31950566828833
1999-03,111.26672303613135
1999-04,118.96694160955465
1999-05,115.00755010409544
1999-06,121.7134963984833
1999-07,120.10005585780652
1999-08,122.22569494825652
1999-09,121.95447227729842
1999-10,128.03337201918703
1999-11,138.99375144802636
1999-12,152.67908659786264
2000-01,147.58259597677528
2000-02,153.82350029801916
2000-03,160.24795084844885
2000-04,158.73785799675014
2000-05,151.94527824918168
2000-06,152.72552874164626
2000-07,151.22467468380054
2000-08,158.94027909177814
2000-09,151.65450143760975
2000-10,153.34225803638182
2000-11,142.94662280363852
2000-12,137.1236668984282
2001-01,140.30020633472225
2001-02,131.1774985570539
2001-03,126.93362239829678
2001-04,135.15907055999156
2001-05,137.19474129888553
2001-06,132.09350598924652
2001-07,124.86321356198869
2001-08,117.4395860597416
2001-09,104.64384678291903
2001-10,108.89177717479109
2001-11,114.3397977100819
2001-12,116.43982657887551
2002-01,115.06977067583469
2002-02,115.44738877344142
2002-03,120.78573491992833
2002-04,117.7759367659016
2002-05,114.77634055323327
2002-06,103.95806648957381
2002-07,94.59066114526615
2002-08,94.51154575064764
2002-09,83.73425101141245
2002-10,88.13966883853982
2002-11,91.91971131466097
2002-12,84.21224780814538
2003-01,79.16987145034147
2003-02,77.02058166596053
2003-03,74.56998163106724
2003-04,80.0748139221353
2003-05,80.72608133275945
2003-06,84.9728991846649
2003-07,89.12066784639016
2003-08,93.9711809819401
2003-09,91.12715585952792
2003-10,97.19104091067123
2003-11,96.26775795520982
2003-12,98.58520394165004
2004-01,101.73414798470353
2004-02,104.32372888855882
2004-03,106.18999539668116
2004-04,105.79165885709234
2004-05,104.0459098653861
2004-06,106.57241943277093
2004-07,104.37473130033298
2004-08,104.27242179425554
2004-09,105.05165961604385
2004-10,105.96049562343494
2004-11,108.63451808821567
2004-12,110.93535385069782
2005-01,113.83670299324604
2005-02,117.21197529260226
2005-03,116.17266334012946
2005-04,114.28140145668182
2005-05,120.11809217211761
2005-06,124.49833546250785
2005-07,128.52395506138083
2005-08,129.90542746784953
2005-09,139.27075758879394
2005-10,135.42279788498598
2005-11,142.02455675356666
2005-12,148.8138902825918
2006-01,154.46318664512233
2006-02,157.02185281995585
2006-03,159.32657526679324
2006-04,160.98476522349506
2006-05,150.39883554761164
2006-06,151.08540868856676
2006-07,153.00460333863668
2006-08,156.73485396809173
2006-09,158.8113393959197
2006-10,163.9607826968068
2006-11,163.6822977667353
2006-12,170.06472079537465
2007-01,173.28992842856752
2007-02,171.4977183102938
2007-03,174.97623291521836
2007-04,178.46790233259966
2007-05,185.2741058654552
2007-06,186.29014709639844
2007-07,183.26675272709363
2007-08,181.00460555467805
2007-09,184.6295428367846
2007-10,191.1566196491569
2007-11,180.79582764866188
2007-12,178.39645663902965
2008-01,158.72436755146254
2008-02,158.9334767278549
2008-03,149.34761046293065
2008-04,161.25526975326514
2008-05,163.6774729318371
2008-06,147.6429419436298
2008-07,144.16137767267546
2008-08,145.3519950117562
2008-09,129.41210904777014
2008-10,112.37056955923882
2008-11,105.83093779169151
2008-12,102.74179130838866
2009-01,101.21702635992982
2009-02,92.57337764338048
2009-03,95.61381601874973
2009-04,108.96187899158966
2009-05,115.39107027367741
2009-06,115.6067498795494
2009-07,125.39324816996243
2009-08,128.99596408450682
2009-09,132.97445504583516
2009-10,130.50978658827307
2009-11,131.53155225048073
2009-12,140.45542542252656
2010-01,138.19727765423553
2010-02,140.1559309528999
2010-03,150.87734731721653
2010-04,152.00020438770872
2010-05,147.05618673394326
2010-06,145.97518856182376
2010-07,149.89614347051773
2010-08,149.3570395133083
2010-09,153.16285123939002
2010-10,155.611620837035
2010-11,159.1050428649902
2010-12,166.51078452906424
2011-01,164.6439811790692
2011-02,167.1135014048623
2011-03,162.31044208040544
2011-04,163.4900830226935
2011-05,164.08422937094306
2011-06,160.58820496649784
2011-07,159.97472106138554
2011-08,145.31403588314603
2011-09,139.0695074139225
2011-10,147.8894792013423
2011-11,145.11785139139226
2011-12,148.9759319092301
2012-01,157.9023961021286
2012-02,163.53322961784005
2012-03,162.32738635428666
2012-04,160.60595038964743
2012-05,152.48728046068535
2012-06,157.80554678035082
2012-07,164.8441350611355
2012-08,164.14833354054397
2012-09,166.8981651012137
2012-10,166.47289775810177
2012-11,169.39059601247865
2012-12,173.1997211193596
2013-01,175.41218053249867
2013-02,180.29767532779488
2013-03,183.96501093465065
2013-04,186.69561152135583
2013-05,185.44523004813252
2013-06,177.11455957737593
2013-07,180.8203964237577
2013-08,179.54722145261158
2013-09,187.51616060600531
2013-10,193.63093251253653
2013-11,193.86103263329173
2013-12,193.16289196680412
2014-01,188.36528534912543
2014-02,193.29034266610205
2014-03,194.13153467261168
2014-04,195.42113866524858
2014-05,202.82987025908412
2014-06,204.94582856817235
2014-07,207.52476318571405
2014-08,211.7104938812973
2014-09,210.43189044574862
2014-10,210.41029419743435
2014-11,213.14025461150717
2014-12,211.4549286258378
2015-01,227.93246565610573
2015-02,241.50041238120343
2015-03,248.63116952785134
2015-04,250.17643068015937
2015-05,252.50315891015651
2015-06,241.65229179869388
2015-07,243.6570272656128
2015-08,221.7343645469864
2015-09,212.35054515536945
2015-10,231.0478767403099
2015-11,236.686834169242
2015-12,226.63229684052536
2016-01,211.4580777839105
2016-02,207.55692077509127
2016-03,213.88979715911302
2016-04,217.9860691477298
2016-05,221.0019181583195
2016-06,217.89064421706436
2016-07,227.46563987567387
2016-08,229.92141971114862
2016-09,230.79072202500188
2016-10,233.12332777092124
2016-11,234.5327277235484
2016-12,242.12866382537638
2017-01,244.66609110042077
2017-02,253.4356042836275
2017-03,258.8061400932158
2017-04,260.58907205944064
2017-05,261.4304292304475
2017-06,258.16616338967646
2017-07,258.96619065334306
2017-08,258.2767199519525
2017-09,264.3193595415637
2017-10,273.7035858468997
2017-11,269.6533288905399
2017-12,273.5172215412379
2018-01,279.20763648148113
2018-02,272.2765549157334
2018-03,265.32076323262066
2018-04,274.46387974976176
2018-05,277.0127705677574
2018-06,271.45780098694945
2018-07,277.430012059428
2018-08,273.07713468707556
2018-09,275.0118304057817
2018-10,258.9431721104463
2018-11,261.7354930926498
2018-12,248.30054897432873
2019-01,265.1575159841266
2019-02,272.2857024650632
2019-03,278.26554366697906
2019-04,286.295396351856
2019-05,272.5088497985333
2019-06,282.83395767904716
2019-07,285.7422868809932
2019-08,279.6145220233361
2019-09,289.91642764626107
2019-10,294.0049992615273
2019-11,299.8074340264324
2019-12,307.7088044167882
2020-01,302.82531018974953
2020-02,281.2646048929357
2020-03,242.4779561832671
2020-04,260.69252566572396
2020-05,265.22964257534113
2020-06,274.82621244549705
2020-07,272.5039535597213
2020-08,280.81628204595205
2020-09,279.96213054697415
2020-10,276.03995943748936
2020-11,304.92814107226553
2020-12,314.6820447400349
2021-01,317.9322272421983
2021-02,323.792310438658
2021-03,338.0146263721205
2021-04,339.5762500767069
2021-05,344.470980574612
2021-06,352.7901333034782
2021-07,346.6897703495516
2021-08,355.39351455381274
2021-09,350.4572436339095
2021-10,358.0325385018664
2021-11,351.68543352144354
2021-12,362.39203625305885
2022-01,353.26829338380406
2022-02,345.001238002894
2022-03,347.6104569807132
2022-04,344.17487143415156
2022-05,341.5083633509447
2022-06,320.54073341976124
2022-07,339.5928909199195
2022-08,333.6067113136339
2022-09,307.92250222691
2022-10,313.39170317928887
2022-11,337.9904836126146
2022-12,324.958303878369
2023-01,345.0294190836468
2023-02,341.22935237898
2023-03,342.2211954732028
2023-04,342.55597297493176
2023-05,342.7284787669027
2023-06,349.5505491801242
2023-07,360.2847427503118
